Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date.6,Date.7,Date.8,Date
0,196.75,196.75,196.3000030517578,196.3000030517578,196.3000030517578,0,2023-05-24 09:00:00+02:00,,,,,,,,
1,201.10000610351562,201.10000610351562,200.39999389648438,200.60000610351562,200.60000610351562,0,,,,,,,,,2023-05-31 09:00:00+02:00
2,201.10000610351562,201.5,201.0,201.3000030517578,201.3000030517578,815,,,,,,,,,2023-05-31 09:01:00+02:00
3,201.6999969482422,201.8000030517578,201.60000610351562,201.60000610351562,201.60000610351562,510,,,,,,,,,2023-05-31 09:02:00+02:00
4,201.8000030517578,202.0,201.8000030517578,201.89999389648438,201.89999389648438,474,,,,,,,,,2023-05-31 09:03:00+02:00
5,201.8000030517578,201.8000030517578,201.8000030517578,201.8000030517578,201.8000030517578,189,,,,,,,,,2023-05-31 09:04:00+02:00
6,201.60000610351562,201.60000610351562,201.39999389648438,201.5,201.5,377,,,,,,,,,2023-05-31 09:05:00+02:00
7,201.5,202.0,201.5,201.8000030517578,201.8000030517578,748,,,,,,,,,2023-05-31 09:06:00+02:00
8,202.10000610351562,202.1999969482422,202.10000610351562,202.1999969482422,202.1999969482422,373,,,,,,,,,2023-05-31 09:10:00+02:00
9,202.0,202.0,202.0,202.0,202.0,52,,,,,,,,,2023-05-31 09:11:00+02:00
10,202.0,202.10000610351562,202.0,202.10000610351562,202.10000610351562,58,,,,,,,,,2023-05-31 09:12:00+02:00
11,202.1999969482422,202.1999969482422,202.1999969482422,202.1999969482422,202.1999969482422,6,,,,,,,,,2023-05-31 09:13:00+02:00
12,202.1999969482422,202.1999969482422,201.8000030517578,201.8000030517578,201.8000030517578,78,,,,,,,,,2023-05-31 09:14:00+02:00
13,201.89999389648438,201.89999389648438,201.89999389648438,201.89999389648438,201.89999389648438,6,,,,,,,,,2023-05-31 09:15:00+02:00
14,202.0,202.10000610351562,202.0,202.10000610351562,202.10000610351562,163,,,,,,,,,2023-05-31 09:16:00+02:00
15,201.89999389648438,201.89999389648438,201.89999389648438,201.89999389648438,201.89999389648438,108,,,,,,,,,2023-05-31 09:17:00+02:00
16,201.6999969482422,201.6999969482422,201.6999969482422,201.6999969482422,201.6999969482422,51,,,,,,,,,2023-05-31 09:19:00+02:00
17,201.60000610351562,201.60000610351562,201.3000030517578,201.3000030517578,201.3000030517578,284,,,,,,,,,2023-05-31 09:21:00+02:00
18,201.3000030517578,201.60000610351562,201.3000030517578,201.60000610351562,201.60000610351562,304,,,,,,,,,2023-05-31 09:22:00+02:00
19,201.5,201.5,201.39999389648438,201.39999389648438,201.39999389648438,14,,,,,,,,,2023-05-31 09:23:00+02:00
20,201.5,201.5,201.5,201.5,201.5,3,,,,,,,,,2023-05-31 09:24:00+02:00
21,201.60000610351562,201.6999969482422,201.60000610351562,201.6999969482422,201.6999969482422,5,,,,,,,,,2023-05-31 09:25:00+02:00
22,201.6999969482422,201.6999969482422,201.6999969482422,201.6999969482422,201.6999969482422,55,,,,,,,,,2023-05-31 09:27:00+02:00
23,201.8000030517578,201.8000030517578,201.8000030517578,201.8000030517578,201.8000030517578,151,,,,,,,,,2023-05-31 09:28:00+02:00
24,201.89999389648438,201.89999389648438,201.89999389648438,201.89999389648438,201.89999389648438,13,,,,,,,,,2023-05-31 09:29:00+02:00
25,202.0,202.0,202.0,202.0,202.0,2,,,,,,,,,2023-05-31 09:30:00+02:00
26,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,252,,,,,,,,,2023-05-31 09:32:00+02:00
27,202.1999969482422,202.1999969482422,202.10000610351562,202.10000610351562,202.10000610351562,543,,,,,,,,,2023-05-31 09:34:00+02:00
28,202.1999969482422,202.1999969482422,202.1999969482422,202.1999969482422,202.1999969482422,4,,,,,,,,,2023-05-31 09:36:00+02:00
29,202.1999969482422,202.1999969482422,202.1999969482422,202.1999969482422,202.1999969482422,1,,,,,,,,,2023-05-31 09:37:00+02:00
30,202.10000610351562,202.10000610351562,202.0,202.10000610351562,202.10000610351562,64,,,,,,,,,2023-05-31 09:38:00+02:00
31,202.1999969482422,202.1999969482422,202.1999969482422,202.1999969482422,202.1999969482422,40,,,,,,,,,2023-05-31 09:40:00+02:00
32,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,13,,,,,,,,,2023-05-31 09:41:00+02:00
33,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,120,,,,,,,,,2023-05-31 09:42:00+02:00
34,202.1999969482422,202.1999969482422,202.1999969482422,202.1999969482422,202.1999969482422,1,,,,,,,,,2023-05-31 09:43:00+02:00
35,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,15,,,,,,,,,2023-05-31 09:44:00+02:00
36,202.0,202.0,202.0,202.0,202.0,324,,,,,,,,,2023-05-31 09:45:00+02:00
37,202.0,202.0,202.0,202.0,202.0,108,,,,,,,,,2023-05-31 09:48:00+02:00
38,202.10000610351562,202.1999969482422,202.10000610351562,202.1999969482422,202.1999969482422,28,,,,,,,,,2023-05-31 09:49:00+02:00
39,202.0,202.0,202.0,202.0,202.0,3,,,,,,,,,2023-05-31 09:55:00+02:00
40,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,6,,,,,,,,,2023-05-31 09:56:00+02:00
41,202.1999969482422,202.1999969482422,202.10000610351562,202.10000610351562,202.10000610351562,505,,,,,,,,,2023-05-31 09:57:00+02:00
42,201.8000030517578,201.8000030517578,201.6999969482422,201.8000030517578,201.8000030517578,152,,,,,,,,,2023-05-31 10:00:00+02:00
43,201.8000030517578,201.8000030517578,201.6999969482422,201.6999969482422,201.6999969482422,92,,,,,,,,,2023-05-31 10:01:00+02:00
44,201.6999969482422,201.6999969482422,201.60000610351562,201.60000610351562,201.60000610351562,439,,,,,,,,,2023-05-31 10:04:00+02:00
45,201.60000610351562,201.60000610351562,201.5,201.60000610351562,201.60000610351562,572,,,,,,,,,2023-05-31 10:06:00+02:00
46,201.60000610351562,201.60000610351562,201.60000610351562,201.60000610351562,201.60000610351562,46,,,,,,,,,2023-05-31 10:07:00+02:00
47,201.60000610351562,201.60000610351562,201.60000610351562,201.60000610351562,201.60000610351562,6,,,,,,,,,2023-05-31 10:08:00+02:00
48,201.60000610351562,201.6999969482422,201.60000610351562,201.6999969482422,201.6999969482422,317,,,,,,,,,2023-05-31 10:10:00+02:00
