Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date.6,Date.7,Date.8,Date
0,408.6499938964844,408.6499938964844,405.0,406.7000122070313,406.7000122070313,0,2023-05-24 09:00:00+02:00,,,,,,,,
1,399.8999938964844,400.70001220703125,399.29998779296875,400.5,400.5,0,,,,,,,,,2023-05-31 09:00:00+02:00
2,400.54998779296875,400.6499938964844,398.3500061035156,398.3999938964844,398.3999938964844,854,,,,,,,,,2023-05-31 09:01:00+02:00
3,398.20001220703125,398.29998779296875,397.54998779296875,397.70001220703125,397.70001220703125,1193,,,,,,,,,2023-05-31 09:02:00+02:00
4,397.75,398.20001220703125,397.3500061035156,397.45001220703125,397.45001220703125,976,,,,,,,,,2023-05-31 09:03:00+02:00
5,397.45001220703125,398.8500061035156,397.29998779296875,398.5,398.5,1032,,,,,,,,,2023-05-31 09:04:00+02:00
6,398.6000061035156,398.8999938964844,398.25,398.75,398.75,583,,,,,,,,,2023-05-31 09:05:00+02:00
7,398.6000061035156,399.6000061035156,398.6000061035156,399.29998779296875,399.29998779296875,448,,,,,,,,,2023-05-31 09:06:00+02:00
8,399.45001220703125,400.29998779296875,399.45001220703125,400.1000061035156,400.1000061035156,269,,,,,,,,,2023-05-31 09:07:00+02:00
9,400.0,400.1499938964844,399.70001220703125,399.70001220703125,399.70001220703125,191,,,,,,,,,2023-05-31 09:08:00+02:00
10,399.8500061035156,399.8500061035156,399.70001220703125,399.79998779296875,399.79998779296875,136,,,,,,,,,2023-05-31 09:09:00+02:00
11,399.54998779296875,399.8500061035156,399.5,399.70001220703125,399.70001220703125,183,,,,,,,,,2023-05-31 09:10:00+02:00
12,399.8999938964844,400.25,399.8500061035156,400.04998779296875,400.04998779296875,501,,,,,,,,,2023-05-31 09:11:00+02:00
13,399.95001220703125,399.95001220703125,399.5,399.8500061035156,399.8500061035156,178,,,,,,,,,2023-05-31 09:12:00+02:00
14,399.79998779296875,399.79998779296875,399.6499938964844,399.6499938964844,399.6499938964844,18,,,,,,,,,2023-05-31 09:13:00+02:00
15,399.6000061035156,399.95001220703125,399.5,399.5,399.5,406,,,,,,,,,2023-05-31 09:14:00+02:00
16,399.70001220703125,399.8999938964844,399.45001220703125,399.54998779296875,399.54998779296875,416,,,,,,,,,2023-05-31 09:15:00+02:00
17,399.5,399.75,399.5,399.70001220703125,399.70001220703125,502,,,,,,,,,2023-05-31 09:16:00+02:00
18,399.6499938964844,399.8500061035156,399.6499938964844,399.75,399.75,105,,,,,,,,,2023-05-31 09:17:00+02:00
19,399.79998779296875,399.79998779296875,399.45001220703125,399.45001220703125,399.45001220703125,103,,,,,,,,,2023-05-31 09:18:00+02:00
20,399.45001220703125,399.54998779296875,399.29998779296875,399.5,399.5,263,,,,,,,,,2023-05-31 09:19:00+02:00
21,399.6000061035156,399.6000061035156,399.54998779296875,399.6000061035156,399.6000061035156,112,,,,,,,,,2023-05-31 09:20:00+02:00
22,399.75,399.95001220703125,399.75,399.75,399.75,334,,,,,,,,,2023-05-31 09:21:00+02:00
23,399.79998779296875,399.95001220703125,399.70001220703125,399.70001220703125,399.70001220703125,370,,,,,,,,,2023-05-31 09:22:00+02:00
24,399.6000061035156,399.6499938964844,399.29998779296875,399.45001220703125,399.45001220703125,312,,,,,,,,,2023-05-31 09:23:00+02:00
25,399.45001220703125,399.75,399.45001220703125,399.75,399.75,266,,,,,,,,,2023-05-31 09:24:00+02:00
26,399.75,400.0,399.75,400.0,400.0,114,,,,,,,,,2023-05-31 09:25:00+02:00
27,400.0,400.20001220703125,400.0,400.20001220703125,400.20001220703125,109,,,,,,,,,2023-05-31 09:26:00+02:00
28,400.1499938964844,400.1499938964844,399.8999938964844,400.1000061035156,400.1000061035156,164,,,,,,,,,2023-05-31 09:27:00+02:00
29,400.20001220703125,400.3500061035156,400.04998779296875,400.04998779296875,400.04998779296875,441,,,,,,,,,2023-05-31 09:28:00+02:00
30,400.04998779296875,400.04998779296875,399.6000061035156,400.0,400.0,519,,,,,,,,,2023-05-31 09:29:00+02:00
31,400.0,400.20001220703125,399.8999938964844,400.1000061035156,400.1000061035156,460,,,,,,,,,2023-05-31 09:30:00+02:00
32,399.6000061035156,399.70001220703125,399.3999938964844,399.5,399.5,288,,,,,,,,,2023-05-31 09:32:00+02:00
33,399.1499938964844,399.1499938964844,399.1499938964844,399.1499938964844,399.1499938964844,236,,,,,,,,,2023-05-31 09:34:00+02:00
34,399.1000061035156,399.1000061035156,399.1000061035156,399.1000061035156,399.1000061035156,12,,,,,,,,,2023-05-31 09:35:00+02:00
35,399.04998779296875,399.3999938964844,399.04998779296875,399.1499938964844,399.1499938964844,228,,,,,,,,,2023-05-31 09:36:00+02:00
36,399.1000061035156,399.54998779296875,399.1000061035156,399.54998779296875,399.54998779296875,1959,,,,,,,,,2023-05-31 09:37:00+02:00
37,399.6499938964844,399.6499938964844,399.29998779296875,399.29998779296875,399.29998779296875,101,,,,,,,,,2023-05-31 09:38:00+02:00
38,399.29998779296875,399.54998779296875,399.29998779296875,399.54998779296875,399.54998779296875,236,,,,,,,,,2023-05-31 09:39:00+02:00
39,399.54998779296875,399.8500061035156,399.54998779296875,399.79998779296875,399.79998779296875,62,,,,,,,,,2023-05-31 09:40:00+02:00
40,399.8500061035156,399.8500061035156,399.6499938964844,399.8500061035156,399.8500061035156,140,,,,,,,,,2023-05-31 09:41:00+02:00
41,399.8500061035156,399.8999938964844,399.70001220703125,399.8999938964844,399.8999938964844,451,,,,,,,,,2023-05-31 09:42:00+02:00
42,400.0,400.20001220703125,400.0,400.1499938964844,400.1499938964844,50,,,,,,,,,2023-05-31 09:43:00+02:00
43,400.1499938964844,400.1499938964844,399.79998779296875,399.79998779296875,399.79998779296875,215,,,,,,,,,2023-05-31 09:44:00+02:00
44,399.8999938964844,400.1000061035156,399.8999938964844,399.95001220703125,399.95001220703125,120,,,,,,,,,2023-05-31 09:45:00+02:00
45,400.1000061035156,400.1000061035156,399.95001220703125,399.95001220703125,399.95001220703125,272,,,,,,,,,2023-05-31 09:46:00+02:00
46,400.0,400.25,399.95001220703125,400.1499938964844,400.1499938964844,231,,,,,,,,,2023-05-31 09:47:00+02:00
47,400.29998779296875,400.6000061035156,400.25,400.6000061035156,400.6000061035156,574,,,,,,,,,2023-05-31 09:48:00+02:00
48,400.45001220703125,400.6499938964844,400.45001220703125,400.54998779296875,400.54998779296875,217,,,,,,,,,2023-05-31 09:49:00+02:00
49,400.70001220703125,400.79998779296875,400.5,400.5,400.5,443,,,,,,,,,2023-05-31 09:50:00+02:00
50,400.5,400.54998779296875,400.45001220703125,400.54998779296875,400.54998779296875,77,,,,,,,,,2023-05-31 09:51:00+02:00
51,400.75,400.75,400.6499938964844,400.6499938964844,400.6499938964844,33,,,,,,,,,2023-05-31 09:52:00+02:00
52,400.79998779296875,400.79998779296875,400.70001220703125,400.79998779296875,400.79998779296875,12,,,,,,,,,2023-05-31 09:53:00+02:00
53,400.5,400.75,400.45001220703125,400.75,400.75,178,,,,,,,,,2023-05-31 09:54:00+02:00
