Open,High,Low,Close,Adj Close,Volume
60.619998931884766,60.619998931884766,60.459999084472656,60.47999954223633,60.47999954223633,53060
60.52000045776367,60.599998474121094,60.41999816894531,60.46500015258789,60.46500015258789,19948
60.46500015258789,60.470001220703125,60.30009841918945,60.459999084472656,60.459999084472656,5015
60.380001068115234,60.45000076293945,60.34000015258789,60.400001525878906,60.400001525878906,4444
60.375,60.375,60.060001373291016,60.13999938964844,60.13999938964844,16641
60.14099884033203,60.244998931884766,60.09000015258789,60.244998931884766,60.244998931884766,8289
60.2599983215332,60.33000183105469,60.20000076293945,60.33000183105469,60.33000183105469,3593
60.310001373291016,60.400001525878906,60.290000915527344,60.310001373291016,60.310001373291016,15308
60.310001373291016,60.380001068115234,60.279998779296875,60.369998931884766,60.369998931884766,3771
60.380001068115234,60.470001220703125,60.33000183105469,60.38999938964844,60.38999938964844,4584
60.34000015258789,60.42499923706055,60.31999969482422,60.42499923706055,60.42499923706055,3739
60.41999816894531,60.4900016784668,60.390098571777344,60.439998626708984,60.439998626708984,3373
60.43000030517578,60.5,60.3650016784668,60.3650016784668,60.3650016784668,16118
60.380001068115234,60.380001068115234,60.349998474121094,60.36000061035156,60.36000061035156,10051
60.369998931884766,60.439998626708984,60.33000183105469,60.439998626708984,60.439998626708984,12940
60.45000076293945,60.470001220703125,60.380001068115234,60.38999938964844,60.38999938964844,3137
60.33000183105469,60.33000183105469,60.27000045776367,60.30500030517578,60.30500030517578,10768
60.27009963989258,60.29999923706055,60.209999084472656,60.21009826660156,60.21009826660156,4273
60.20000076293945,60.20000076293945,60.150001525878906,60.150001525878906,60.150001525878906,1868
60.16999816894531,60.18000030517578,60.09000015258789,60.17499923706055,60.17499923706055,21559
60.18000030517578,60.20000076293945,60.130001068115234,60.15999984741211,60.15999984741211,12451
60.18000030517578,60.20000076293945,60.11989974975586,60.119998931884766,60.119998931884766,11398
60.130001068115234,60.154998779296875,60.060001373291016,60.119998931884766,60.119998931884766,8138
60.11000061035156,60.119998931884766,59.959999084472656,60.0,60.0,14488
59.970001220703125,60.060001373291016,59.970001220703125,60.02000045776367,60.02000045776367,9463
60.02000045776367,60.095001220703125,60.0,60.095001220703125,60.095001220703125,9589
60.08000183105469,60.08000183105469,60.0,60.0,60.0,7211
60.0,60.025001525878906,60.0,60.02000045776367,60.02000045776367,3013
60.02000045776367,60.040000915527344,59.994998931884766,60.040000915527344,60.040000915527344,6696
60.040000915527344,60.040000915527344,59.97999954223633,59.994998931884766,59.994998931884766,6942
60.0,60.040000915527344,59.99909973144531,59.99909973144531,59.99909973144531,7286
60.01499938964844,60.04999923706055,60.0099983215332,60.040000915527344,60.040000915527344,3888
60.02000045776367,60.08000183105469,60.02000045776367,60.07500076293945,60.07500076293945,5750
60.060001373291016,60.060001373291016,59.9900016784668,59.9900016784668,59.9900016784668,7147
59.97999954223633,60.060001373291016,59.97999954223633,60.0099983215332,60.0099983215332,6994
60.040000915527344,60.060001373291016,60.0,60.0,60.0,8717
60.0,60.0,59.869998931884766,59.869998931884766,59.869998931884766,7534
59.85929870605469,59.880001068115234,59.81999969482422,59.83000183105469,59.83000183105469,20632
59.849998474121094,59.849998474121094,59.720001220703125,59.744998931884766,59.744998931884766,14246
59.7400016784668,59.79999923706055,59.689998626708984,59.689998626708984,59.689998626708984,8477
59.72999954223633,59.72999954223633,59.70000076293945,59.71179962158203,59.71179962158203,2953
59.70000076293945,59.70000076293945,59.650001525878906,59.68899917602539,59.68899917602539,12003
59.67499923706055,59.720001220703125,59.67499923706055,59.68000030517578,59.68000030517578,5814
59.65999984741211,59.724998474121094,59.650001525878906,59.724998474121094,59.724998474121094,3462
59.71500015258789,59.77349853515625,59.68009948730469,59.689998626708984,59.689998626708984,12090
59.689998626708984,59.72999954223633,59.630001068115234,59.66360092163086,59.66360092163086,9824
59.66999816894531,59.779998779296875,59.64860153198242,59.779998779296875,59.779998779296875,10657
59.790000915527344,59.810001373291016,59.75,59.76499938964844,59.76499938964844,8849
59.75,59.77640151977539,59.72999954223633,59.74919891357422,59.74919891357422,11354
59.709999084472656,59.7400016784668,59.689998626708984,59.7400016784668,59.7400016784668,12435
59.7599983215332,59.7599983215332,59.70000076293945,59.720001220703125,59.720001220703125,5711
59.70000076293945,59.724998474121094,59.63999938964844,59.724998474121094,59.724998474121094,11638
59.724998474121094,59.73939895629883,59.66999816894531,59.70000076293945,59.70000076293945,2068
59.709999084472656,59.76499938964844,59.70000076293945,59.76499938964844,59.76499938964844,3528
59.750099182128906,59.7599983215332,59.72999954223633,59.75,59.75,3557
59.75,59.77000045776367,59.735599517822266,59.7578010559082,59.7578010559082,4396
59.75,59.77000045776367,59.67499923706055,59.70000076293945,59.70000076293945,11685
59.689998626708984,59.70000076293945,59.67499923706055,59.67499923706055,59.67499923706055,4534
59.660099029541016,59.77000045776367,59.660099029541016,59.75,59.75,3604
59.7599983215332,59.7599983215332,59.67499923706055,59.67499923706055,59.67499923706055,2283
59.685001373291016,59.689998626708984,59.630001068115234,59.630001068115234,59.630001068115234,6038
59.619998931884766,59.689998626708984,59.61000061035156,59.68000030517578,59.68000030517578,6885
59.685001373291016,59.69499969482422,59.665000915527344,59.69499969482422,59.69499969482422,2425
59.68159866333008,59.77000045776367,59.68159866333008,59.72999954223633,59.72999954223633,3523
59.709999084472656,59.79499816894531,59.689998626708984,59.79169845581055,59.79169845581055,4272
59.81999969482422,59.83000183105469,59.779998779296875,59.779998779296875,59.779998779296875,25698
59.77000045776367,59.83000183105469,59.75,59.83000183105469,59.83000183105469,5355
