Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date
0,114.11000061035156,114.31999969482422,114.02999877929688,114.0749969482422,114.0749969482422,17418,2023-05-24 09:30:00-04:00,,,
1,114.11000061035156,114.31999969482422,114.02999877929688,114.07499694824219,114.07499694824219,17418,,,,2023-05-24 09:30:00-04:00
2,114.0199966430664,114.07499694824219,114.0,114.01000213623047,114.01000213623047,7855,,,,2023-05-24 09:31:00-04:00
3,114.0,114.12999725341797,113.58000183105469,113.58000183105469,113.58000183105469,149404,,,,2023-05-24 09:32:00-04:00
4,113.6500015258789,113.7300033569336,113.2699966430664,113.31999969482422,113.31999969482422,19185,,,,2023-05-24 09:33:00-04:00
5,113.23999786376953,113.36000061035156,112.80000305175781,112.86000061035156,112.86000061035156,32503,,,,2023-05-24 09:34:00-04:00
6,112.81999969482422,112.8396987915039,112.55000305175781,112.70999908447266,112.70999908447266,37721,,,,2023-05-24 09:35:00-04:00
7,112.72000122070312,112.72000122070312,112.55000305175781,112.6449966430664,112.6449966430664,14180,,,,2023-05-24 09:36:00-04:00
8,112.66999816894531,112.81999969482422,112.66000366210938,112.69999694824219,112.69999694824219,6312,,,,2023-05-24 09:37:00-04:00
9,112.69999694824219,112.87999725341797,112.68000030517578,112.87999725341797,112.87999725341797,9532,,,,2023-05-24 09:38:00-04:00
10,112.86000061035156,112.91999816894531,112.69000244140625,112.91999816894531,112.91999816894531,9850,,,,2023-05-24 09:39:00-04:00
11,112.9469985961914,113.08000183105469,112.9000015258789,113.06999969482422,113.06999969482422,11292,,,,2023-05-24 09:40:00-04:00
12,113.11000061035156,113.23619842529297,113.0999984741211,113.14189910888672,113.14189910888672,8157,,,,2023-05-24 09:41:00-04:00
13,113.14080047607422,113.14080047607422,112.91000366210938,112.99169921875,112.99169921875,7156,,,,2023-05-24 09:42:00-04:00
14,113.0,113.0,112.77999877929688,112.86000061035156,112.86000061035156,7343,,,,2023-05-24 09:43:00-04:00
15,112.9000015258789,113.12999725341797,112.9000015258789,113.08999633789062,113.08999633789062,4261,,,,2023-05-24 09:44:00-04:00
16,113.11499786376953,113.43499755859375,113.05999755859375,113.43499755859375,113.43499755859375,13835,,,,2023-05-24 09:45:00-04:00
17,113.41000366210938,113.62000274658203,113.3499984741211,113.62000274658203,113.62000274658203,11119,,,,2023-05-24 09:46:00-04:00
18,113.63999938964844,113.75,113.59420013427734,113.69999694824219,113.69999694824219,43438,,,,2023-05-24 09:47:00-04:00
19,113.66000366210938,113.75,113.4800033569336,113.4800033569336,113.4800033569336,36543,,,,2023-05-24 09:48:00-04:00
20,113.4800033569336,113.5,113.19000244140625,113.27999877929688,113.27999877929688,33945,,,,2023-05-24 09:49:00-04:00
21,113.28500366210938,113.47000122070312,113.28500366210938,113.37000274658203,113.37000274658203,10393,,,,2023-05-24 09:50:00-04:00
22,113.41999816894531,113.48999786376953,113.3499984741211,113.41899871826172,113.41899871826172,12974,,,,2023-05-24 09:51:00-04:00
23,113.41999816894531,113.55999755859375,113.41999816894531,113.5199966430664,113.5199966430664,6172,,,,2023-05-24 09:52:00-04:00
24,113.52999877929688,113.69999694824219,113.52999877929688,113.67500305175781,113.67500305175781,13698,,,,2023-05-24 09:53:00-04:00
25,113.70999908447266,113.70999908447266,113.51000213623047,113.56500244140625,113.56500244140625,9747,,,,2023-05-24 09:54:00-04:00
26,113.52999877929688,113.52999877929688,113.44000244140625,113.48999786376953,113.48999786376953,5547,,,,2023-05-24 09:55:00-04:00
27,113.4000015258789,113.44000244140625,113.19000244140625,113.20999908447266,113.20999908447266,16612,,,,2023-05-24 09:56:00-04:00
28,113.19999694824219,113.26000213623047,113.12000274658203,113.1500015258789,113.1500015258789,19951,,,,2023-05-24 09:57:00-04:00
29,113.1500015258789,113.30999755859375,113.1500015258789,113.2300033569336,113.2300033569336,9130,,,,2023-05-24 09:58:00-04:00
30,113.23500061035156,113.23500061035156,113.02999877929688,113.06999969482422,113.06999969482422,24470,,,,2023-05-24 09:59:00-04:00
31,113.05999755859375,113.11000061035156,113.0,113.09500122070312,113.09500122070312,21303,,,,2023-05-24 10:00:00-04:00
32,113.11000061035156,113.12999725341797,113.0199966430664,113.06999969482422,113.06999969482422,11000,,,,2023-05-24 10:01:00-04:00
33,113.06999969482422,113.20999908447266,113.0199966430664,113.18000030517578,113.18000030517578,9869,,,,2023-05-24 10:02:00-04:00
34,113.13999938964844,113.29000091552734,113.13999938964844,113.21009826660156,113.21009826660156,17579,,,,2023-05-24 10:03:00-04:00
35,113.23999786376953,113.23999786376953,113.1500015258789,113.22000122070312,113.22000122070312,9603,,,,2023-05-24 10:04:00-04:00
36,113.23500061035156,113.4000015258789,113.19000244140625,113.36000061035156,113.36000061035156,8610,,,,2023-05-24 10:05:00-04:00
37,113.37349700927734,113.37349700927734,113.29000091552734,113.30000305175781,113.30000305175781,6913,,,,2023-05-24 10:06:00-04:00
38,113.29499816894531,113.44999694824219,113.27999877929688,113.44000244140625,113.44000244140625,28897,,,,2023-05-24 10:07:00-04:00
39,113.41000366210938,113.47000122070312,113.37000274658203,113.4572982788086,113.4572982788086,4810,,,,2023-05-24 10:08:00-04:00
40,113.44000244140625,113.62000274658203,113.41999816894531,113.58000183105469,113.58000183105469,5264,,,,2023-05-24 10:09:00-04:00
41,113.55999755859375,113.6500015258789,113.54000091552734,113.56999969482422,113.56999969482422,6571,,,,2023-05-24 10:10:00-04:00
42,113.55000305175781,113.55999755859375,113.41000366210938,113.44000244140625,113.44000244140625,11421,,,,2023-05-24 10:11:00-04:00
43,113.41999816894531,113.47000122070312,113.41000366210938,113.43000030517578,113.43000030517578,3312,,,,2023-05-24 10:12:00-04:00
44,113.43000030517578,113.58000183105469,113.43000030517578,113.52999877929688,113.52999877929688,5152,,,,2023-05-24 10:13:00-04:00
45,113.51000213623047,113.70500183105469,113.51000213623047,113.70500183105469,113.70500183105469,9222,,,,2023-05-24 10:14:00-04:00
46,113.68000030517578,113.68000030517578,113.54000091552734,113.5999984741211,113.5999984741211,14548,,,,2023-05-24 10:15:00-04:00
47,113.5999984741211,113.62999725341797,113.56999969482422,113.62999725341797,113.62999725341797,4504,,,,2023-05-24 10:16:00-04:00
48,113.62999725341797,113.66670227050781,113.5,113.54000091552734,113.54000091552734,7913,,,,2023-05-24 10:17:00-04:00
49,113.54000091552734,113.61000061035156,113.51000213623047,113.58000183105469,113.58000183105469,8288,,,,2023-05-24 10:18:00-04:00
50,113.61000061035156,113.62000274658203,113.52010345458984,113.55500030517578,113.55500030517578,5580,,,,2023-05-24 10:19:00-04:00
51,113.52999877929688,113.52999877929688,113.45999908447266,113.47000122070312,113.47000122070312,7998,,,,2023-05-24 10:20:00-04:00
52,113.4800033569336,113.54499816894531,113.47000122070312,113.47000122070312,113.47000122070312,9503,,,,2023-05-24 10:21:00-04:00
53,113.51000213623047,113.56220245361328,113.49500274658203,113.49500274658203,113.49500274658203,16602,,,,2023-05-24 10:22:00-04:00
54,113.51000213623047,113.52999877929688,113.47450256347656,113.51000213623047,113.51000213623047,6367,,,,2023-05-24 10:23:00-04:00
55,113.58000183105469,113.58000183105469,113.5,113.5199966430664,113.5199966430664,4058,,,,2023-05-24 10:24:00-04:00
56,113.55000305175781,113.62000274658203,113.55000305175781,113.5999984741211,113.5999984741211,8182,,,,2023-05-24 10:25:00-04:00
57,113.65499877929688,113.69999694824219,113.6500015258789,113.68000030517578,113.68000030517578,4816,,,,2023-05-24 10:26:00-04:00
58,113.66999816894531,113.80999755859375,113.6500015258789,113.80999755859375,113.80999755859375,17193,,,,2023-05-24 10:27:00-04:00
59,113.80999755859375,113.81999969482422,113.73919677734375,113.76390075683594,113.76390075683594,7059,,,,2023-05-24 10:28:00-04:00
60,113.7699966430664,113.875,113.7699966430664,113.87000274658203,113.87000274658203,7355,,,,2023-05-24 10:29:00-04:00
61,113.87000274658203,113.88999938964844,113.81999969482422,113.8550033569336,113.8550033569336,12172,,,,2023-05-24 10:30:00-04:00
62,113.86000061035156,113.88999938964844,113.80999755859375,113.80999755859375,113.80999755859375,14653,,,,2023-05-24 10:31:00-04:00
63,113.79000091552734,113.83999633789062,113.76000213623047,113.79000091552734,113.79000091552734,10376,,,,2023-05-24 10:32:00-04:00
64,113.79000091552734,113.80999755859375,113.72000122070312,113.80960083007812,113.80960083007812,13525,,,,2023-05-24 10:33:00-04:00
65,113.80999755859375,113.8499984741211,113.72000122070312,113.76000213623047,113.76000213623047,6927,,,,2023-05-24 10:34:00-04:00
66,113.73999786376953,113.73999786376953,113.54000091552734,113.55000305175781,113.55000305175781,14808,,,,2023-05-24 10:35:00-04:00
67,113.55999755859375,113.6449966430664,113.55999755859375,113.56999969482422,113.56999969482422,7552,,,,2023-05-24 10:36:00-04:00
68,113.55999755859375,113.58999633789062,113.55999755859375,113.56999969482422,113.56999969482422,5107,,,,2023-05-24 10:37:00-04:00
69,113.55999755859375,113.55999755859375,113.41999816894531,113.43000030517578,113.43000030517578,6006,,,,2023-05-24 10:38:00-04:00
70,113.4000015258789,113.4800033569336,113.4000015258789,113.4800033569336,113.4800033569336,5448,,,,2023-05-24 10:39:00-04:00
71,113.44999694824219,113.46430206298828,113.33999633789062,113.3499984741211,113.3499984741211,15644,,,,2023-05-24 10:40:00-04:00
72,113.37000274658203,113.42400360107422,113.36000061035156,113.41500091552734,113.41500091552734,9184,,,,2023-05-24 10:41:00-04:00
73,113.41500091552734,113.57499694824219,113.41500091552734,113.56500244140625,113.56500244140625,7211,,,,2023-05-24 10:42:00-04:00
74,113.55000305175781,113.55000305175781,113.3949966430664,113.3949966430664,113.3949966430664,15656,,,,2023-05-24 10:43:00-04:00
75,113.41000366210938,113.52010345458984,113.41000366210938,113.44999694824219,113.44999694824219,5464,,,,2023-05-24 10:44:00-04:00
76,113.44999694824219,113.58499908447266,113.44999694824219,113.58499908447266,113.58499908447266,5580,,,,2023-05-24 10:45:00-04:00
77,113.56999969482422,113.5896987915039,113.56500244140625,113.5780029296875,113.5780029296875,4783,,,,2023-05-24 10:46:00-04:00
78,113.57499694824219,113.63500213623047,113.54000091552734,113.62999725341797,113.62999725341797,12130,,,,2023-05-24 10:47:00-04:00
79,113.62000274658203,113.6500015258789,113.54000091552734,113.54229736328125,113.54229736328125,10855,,,,2023-05-24 10:48:00-04:00
80,113.56990051269531,113.56990051269531,113.44999694824219,113.52999877929688,113.52999877929688,5280,,,,2023-05-24 10:49:00-04:00
81,113.5250015258789,113.56999969482422,113.45999908447266,113.48999786376953,113.48999786376953,4767,,,,2023-05-24 10:50:00-04:00
82,113.4800033569336,113.55000305175781,113.45500183105469,113.5199966430664,113.5199966430664,8300,,,,2023-05-24 10:51:00-04:00
83,113.5199966430664,113.53500366210938,113.5,113.51000213623047,113.51000213623047,1875,,,,2023-05-24 10:52:00-04:00
84,113.44000244140625,113.44000244140625,113.44000244140625,113.44000244140625,113.44000244140625,24169,,,,2023-05-24 10:54:00-04:00
85,113.43000030517578,113.4800033569336,113.41999816894531,113.41999816894531,113.41999816894531,10691,,,,2023-05-24 10:55:00-04:00
86,113.4000015258789,113.41999816894531,113.3499984741211,113.3550033569336,113.3550033569336,3844,,,,2023-05-24 10:56:00-04:00
87,113.33999633789062,113.33999633789062,113.29000091552734,113.30000305175781,113.30000305175781,3368,,,,2023-05-24 10:57:00-04:00
88,113.33499908447266,113.4198989868164,113.33499908447266,113.37999725341797,113.37999725341797,7740,,,,2023-05-24 10:58:00-04:00
89,113.37000274658203,113.41500091552734,113.33999633789062,113.38999938964844,113.38999938964844,4548,,,,2023-05-24 10:59:00-04:00
90,113.38500213623047,113.41000366210938,113.36540222167969,113.41000366210938,113.41000366210938,4855,,,,2023-05-24 11:00:00-04:00
91,113.42990112304688,113.45999908447266,113.4000015258789,113.41999816894531,113.41999816894531,5614,,,,2023-05-24 11:01:00-04:00
92,113.44000244140625,113.44000244140625,113.38009643554688,113.41000366210938,113.41000366210938,4989,,,,2023-05-24 11:02:00-04:00
93,113.41999816894531,113.54000091552734,113.40499877929688,113.54000091552734,113.54000091552734,3922,,,,2023-05-24 11:03:00-04:00
94,113.57499694824219,113.61820220947266,113.56999969482422,113.61820220947266,113.61820220947266,2661,,,,2023-05-24 11:04:00-04:00
95,113.58999633789062,113.63999938964844,113.58999633789062,113.61799621582031,113.61799621582031,4479,,,,2023-05-24 11:05:00-04:00
96,113.62999725341797,113.66000366210938,113.62999725341797,113.62999725341797,113.62999725341797,5602,,,,2023-05-24 11:06:00-04:00
97,113.62000274658203,113.71499633789062,113.62000274658203,113.71499633789062,113.71499633789062,4040,,,,2023-05-24 11:07:00-04:00
98,113.72000122070312,113.7300033569336,113.66999816894531,113.66999816894531,113.66999816894531,9123,,,,2023-05-24 11:08:00-04:00
99,113.66999816894531,113.66999816894531,113.61000061035156,113.66000366210938,113.66000366210938,6276,,,,2023-05-24 11:09:00-04:00
100,113.66999816894531,113.66999816894531,113.58499908447266,113.61000061035156,113.61000061035156,6051,,,,2023-05-24 11:10:00-04:00
101,113.60099792480469,113.66000366210938,113.58999633789062,113.61000061035156,113.61000061035156,5233,,,,2023-05-24 11:11:00-04:00
102,113.63999938964844,113.63999938964844,113.58999633789062,113.58999633789062,113.58999633789062,2517,,,,2023-05-24 11:12:00-04:00
103,113.61000061035156,113.61000061035156,113.51000213623047,113.52999877929688,113.52999877929688,15667,,,,2023-05-24 11:13:00-04:00
104,113.55000305175781,113.58000183105469,113.55000305175781,113.58000183105469,113.58000183105469,1938,,,,2023-05-24 11:14:00-04:00
105,113.58000183105469,113.6050033569336,113.55999755859375,113.58000183105469,113.58000183105469,4626,,,,2023-05-24 11:15:00-04:00
106,113.56999969482422,113.66500091552734,113.52999877929688,113.66500091552734,113.66500091552734,21382,,,,2023-05-24 11:16:00-04:00
107,113.66000366210938,113.66500091552734,113.64720153808594,113.64839935302734,113.64839935302734,4258,,,,2023-05-24 11:17:00-04:00
108,113.66000366210938,113.69999694824219,113.66000366210938,113.69999694824219,113.69999694824219,2540,,,,2023-05-24 11:18:00-04:00
109,113.69499969482422,113.69499969482422,113.5999984741211,113.66000366210938,113.66000366210938,8994,,,,2023-05-24 11:19:00-04:00
110,113.65339660644531,113.66000366210938,113.62000274658203,113.66000366210938,113.66000366210938,4617,,,,2023-05-24 11:20:00-04:00
111,113.63999938964844,113.63999938964844,113.58999633789062,113.58999633789062,113.58999633789062,7752,,,,2023-05-24 11:21:00-04:00
112,113.59500122070312,113.62000274658203,113.56999969482422,113.61000061035156,113.61000061035156,4748,,,,2023-05-24 11:22:00-04:00
113,113.61000061035156,113.75,113.61000061035156,113.75,113.75,11268,,,,2023-05-24 11:23:00-04:00
114,113.7300033569336,113.7300033569336,113.66000366210938,113.68289947509766,113.68289947509766,7509,,,,2023-05-24 11:24:00-04:00
115,113.70999908447266,113.80000305175781,113.66500091552734,113.77999877929688,113.77999877929688,8476,,,,2023-05-24 11:25:00-04:00
116,113.79000091552734,113.80999755859375,113.75,113.77999877929688,113.77999877929688,10189,,,,2023-05-24 11:26:00-04:00
117,113.77999877929688,113.83999633789062,113.7699966430664,113.80500030517578,113.80500030517578,9112,,,,2023-05-24 11:27:00-04:00
118,113.77999877929688,113.83999633789062,113.72000122070312,113.76499938964844,113.76499938964844,12597,,,,2023-05-24 11:28:00-04:00
119,113.75,113.76000213623047,113.69000244140625,113.76000213623047,113.76000213623047,9489,,,,2023-05-24 11:29:00-04:00
120,113.75499725341797,113.77999877929688,113.73999786376953,113.75,113.75,9864,,,,2023-05-24 11:30:00-04:00
121,113.77290344238281,113.77290344238281,113.61000061035156,113.63999938964844,113.63999938964844,21886,,,,2023-05-24 11:31:00-04:00
122,113.6500015258789,113.6500015258789,113.58999633789062,113.63999938964844,113.63999938964844,3011,,,,2023-05-24 11:32:00-04:00
123,113.62000274658203,113.69000244140625,113.5999984741211,113.62000274658203,113.62000274658203,10692,,,,2023-05-24 11:33:00-04:00
124,113.62000274658203,113.6500015258789,113.54000091552734,113.55999755859375,113.55999755859375,6907,,,,2023-05-24 11:34:00-04:00
125,113.55999755859375,113.62000274658203,113.54000091552734,113.59500122070312,113.59500122070312,5818,,,,2023-05-24 11:35:00-04:00
126,113.5999984741211,113.69000244140625,113.5999984741211,113.68499755859375,113.68499755859375,6805,,,,2023-05-24 11:36:00-04:00
127,113.66999816894531,113.66999816894531,113.63999938964844,113.6500015258789,113.6500015258789,4077,,,,2023-05-24 11:37:00-04:00
128,113.68000030517578,113.72000122070312,113.66999816894531,113.71980285644531,113.71980285644531,3462,,,,2023-05-24 11:38:00-04:00
129,113.7249984741211,113.75,113.72000122070312,113.72000122070312,113.72000122070312,6307,,,,2023-05-24 11:39:00-04:00
130,113.73500061035156,113.73500061035156,113.69000244140625,113.69409942626953,113.69409942626953,4628,,,,2023-05-24 11:40:00-04:00
131,113.68000030517578,113.70179748535156,113.6449966430664,113.66500091552734,113.66500091552734,5744,,,,2023-05-24 11:41:00-04:00
