Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date
0,174.6999969482422,174.6999969482422,174.6999969482422,174.6999969482422,174.6999969482422,0,2023-05-24 09:30:00-04:00,,,
1,174.6999969482422,174.6999969482422,174.6999969482422,174.6999969482422,174.6999969482422,0,,,,2023-05-24 09:30:00-04:00
2,174.48500061035156,174.48500061035156,174.48500061035156,174.48500061035156,174.48500061035156,169,,,,2023-05-24 09:32:00-04:00
3,174.375,174.375,174.3699951171875,174.3699951171875,174.3699951171875,1137,,,,2023-05-24 09:33:00-04:00
4,174.3800048828125,174.3800048828125,174.3800048828125,174.3800048828125,174.3800048828125,565,,,,2023-05-24 09:34:00-04:00
5,174.38499450683594,174.38499450683594,174.3249969482422,174.3350067138672,174.3350067138672,518,,,,2023-05-24 09:35:00-04:00
6,174.1199951171875,174.25,173.74000549316406,174.25,174.25,1495,,,,2023-05-24 09:37:00-04:00
7,174.0449981689453,174.0449981689453,174.0449981689453,174.0449981689453,174.0449981689453,375,,,,2023-05-24 09:38:00-04:00
8,174.22000122070312,174.22000122070312,173.77499389648438,173.77499389648438,173.77499389648438,899,,,,2023-05-24 09:40:00-04:00
9,173.80499267578125,173.80499267578125,173.80499267578125,173.80499267578125,173.80499267578125,1123,,,,2023-05-24 09:46:00-04:00
10,173.94000244140625,173.9499969482422,173.82000732421875,173.82000732421875,173.82000732421875,1331,,,,2023-05-24 09:48:00-04:00
11,173.7899932861328,173.7899932861328,173.7899932861328,173.7899932861328,173.7899932861328,126,,,,2023-05-24 09:52:00-04:00
12,173.50999450683594,173.50999450683594,173.39999389648438,173.39999389648438,173.39999389648438,1533,,,,2023-05-24 09:53:00-04:00
13,173.39999389648438,173.39999389648438,173.39999389648438,173.39999389648438,173.39999389648438,553,,,,2023-05-24 09:54:00-04:00
14,173.18699645996094,173.30999755859375,173.18699645996094,173.30999755859375,173.30999755859375,1614,,,,2023-05-24 09:55:00-04:00
15,173.24000549316406,173.39500427246094,173.1999969482422,173.38999938964844,173.38999938964844,1652,,,,2023-05-24 09:56:00-04:00
16,173.41000366210938,173.41000366210938,173.41000366210938,173.41000366210938,173.41000366210938,515,,,,2023-05-24 09:57:00-04:00
17,173.27000427246094,173.2899932861328,173.27000427246094,173.2899932861328,173.2899932861328,386,,,,2023-05-24 09:58:00-04:00
18,173.33999633789062,173.3699951171875,173.33999633789062,173.3699951171875,173.3699951171875,260,,,,2023-05-24 09:59:00-04:00
19,173.22999572753906,173.38999938964844,173.22999572753906,173.38999938964844,173.38999938964844,858,,,,2023-05-24 10:00:00-04:00
20,173.63999938964844,173.63999938964844,173.63999938964844,173.63999938964844,173.63999938964844,238,,,,2023-05-24 10:01:00-04:00
21,173.82000732421875,173.82000732421875,173.82000732421875,173.82000732421875,173.82000732421875,514,,,,2023-05-24 10:03:00-04:00
22,173.6300048828125,173.6300048828125,173.6300048828125,173.6300048828125,173.6300048828125,409,,,,2023-05-24 10:04:00-04:00
23,173.35000610351562,173.5,173.33999633789062,173.36500549316406,173.36500549316406,877,,,,2023-05-24 10:05:00-04:00
24,173.3699951171875,173.52000427246094,173.3699951171875,173.52000427246094,173.52000427246094,916,,,,2023-05-24 10:06:00-04:00
25,173.50999450683594,173.52000427246094,173.50999450683594,173.52000427246094,173.52000427246094,607,,,,2023-05-24 10:07:00-04:00
26,173.60000610351562,173.74000549316406,173.60000610351562,173.74000549316406,173.74000549316406,1761,,,,2023-05-24 10:08:00-04:00
27,173.7899932861328,173.7899932861328,173.7899932861328,173.7899932861328,173.7899932861328,275,,,,2023-05-24 10:10:00-04:00
28,173.8800048828125,173.92999267578125,173.8699951171875,173.92999267578125,173.92999267578125,757,,,,2023-05-24 10:11:00-04:00
