Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date
0,40.02000045776367,40.02000045776367,39.84999847412109,39.88999938964844,39.88999938964844,0,2023-05-24 09:30:00-04:00,,,,
1,39.75,39.78499984741211,39.654998779296875,39.654998779296875,39.654998779296875,0,,,,,2023-05-25 09:30:00-04:00
2,39.665000915527344,39.665000915527344,39.61000061035156,39.61000061035156,39.61000061035156,2447,,,,,2023-05-25 09:31:00-04:00
3,39.61000061035156,39.630001068115234,39.56999969482422,39.630001068115234,39.630001068115234,1778,,,,,2023-05-25 09:32:00-04:00
4,39.63999938964844,39.63999938964844,39.63999938964844,39.63999938964844,39.63999938964844,955,,,,,2023-05-25 09:33:00-04:00
5,39.654998779296875,39.654998779296875,39.619998931884766,39.619998931884766,39.619998931884766,901,,,,,2023-05-25 09:34:00-04:00
6,39.6150016784668,39.6150016784668,39.599998474121094,39.599998474121094,39.599998474121094,1025,,,,,2023-05-25 09:35:00-04:00
7,39.53499984741211,39.53499984741211,39.45000076293945,39.45000076293945,39.45000076293945,2164,,,,,2023-05-25 09:36:00-04:00
8,39.42499923706055,39.42499923706055,39.38999938964844,39.39500045776367,39.39500045776367,1993,,,,,2023-05-25 09:37:00-04:00
9,39.40999984741211,39.435001373291016,39.40999984741211,39.43000030517578,39.43000030517578,1478,,,,,2023-05-25 09:38:00-04:00
10,39.439998626708984,39.47999954223633,39.439998626708984,39.47999954223633,39.47999954223633,1043,,,,,2023-05-25 09:39:00-04:00
11,39.47999954223633,39.5099983215332,39.47999954223633,39.505001068115234,39.505001068115234,2785,,,,,2023-05-25 09:40:00-04:00
12,39.4900016784668,39.5,39.470001220703125,39.5,39.5,2786,,,,,2023-05-25 09:41:00-04:00
13,39.52000045776367,39.599998474121094,39.52000045776367,39.57500076293945,39.57500076293945,3385,,,,,2023-05-25 09:42:00-04:00
14,39.58000183105469,39.584999084472656,39.56999969482422,39.584999084472656,39.584999084472656,1419,,,,,2023-05-25 09:43:00-04:00
15,39.56999969482422,39.56999969482422,39.52000045776367,39.540000915527344,39.540000915527344,2092,,,,,2023-05-25 09:44:00-04:00
16,39.525001525878906,39.56999969482422,39.525001525878906,39.560001373291016,39.560001373291016,2484,,,,,2023-05-25 09:45:00-04:00
17,39.54999923706055,39.54999923706055,39.52000045776367,39.52000045776367,39.52000045776367,2417,,,,,2023-05-25 09:46:00-04:00
18,39.52000045776367,39.59000015258789,39.52000045776367,39.59000015258789,39.59000015258789,1748,,,,,2023-05-25 09:47:00-04:00
19,39.61000061035156,39.61000061035156,39.59000015258789,39.599998474121094,39.599998474121094,2236,,,,,2023-05-25 09:48:00-04:00
20,39.619998931884766,39.619998931884766,39.529998779296875,39.54999923706055,39.54999923706055,4415,,,,,2023-05-25 09:49:00-04:00
21,39.54999923706055,39.54999923706055,39.540000915527344,39.540000915527344,39.540000915527344,658,,,,,2023-05-25 09:50:00-04:00
22,39.540000915527344,39.54999923706055,39.52000045776367,39.529998779296875,39.529998779296875,2472,,,,,2023-05-25 09:51:00-04:00
