Date,Open,High,Low,Close,Adj Close,Volume
2024-04-30 19:11:00+00:00,6.076137542724609,6.076137542724609,6.076137542724609,6.076137542724609,6.076137542724609,0
2024-04-30 19:16:00+00:00,6.050131797790527,6.050131797790527,6.050131797790527,6.050131797790527,6.050131797790527,886624
2024-04-30 19:21:00+00:00,6.02989387512207,6.02989387512207,6.02989387512207,6.02989387512207,6.02989387512207,2695040
2024-04-30 19:26:00+00:00,6.028388500213623,6.028388500213623,6.028388500213623,6.028388500213623,6.028388500213623,1572032
2024-04-30 19:31:00+00:00,6.013636589050293,6.013636589050293,6.013636589050293,6.013636589050293,6.013636589050293,1398240
2024-04-30 19:36:00+00:00,6.036375045776367,6.036375045776367,6.036375045776367,6.036375045776367,6.036375045776367,1718560
2024-04-30 19:41:00+00:00,6.040510177612305,6.040510177612305,6.040510177612305,6.040510177612305,6.040510177612305,629216
2024-04-30 19:46:00+00:00,6.053355693817139,6.053355693817139,6.053355693817139,6.053355693817139,6.053355693817139,721792
2024-04-30 19:51:00+00:00,6.06304407119751,6.06304407119751,6.06304407119751,6.06304407119751,6.06304407119751,998624
2024-04-30 19:56:00+00:00,6.053069114685059,6.053069114685059,6.053069114685059,6.053069114685059,6.053069114685059,2156704
2024-04-30 20:01:00+00:00,6.069585800170898,6.069585800170898,6.069585800170898,6.069585800170898,6.069585800170898,862976
2024-04-30 20:06:00+00:00,6.137327194213867,6.137327194213867,6.137327194213867,6.137327194213867,6.137327194213867,4641088
2024-04-30 20:11:00+00:00,6.157476425170898,6.157476425170898,6.157476425170898,6.157476425170898,6.157476425170898,3946528
2024-04-30 20:16:00+00:00,6.178013324737549,6.178013324737549,6.178013324737549,6.178013324737549,6.178013324737549,1909728
2024-04-30 20:21:00+00:00,6.127414703369141,6.127414703369141,6.127414703369141,6.127414703369141,6.127414703369141,973152
2024-04-30 20:26:00+00:00,6.094536781311035,6.094536781311035,6.094536781311035,6.094536781311035,6.094536781311035,806304
2024-04-30 20:31:00+00:00,6.10732889175415,6.10732889175415,6.10732889175415,6.10732889175415,6.10732889175415,1031488
2024-04-30 20:36:00+00:00,6.123335838317871,6.123335838317871,6.123335838317871,6.123335838317871,6.123335838317871,1411808
2024-04-30 20:41:00+00:00,6.12180757522583,6.12180757522583,6.12180757522583,6.12180757522583,6.12180757522583,644544
