Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date
0,60.900001525878906,60.91999816894531,60.7400016784668,60.91999816894531,60.91999816894531,0,2023-05-23 09:00:00+02:00,
1,60.900001525878906,60.91999816894531,60.7400016784668,60.91999816894531,60.91999816894531,0,,2023-05-23 09:00:00+02:00
2,60.959999084472656,60.959999084472656,60.959999084472656,60.959999084472656,60.959999084472656,100,,2023-05-23 09:01:00+02:00
3,60.97999954223633,61.099998474121094,60.97999954223633,61.099998474121094,61.099998474121094,3963,,2023-05-23 09:03:00+02:00
4,61.060001373291016,61.119998931884766,61.060001373291016,61.119998931884766,61.119998931884766,755,,2023-05-23 09:05:00+02:00
5,61.220001220703125,61.279998779296875,61.220001220703125,61.2400016784668,61.2400016784668,1004,,2023-05-23 09:07:00+02:00
6,61.2400016784668,61.2400016784668,61.13999938964844,61.13999938964844,61.13999938964844,509,,2023-05-23 09:08:00+02:00
7,61.119998931884766,61.13999938964844,61.08000183105469,61.13999938964844,61.13999938964844,1123,,2023-05-23 09:09:00+02:00
8,61.18000030517578,61.18000030517578,61.119998931884766,61.119998931884766,61.119998931884766,1519,,2023-05-23 09:10:00+02:00
9,61.13999938964844,61.2400016784668,61.13999938964844,61.2400016784668,61.2400016784668,1553,,2023-05-23 09:11:00+02:00
10,61.2599983215332,61.2599983215332,61.2599983215332,61.2599983215332,61.2599983215332,46,,2023-05-23 09:12:00+02:00
11,61.2599983215332,61.29999923706055,61.220001220703125,61.29999923706055,61.29999923706055,1458,,2023-05-23 09:13:00+02:00
12,61.279998779296875,61.29999923706055,61.2599983215332,61.2599983215332,61.2599983215332,633,,2023-05-23 09:14:00+02:00
13,61.279998779296875,61.279998779296875,61.20000076293945,61.220001220703125,61.220001220703125,655,,2023-05-23 09:15:00+02:00
14,61.2599983215332,61.2599983215332,61.20000076293945,61.220001220703125,61.220001220703125,1187,,2023-05-23 09:16:00+02:00
15,61.2400016784668,61.2599983215332,61.20000076293945,61.20000076293945,61.20000076293945,1100,,2023-05-23 09:17:00+02:00
16,61.18000030517578,61.220001220703125,61.18000030517578,61.220001220703125,61.220001220703125,693,,2023-05-23 09:18:00+02:00
17,61.279998779296875,61.34000015258789,61.279998779296875,61.34000015258789,61.34000015258789,1807,,2023-05-23 09:19:00+02:00
18,61.34000015258789,61.34000015258789,61.29999923706055,61.29999923706055,61.29999923706055,1145,,2023-05-23 09:20:00+02:00
19,61.29999923706055,61.41999816894531,61.29999923706055,61.400001525878906,61.400001525878906,2546,,2023-05-23 09:21:00+02:00
20,61.41999816894531,61.41999816894531,61.400001525878906,61.41999816894531,61.41999816894531,382,,2023-05-23 09:22:00+02:00
21,61.400001525878906,61.439998626708984,61.400001525878906,61.41999816894531,61.41999816894531,559,,2023-05-23 09:23:00+02:00
22,61.439998626708984,61.47999954223633,61.41999816894531,61.47999954223633,61.47999954223633,850,,2023-05-23 09:24:00+02:00
23,61.47999954223633,61.560001373291016,61.47999954223633,61.560001373291016,61.560001373291016,967,,2023-05-23 09:25:00+02:00
24,61.540000915527344,61.560001373291016,61.540000915527344,61.540000915527344,61.540000915527344,351,,2023-05-23 09:26:00+02:00
25,61.540000915527344,61.540000915527344,61.540000915527344,61.540000915527344,61.540000915527344,21,,2023-05-23 09:27:00+02:00
26,61.540000915527344,61.70000076293945,61.540000915527344,61.70000076293945,61.70000076293945,1635,,2023-05-23 09:28:00+02:00
27,61.68000030517578,61.68000030517578,61.65999984741211,61.68000030517578,61.68000030517578,949,,2023-05-23 09:29:00+02:00
28,61.63999938964844,61.70000076293945,61.619998931884766,61.70000076293945,61.70000076293945,1276,,2023-05-23 09:30:00+02:00
29,61.7400016784668,61.7400016784668,61.599998474121094,61.619998931884766,61.619998931884766,1124,,2023-05-23 09:31:00+02:00
30,61.619998931884766,61.63999938964844,61.619998931884766,61.63999938964844,61.63999938964844,173,,2023-05-23 09:32:00+02:00
31,61.720001220703125,61.7400016784668,61.720001220703125,61.7400016784668,61.7400016784668,344,,2023-05-23 09:34:00+02:00
32,61.779998779296875,61.939998626708984,61.779998779296875,61.900001525878906,61.900001525878906,2949,,2023-05-23 09:35:00+02:00
33,61.900001525878906,61.959999084472656,61.900001525878906,61.959999084472656,61.959999084472656,419,,2023-05-23 09:36:00+02:00
34,61.959999084472656,61.959999084472656,61.900001525878906,61.959999084472656,61.959999084472656,1009,,2023-05-23 09:37:00+02:00
35,61.959999084472656,61.959999084472656,61.959999084472656,61.959999084472656,61.959999084472656,124,,2023-05-23 09:38:00+02:00
36,61.939998626708984,61.939998626708984,61.86000061035156,61.86000061035156,61.86000061035156,334,,2023-05-23 09:39:00+02:00
37,61.880001068115234,61.880001068115234,61.880001068115234,61.880001068115234,61.880001068115234,167,,2023-05-23 09:40:00+02:00
