Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date
0,20.459999084472656,20.459999084472656,20.39999961853028,20.39999961853028,20.39999961853028,19918,2023-05-24 09:30:00-04:00,,,,
1,19.889999389648438,19.90999984741211,19.8700008392334,19.90999984741211,19.90999984741211,31578,,,,,2023-05-25 09:30:00-04:00
2,19.8799991607666,19.889999389648438,19.8799991607666,19.889999389648438,19.889999389648438,322,,,,,2023-05-25 09:31:00-04:00
3,19.860000610351562,19.8700008392334,19.850000381469727,19.860000610351562,19.860000610351562,4368,,,,,2023-05-25 09:32:00-04:00
4,19.8700008392334,19.899999618530273,19.8700008392334,19.891000747680664,19.891000747680664,2263,,,,,2023-05-25 09:33:00-04:00
5,19.889999389648438,19.889999389648438,19.8700008392334,19.8799991607666,19.8799991607666,1795,,,,,2023-05-25 09:34:00-04:00
6,19.885000228881836,19.885000228881836,19.8799991607666,19.8799991607666,19.8799991607666,2775,,,,,2023-05-25 09:35:00-04:00
7,19.8700008392334,19.8700008392334,19.860000610351562,19.860000610351562,19.860000610351562,1891,,,,,2023-05-25 09:36:00-04:00
8,19.850000381469727,19.850000381469727,19.829999923706055,19.829999923706055,19.829999923706055,4795,,,,,2023-05-25 09:37:00-04:00
9,19.84000015258789,19.858999252319336,19.829999923706055,19.829999923706055,19.829999923706055,1790,,,,,2023-05-25 09:38:00-04:00
10,19.825000762939453,19.825000762939453,19.81999969482422,19.81999969482422,19.81999969482422,2709,,,,,2023-05-25 09:39:00-04:00
11,19.81999969482422,19.854999542236328,19.81999969482422,19.854999542236328,19.854999542236328,4449,,,,,2023-05-25 09:40:00-04:00
12,19.859899520874023,19.8700008392334,19.829999923706055,19.829999923706055,19.829999923706055,7915,,,,,2023-05-25 09:41:00-04:00
13,19.81999969482422,19.834999084472656,19.81999969482422,19.829999923706055,19.829999923706055,13101,,,,,2023-05-25 09:42:00-04:00
14,19.834999084472656,19.839000701904297,19.834999084472656,19.839000701904297,19.839000701904297,1092,,,,,2023-05-25 09:43:00-04:00
15,19.850000381469727,19.8700008392334,19.850000381469727,19.86079978942871,19.86079978942871,2627,,,,,2023-05-25 09:44:00-04:00
16,19.8700008392334,19.90999984741211,19.8700008392334,19.895000457763672,19.895000457763672,5948,,,,,2023-05-25 09:45:00-04:00
17,19.899999618530273,19.920000076293945,19.860000610351562,19.860000610351562,19.860000610351562,9272,,,,,2023-05-25 09:46:00-04:00
18,19.860000610351562,19.8700008392334,19.844999313354492,19.8700008392334,19.8700008392334,2165,,,,,2023-05-25 09:47:00-04:00
19,19.8700008392334,19.875,19.86840057373047,19.8700008392334,19.8700008392334,3024,,,,,2023-05-25 09:48:00-04:00
20,19.850000381469727,19.850000381469727,19.80500030517578,19.809999465942383,19.809999465942383,5784,,,,,2023-05-25 09:49:00-04:00
21,19.809999465942383,19.829999923706055,19.809999465942383,19.829999923706055,19.829999923706055,2797,,,,,2023-05-25 09:50:00-04:00
22,19.81999969482422,19.860000610351562,19.809999465942383,19.855300903320312,19.855300903320312,3928,,,,,2023-05-25 09:51:00-04:00
23,19.8700008392334,19.88010025024414,19.8700008392334,19.8700008392334,19.8700008392334,2886,,,,,2023-05-25 09:52:00-04:00
24,19.8700008392334,19.8700008392334,19.850000381469727,19.850000381469727,19.850000381469727,3607,,,,,2023-05-25 09:53:00-04:00
25,19.850000381469727,19.8799991607666,19.850000381469727,19.8700008392334,19.8700008392334,3097,,,,,2023-05-25 09:54:00-04:00
26,19.8700008392334,19.8700008392334,19.84000015258789,19.84000015258789,19.84000015258789,1783,,,,,2023-05-25 09:55:00-04:00
27,19.850000381469727,19.915000915527344,19.850000381469727,19.915000915527344,19.915000915527344,3475,,,,,2023-05-25 09:56:00-04:00
28,19.920000076293945,19.920000076293945,19.899999618530273,19.899999618530273,19.899999618530273,2600,,,,,2023-05-25 09:57:00-04:00
29,19.898000717163086,19.90999984741211,19.889999389648438,19.889999389648438,19.889999389648438,2956,,,,,2023-05-25 09:58:00-04:00
30,19.896299362182617,19.896299362182617,19.885000228881836,19.885000228881836,19.885000228881836,2004,,,,,2023-05-25 09:59:00-04:00
31,19.899999618530273,19.920000076293945,19.899999618530273,19.920000076293945,19.920000076293945,2572,,,,,2023-05-25 10:00:00-04:00
32,19.920000076293945,19.924999237060547,19.895000457763672,19.899999618530273,19.899999618530273,3893,,,,,2023-05-25 10:01:00-04:00
33,19.899999618530273,19.899999618530273,19.885000228881836,19.889999389648438,19.889999389648438,1701,,,,,2023-05-25 10:02:00-04:00
34,19.895000457763672,19.899999618530273,19.889999389648438,19.899999618530273,19.899999618530273,2006,,,,,2023-05-25 10:03:00-04:00
35,19.895000457763672,19.920000076293945,19.889999389648438,19.920000076293945,19.920000076293945,1500,,,,,2023-05-25 10:04:00-04:00
36,19.915000915527344,19.915000915527344,19.895000457763672,19.895000457763672,19.895000457763672,1323,,,,,2023-05-25 10:05:00-04:00
37,19.895000457763672,19.915000915527344,19.8799991607666,19.8799991607666,19.8799991607666,6388,,,,,2023-05-25 10:06:00-04:00
38,19.875,19.8799991607666,19.864999771118164,19.8700008392334,19.8700008392334,2524,,,,,2023-05-25 10:07:00-04:00
39,19.864999771118164,19.8700008392334,19.860000610351562,19.860000610351562,19.860000610351562,1816,,,,,2023-05-25 10:08:00-04:00
40,19.860000610351562,19.861000061035156,19.860000610351562,19.860000610351562,19.860000610351562,1363,,,,,2023-05-25 10:09:00-04:00
41,19.850000381469727,19.850000381469727,19.829999923706055,19.829999923706055,19.829999923706055,1381,,,,,2023-05-25 10:10:00-04:00
42,19.829999923706055,19.850000381469727,19.829999923706055,19.834999084472656,19.834999084472656,2019,,,,,2023-05-25 10:11:00-04:00
43,19.84000015258789,19.84000015258789,19.84000015258789,19.84000015258789,19.84000015258789,439,,,,,2023-05-25 10:12:00-04:00
44,19.84000015258789,19.84000015258789,19.84000015258789,19.84000015258789,19.84000015258789,28359,,,,,2023-05-25 10:13:00-04:00
45,19.84000015258789,19.84000015258789,19.829999923706055,19.829999923706055,19.829999923706055,1992,,,,,2023-05-25 10:14:00-04:00
46,19.829999923706055,19.860000610351562,19.829999923706055,19.860000610351562,19.860000610351562,1244,,,,,2023-05-25 10:15:00-04:00
47,19.864999771118164,19.8700008392334,19.864999771118164,19.8700008392334,19.8700008392334,5581,,,,,2023-05-25 10:16:00-04:00
48,19.8799991607666,19.8799991607666,19.84000015258789,19.84000015258789,19.84000015258789,3642,,,,,2023-05-25 10:17:00-04:00
49,19.84000015258789,19.84000015258789,19.829999923706055,19.829999923706055,19.829999923706055,3515,,,,,2023-05-25 10:18:00-04:00
50,19.799999237060547,19.799999237060547,19.790199279785156,19.790199279785156,19.790199279785156,1780,,,,,2023-05-25 10:19:00-04:00
51,19.790000915527344,19.790000915527344,19.780000686645508,19.780000686645508,19.780000686645508,1087,,,,,2023-05-25 10:20:00-04:00
52,19.78499984741211,19.78499984741211,19.774999618530273,19.78499984741211,19.78499984741211,5110,,,,,2023-05-25 10:21:00-04:00
53,19.790000915527344,19.790000915527344,19.770000457763672,19.780799865722656,19.780799865722656,938,,,,,2023-05-25 10:22:00-04:00
54,19.780000686645508,19.780000686645508,19.770000457763672,19.770000457763672,19.770000457763672,577,,,,,2023-05-25 10:23:00-04:00
55,19.780000686645508,19.790000915527344,19.780000686645508,19.780000686645508,19.780000686645508,1435,,,,,2023-05-25 10:24:00-04:00
56,19.780000686645508,19.809999465942383,19.780000686645508,19.809999465942383,19.809999465942383,1741,,,,,2023-05-25 10:25:00-04:00
57,19.809999465942383,19.815000534057617,19.799999237060547,19.815000534057617,19.815000534057617,1394,,,,,2023-05-25 10:26:00-04:00
58,19.81999969482422,19.81999969482422,19.80500030517578,19.80500030517578,19.80500030517578,1331,,,,,2023-05-25 10:27:00-04:00
59,19.790000915527344,19.801300048828125,19.790000915527344,19.799999237060547,19.799999237060547,2904,,,,,2023-05-25 10:28:00-04:00
60,19.815000534057617,19.825000762939453,19.815000534057617,19.81999969482422,19.81999969482422,2227,,,,,2023-05-25 10:29:00-04:00
61,19.799999237060547,19.799999237060547,19.790000915527344,19.790000915527344,19.790000915527344,2068,,,,,2023-05-25 10:30:00-04:00
62,19.780000686645508,19.780000686645508,19.75,19.75,19.75,6183,,,,,2023-05-25 10:31:00-04:00
63,19.7549991607666,19.764999389648438,19.7549991607666,19.764999389648438,19.764999389648438,2196,,,,,2023-05-25 10:32:00-04:00
64,19.764999389648438,19.770000457763672,19.7450008392334,19.770000457763672,19.770000457763672,19939,,,,,2023-05-25 10:33:00-04:00
65,19.770000457763672,19.774999618530273,19.760000228881836,19.764999389648438,19.764999389648438,11272,,,,,2023-05-25 10:34:00-04:00
