Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-15 09:30:00-04:00,209.1699981689453,209.1699981689453,207.66000366210938,207.6699981689453,207.6699981689453,61343
2023-05-15 09:31:00-04:00,208.0,208.4199981689453,206.88999938964844,207.02000427246094,207.02000427246094,41716
2023-05-15 09:32:00-04:00,206.52999877929688,206.97000122070312,206.52999877929688,206.5850067138672,206.5850067138672,1729
2023-05-15 09:33:00-04:00,206.8000030517578,207.77000427246094,206.8000030517578,207.77000427246094,207.77000427246094,12328
2023-05-15 09:34:00-04:00,207.5399932861328,207.8000030517578,207.00999450683594,207.00999450683594,207.00999450683594,22323
2023-05-15 09:35:00-04:00,206.8000030517578,207.14500427246094,206.8000030517578,207.14500427246094,207.14500427246094,998
2023-05-15 09:36:00-04:00,207.49000549316406,207.56500244140625,207.13999938964844,207.5,207.5,6309
2023-05-15 09:37:00-04:00,207.3249969482422,207.3249969482422,207.32000732421875,207.32000732421875,207.32000732421875,1233
2023-05-15 09:38:00-04:00,207.5800018310547,207.91000366210938,207.55999755859375,207.55999755859375,207.55999755859375,2648
2023-05-15 09:39:00-04:00,207.4425048828125,207.56500244140625,207.4425048828125,207.56500244140625,207.56500244140625,1800
2023-05-15 09:40:00-04:00,207.69000244140625,207.7100067138672,207.63999938964844,207.7100067138672,207.7100067138672,1082
2023-05-15 09:41:00-04:00,207.64999389648438,208.0,207.50999450683594,208.0,208.0,3562
2023-05-15 09:42:00-04:00,208.30999755859375,208.30999755859375,208.16000366210938,208.1649932861328,208.1649932861328,628
2023-05-15 09:43:00-04:00,208.35000610351562,208.35000610351562,207.9199981689453,207.9550018310547,207.9550018310547,1775
2023-05-15 09:44:00-04:00,208.15269470214844,208.15269470214844,207.96499633789062,208.14500427246094,208.14500427246094,1337
2023-05-15 09:45:00-04:00,208.05999755859375,208.14500427246094,207.97000122070312,208.14500427246094,208.14500427246094,2617
2023-05-15 09:46:00-04:00,208.0,208.24000549316406,207.83999633789062,208.1199951171875,208.1199951171875,12624
2023-05-15 09:47:00-04:00,208.1199951171875,208.32000732421875,207.85000610351562,208.32000732421875,208.32000732421875,12775
2023-05-15 09:48:00-04:00,208.33999633789062,208.33999633789062,207.94000244140625,207.97000122070312,207.97000122070312,1907
2023-05-15 09:49:00-04:00,208.0,208.0800018310547,207.97500610351562,208.0,208.0,1631
2023-05-15 09:50:00-04:00,208.0850067138672,208.15499877929688,207.92999267578125,207.97999572753906,207.97999572753906,1460
2023-05-15 09:51:00-04:00,207.98500061035156,208.17999267578125,207.98500061035156,208.0500030517578,208.0500030517578,1902
2023-05-15 09:52:00-04:00,208.14999389648438,208.17999267578125,207.94000244140625,208.0,208.0,9568
2023-05-15 09:53:00-04:00,208.0,208.02000427246094,207.88499450683594,207.88499450683594,207.88499450683594,3797
2023-05-15 09:54:00-04:00,207.91000366210938,208.07000732421875,207.91000366210938,207.99000549316406,207.99000549316406,2531
