Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date
0,133.89999389648438,134.0,133.8000030517578,134.0,134.0,11472,2023-05-23 09:30:00-04:00,
1,133.89999389648438,134.0,133.8000030517578,134.0,134.0,11472,,2023-05-23 09:30:00-04:00
2,133.94000244140625,133.94000244140625,133.55999755859375,133.89999389648438,133.89999389648438,2087,,2023-05-23 09:31:00-04:00
3,133.9600067138672,134.0500030517578,133.9499969482422,133.9499969482422,133.9499969482422,664,,2023-05-23 09:32:00-04:00
4,133.75,133.75999450683594,133.7050018310547,133.7050018310547,133.7050018310547,584,,2023-05-23 09:33:00-04:00
5,133.55999755859375,133.63499450683594,133.3699951171875,133.3699951171875,133.3699951171875,776,,2023-05-23 09:34:00-04:00
6,133.44500732421875,133.61990356445312,133.3699951171875,133.3699951171875,133.3699951171875,1319,,2023-05-23 09:35:00-04:00
7,133.3699951171875,133.52000427246094,133.27999877929688,133.27999877929688,133.27999877929688,719,,2023-05-23 09:36:00-04:00
8,133.4499969482422,133.6300048828125,133.30999755859375,133.5399932861328,133.5399932861328,9750,,2023-05-23 09:37:00-04:00
9,133.3350067138672,133.3699951171875,133.3350067138672,133.3699951171875,133.3699951171875,695,,2023-05-23 09:38:00-04:00
10,133.26499938964844,133.30999755859375,133.1999969482422,133.2899932861328,133.2899932861328,1493,,2023-05-23 09:39:00-04:00
11,133.25,133.25,133.02000427246094,133.14999389648438,133.14999389648438,1377,,2023-05-23 09:40:00-04:00
12,133.08999633789062,133.2050018310547,133.08999633789062,133.2050018310547,133.2050018310547,722,,2023-05-23 09:41:00-04:00
13,133.0,133.14500427246094,133.0,133.05999755859375,133.05999755859375,1499,,2023-05-23 09:42:00-04:00
14,133.1199951171875,133.3300018310547,133.1199951171875,133.3300018310547,133.3300018310547,2510,,2023-05-23 09:44:00-04:00
15,133.2899932861328,133.55999755859375,133.2899932861328,133.55999755859375,133.55999755859375,1582,,2023-05-23 09:45:00-04:00
16,133.41000366210938,133.60519409179688,133.41000366210938,133.53500366210938,133.53500366210938,2900,,2023-05-23 09:46:00-04:00
17,133.4949951171875,133.4949951171875,133.26499938964844,133.26499938964844,133.26499938964844,1328,,2023-05-23 09:47:00-04:00
18,133.22500610351562,133.3350067138672,133.22079467773438,133.3000030517578,133.3000030517578,1271,,2023-05-23 09:48:00-04:00
19,133.36000061035156,133.81500244140625,133.27000427246094,133.81500244140625,133.81500244140625,23923,,2023-05-23 09:49:00-04:00
20,134.0,134.14999389648438,134.0,134.02000427246094,134.02000427246094,4831,,2023-05-23 09:50:00-04:00
21,134.27499389648438,134.6300048828125,134.27499389648438,134.4199981689453,134.4199981689453,6290,,2023-05-23 09:52:00-04:00
22,134.5,134.5800018310547,134.47000122070312,134.5800018310547,134.5800018310547,2670,,2023-05-23 09:53:00-04:00
23,134.72999572753906,134.8300018310547,134.72999572753906,134.8300018310547,134.8300018310547,1773,,2023-05-23 09:54:00-04:00
24,134.6300048828125,134.6300048828125,134.47999572753906,134.5800018310547,134.5800018310547,1505,,2023-05-23 09:55:00-04:00
25,134.55499267578125,134.67999267578125,134.52000427246094,134.61000061035156,134.61000061035156,3504,,2023-05-23 09:56:00-04:00
26,134.6199951171875,134.6199951171875,134.44000244140625,134.49000549316406,134.49000549316406,1827,,2023-05-23 09:57:00-04:00
27,134.4250030517578,134.5800018310547,134.4149932861328,134.4149932861328,134.4149932861328,4062,,2023-05-23 09:58:00-04:00
28,134.4199981689453,134.5399932861328,134.4199981689453,134.5399932861328,134.5399932861328,1360,,2023-05-23 09:59:00-04:00
29,134.72999572753906,134.72999572753906,134.5399932861328,134.5399932861328,134.5399932861328,1212,,2023-05-23 10:00:00-04:00
30,134.6649932861328,134.6999969482422,134.6649932861328,134.6999969482422,134.6999969482422,774,,2023-05-23 10:01:00-04:00
31,134.77999877929688,134.77999877929688,134.77999877929688,134.77999877929688,134.77999877929688,576,,2023-05-23 10:02:00-04:00
32,134.75,134.75,134.625,134.625,134.625,2821,,2023-05-23 10:03:00-04:00
33,134.63999938964844,134.63999938964844,134.6300048828125,134.6300048828125,134.6300048828125,789,,2023-05-23 10:04:00-04:00
34,134.47000122070312,134.47000122070312,134.41000366210938,134.41000366210938,134.41000366210938,1468,,2023-05-23 10:05:00-04:00
35,134.28500366210938,134.38999938964844,134.28500366210938,134.33999633789062,134.33999633789062,2639,,2023-05-23 10:06:00-04:00
36,134.4499969482422,134.4499969482422,134.3000030517578,134.42539978027344,134.42539978027344,1645,,2023-05-23 10:07:00-04:00
37,134.32000732421875,134.41000366210938,134.3000030517578,134.35000610351562,134.35000610351562,1033,,2023-05-23 10:08:00-04:00
38,134.3249969482422,134.36000061035156,134.3249969482422,134.36000061035156,134.36000061035156,430,,2023-05-23 10:09:00-04:00
39,134.36500549316406,134.5399932861328,134.25,134.5399932861328,134.5399932861328,2080,,2023-05-23 10:10:00-04:00
40,134.52000427246094,134.5399932861328,134.3000030517578,134.3000030517578,134.3000030517578,1820,,2023-05-23 10:11:00-04:00
41,134.27999877929688,134.27999877929688,134.14999389648438,134.14999389648438,134.14999389648438,1587,,2023-05-23 10:12:00-04:00
42,134.05999755859375,134.07000732421875,133.83999633789062,133.83999633789062,133.83999633789062,5074,,2023-05-23 10:13:00-04:00
43,133.92999267578125,133.9499969482422,133.8300018310547,133.8300018310547,133.8300018310547,3261,,2023-05-23 10:14:00-04:00
