Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date
0,102.77970886230467,102.77970886230467,102.77970886230467,102.77970886230467,102.77970886230467,0,2023-05-24 00:00:00+00:00,,
1,102.77970886230469,102.77970886230469,102.77970886230469,102.77970886230469,102.77970886230469,0,,,2023-05-24 00:00:00+00:00
2,102.71062469482422,102.71062469482422,102.71062469482422,102.71062469482422,102.71062469482422,6253,,,2023-05-24 00:01:00+00:00
3,102.71266174316406,102.71266174316406,102.71266174316406,102.71266174316406,102.71266174316406,0,,,2023-05-24 00:02:00+00:00
4,102.70893096923828,102.70893096923828,102.70893096923828,102.70893096923828,102.70893096923828,10526,,,2023-05-24 00:03:00+00:00
5,102.7303466796875,102.7303466796875,102.7303466796875,102.7303466796875,102.7303466796875,0,,,2023-05-24 00:04:00+00:00
6,102.70349884033203,102.70349884033203,102.70349884033203,102.70349884033203,102.70349884033203,0,,,2023-05-24 00:05:00+00:00
7,102.70365142822266,102.70365142822266,102.70365142822266,102.70365142822266,102.70365142822266,61,,,2023-05-24 00:06:00+00:00
8,102.66815948486328,102.66815948486328,102.66815948486328,102.66815948486328,102.66815948486328,0,,,2023-05-24 00:07:00+00:00
9,102.65007019042969,102.65007019042969,102.65007019042969,102.65007019042969,102.65007019042969,0,,,2023-05-24 00:08:00+00:00
10,102.66908264160156,102.66908264160156,102.66908264160156,102.66908264160156,102.66908264160156,612,,,2023-05-24 00:09:00+00:00
11,102.61272430419922,102.61272430419922,102.61272430419922,102.61272430419922,102.61272430419922,0,,,2023-05-24 00:10:00+00:00
12,102.60376739501953,102.60376739501953,102.60376739501953,102.60376739501953,102.60376739501953,0,,,2023-05-24 00:11:00+00:00
13,102.60440826416016,102.60440826416016,102.60440826416016,102.60440826416016,102.60440826416016,0,,,2023-05-24 00:12:00+00:00
14,102.60448455810547,102.60448455810547,102.60448455810547,102.60448455810547,102.60448455810547,0,,,2023-05-24 00:13:00+00:00
15,102.5949935913086,102.5949935913086,102.5949935913086,102.5949935913086,102.5949935913086,0,,,2023-05-24 00:15:00+00:00
16,102.54913330078125,102.54913330078125,102.54913330078125,102.54913330078125,102.54913330078125,0,,,2023-05-24 00:16:00+00:00
17,102.51976776123047,102.51976776123047,102.51976776123047,102.51976776123047,102.51976776123047,0,,,2023-05-24 00:17:00+00:00
18,102.51949310302734,102.51949310302734,102.51949310302734,102.51949310302734,102.51949310302734,497,,,2023-05-24 00:18:00+00:00
19,102.38571166992188,102.38571166992188,102.38571166992188,102.38571166992188,102.38571166992188,0,,,2023-05-24 00:19:00+00:00
20,102.36546325683594,102.36546325683594,102.36546325683594,102.36546325683594,102.36546325683594,0,,,2023-05-24 00:20:00+00:00
21,102.38665008544922,102.38665008544922,102.38665008544922,102.38665008544922,102.38665008544922,80,,,2023-05-24 00:21:00+00:00
22,102.39973449707031,102.39973449707031,102.39973449707031,102.39973449707031,102.39973449707031,1615,,,2023-05-24 00:22:00+00:00
23,102.3950424194336,102.3950424194336,102.3950424194336,102.3950424194336,102.3950424194336,1738,,,2023-05-24 00:23:00+00:00
24,102.39627075195312,102.39627075195312,102.39627075195312,102.39627075195312,102.39627075195312,819,,,2023-05-24 00:24:00+00:00
25,102.4276123046875,102.4276123046875,102.4276123046875,102.4276123046875,102.4276123046875,6577,,,2023-05-24 00:25:00+00:00
26,102.43384552001953,102.43384552001953,102.43384552001953,102.43384552001953,102.43384552001953,1453,,,2023-05-24 00:26:00+00:00
27,102.43851470947266,102.43851470947266,102.43851470947266,102.43851470947266,102.43851470947266,2651,,,2023-05-24 00:27:00+00:00
28,102.4568099975586,102.4568099975586,102.4568099975586,102.4568099975586,102.4568099975586,0,,,2023-05-24 00:28:00+00:00
29,102.4577407836914,102.4577407836914,102.4577407836914,102.4577407836914,102.4577407836914,0,,,2023-05-24 00:29:00+00:00
30,102.46012878417969,102.46012878417969,102.46012878417969,102.46012878417969,102.46012878417969,0,,,2023-05-24 00:30:00+00:00
31,102.46051025390625,102.46051025390625,102.46051025390625,102.46051025390625,102.46051025390625,0,,,2023-05-24 00:31:00+00:00
32,102.46054077148438,102.46054077148438,102.46054077148438,102.46054077148438,102.46054077148438,0,,,2023-05-24 00:32:00+00:00
33,102.46112060546875,102.46112060546875,102.46112060546875,102.46112060546875,102.46112060546875,0,,,2023-05-24 00:33:00+00:00
34,102.46504974365234,102.46504974365234,102.46504974365234,102.46504974365234,102.46504974365234,0,,,2023-05-24 00:34:00+00:00
35,102.47270965576172,102.47270965576172,102.47270965576172,102.47270965576172,102.47270965576172,0,,,2023-05-24 00:35:00+00:00
36,102.45238494873047,102.45238494873047,102.45238494873047,102.45238494873047,102.45238494873047,0,,,2023-05-24 00:37:00+00:00
37,102.45838928222656,102.45838928222656,102.45838928222656,102.45838928222656,102.45838928222656,0,,,2023-05-24 00:38:00+00:00
38,102.45921325683594,102.45921325683594,102.45921325683594,102.45921325683594,102.45921325683594,0,,,2023-05-24 00:39:00+00:00
39,102.40377044677734,102.40377044677734,102.40377044677734,102.40377044677734,102.40377044677734,216,,,2023-05-24 00:40:00+00:00
40,102.3990249633789,102.3990249633789,102.3990249633789,102.3990249633789,102.3990249633789,1514,,,2023-05-24 00:41:00+00:00
41,102.40274047851562,102.40274047851562,102.40274047851562,102.40274047851562,102.40274047851562,0,,,2023-05-24 00:42:00+00:00
42,102.40447998046875,102.40447998046875,102.40447998046875,102.40447998046875,102.40447998046875,0,,,2023-05-24 00:43:00+00:00
43,102.40239715576172,102.40239715576172,102.40239715576172,102.40239715576172,102.40239715576172,437,,,2023-05-24 00:44:00+00:00
44,102.39790344238281,102.39790344238281,102.39790344238281,102.39790344238281,102.39790344238281,0,,,2023-05-24 00:45:00+00:00
45,102.38842010498047,102.38842010498047,102.38842010498047,102.38842010498047,102.38842010498047,0,,,2023-05-24 00:46:00+00:00
46,102.38970184326172,102.38970184326172,102.38970184326172,102.38970184326172,102.38970184326172,0,,,2023-05-24 00:47:00+00:00
47,102.38199615478516,102.38199615478516,102.38199615478516,102.38199615478516,102.38199615478516,0,,,2023-05-24 00:48:00+00:00
48,102.2850570678711,102.2850570678711,102.2850570678711,102.2850570678711,102.2850570678711,0,,,2023-05-24 00:49:00+00:00
49,102.28060913085938,102.28060913085938,102.28060913085938,102.28060913085938,102.28060913085938,3756,,,2023-05-24 00:50:00+00:00
50,102.27595520019531,102.27595520019531,102.27595520019531,102.27595520019531,102.27595520019531,0,,,2023-05-24 00:51:00+00:00
51,102.26359558105469,102.26359558105469,102.26359558105469,102.26359558105469,102.26359558105469,4178,,,2023-05-24 00:52:00+00:00
52,102.24626922607422,102.24626922607422,102.24626922607422,102.24626922607422,102.24626922607422,0,,,2023-05-24 00:53:00+00:00
53,102.25186157226562,102.25186157226562,102.25186157226562,102.25186157226562,102.25186157226562,0,,,2023-05-24 00:54:00+00:00
54,102.2505111694336,102.2505111694336,102.2505111694336,102.2505111694336,102.2505111694336,0,,,2023-05-24 00:55:00+00:00
55,102.28363800048828,102.28363800048828,102.28363800048828,102.28363800048828,102.28363800048828,0,,,2023-05-24 00:56:00+00:00
56,102.26117706298828,102.26117706298828,102.26117706298828,102.26117706298828,102.26117706298828,0,,,2023-05-24 00:57:00+00:00
57,102.29737091064453,102.29737091064453,102.29737091064453,102.29737091064453,102.29737091064453,0,,,2023-05-24 00:58:00+00:00
58,102.30557250976562,102.30557250976562,102.30557250976562,102.30557250976562,102.30557250976562,0,,,2023-05-24 00:59:00+00:00
59,102.2918472290039,102.2918472290039,102.2918472290039,102.2918472290039,102.2918472290039,0,,,2023-05-24 01:00:00+00:00
60,102.23204040527344,102.23204040527344,102.23204040527344,102.23204040527344,102.23204040527344,0,,,2023-05-24 01:01:00+00:00
61,102.25121307373047,102.25121307373047,102.25121307373047,102.25121307373047,102.25121307373047,0,,,2023-05-24 01:02:00+00:00
62,102.24858093261719,102.24858093261719,102.24858093261719,102.24858093261719,102.24858093261719,570,,,2023-05-24 01:03:00+00:00
63,102.27617645263672,102.27617645263672,102.27617645263672,102.27617645263672,102.27617645263672,0,,,2023-05-24 01:04:00+00:00
64,102.272216796875,102.272216796875,102.272216796875,102.272216796875,102.272216796875,0,,,2023-05-24 01:05:00+00:00
65,102.26346588134766,102.26346588134766,102.26346588134766,102.26346588134766,102.26346588134766,0,,,2023-05-24 01:06:00+00:00
66,102.18136596679688,102.18136596679688,102.18136596679688,102.18136596679688,102.18136596679688,0,,,2023-05-24 01:07:00+00:00
67,102.1717300415039,102.1717300415039,102.1717300415039,102.1717300415039,102.1717300415039,0,,,2023-05-24 01:08:00+00:00
68,102.17198181152344,102.17198181152344,102.17198181152344,102.17198181152344,102.17198181152344,0,,,2023-05-24 01:09:00+00:00
69,102.18028259277344,102.18028259277344,102.18028259277344,102.18028259277344,102.18028259277344,7408,,,2023-05-24 01:10:00+00:00
70,102.1784439086914,102.1784439086914,102.1784439086914,102.1784439086914,102.1784439086914,0,,,2023-05-24 01:11:00+00:00
71,102.16374969482422,102.16374969482422,102.16374969482422,102.16374969482422,102.16374969482422,2018,,,2023-05-24 01:12:00+00:00
72,102.21144104003906,102.21144104003906,102.21144104003906,102.21144104003906,102.21144104003906,3474,,,2023-05-24 01:13:00+00:00
73,102.2166976928711,102.2166976928711,102.2166976928711,102.2166976928711,102.2166976928711,0,,,2023-05-24 01:15:00+00:00
74,102.29444885253906,102.29444885253906,102.29444885253906,102.29444885253906,102.29444885253906,9143,,,2023-05-24 01:16:00+00:00
75,102.27391052246094,102.27391052246094,102.27391052246094,102.27391052246094,102.27391052246094,0,,,2023-05-24 01:17:00+00:00
76,102.27904510498047,102.27904510498047,102.27904510498047,102.27904510498047,102.27904510498047,1080,,,2023-05-24 01:18:00+00:00
77,102.20893096923828,102.20893096923828,102.20893096923828,102.20893096923828,102.20893096923828,4887,,,2023-05-24 01:19:00+00:00
78,102.20636749267578,102.20636749267578,102.20636749267578,102.20636749267578,102.20636749267578,0,,,2023-05-24 01:20:00+00:00
79,102.20711517333984,102.20711517333984,102.20711517333984,102.20711517333984,102.20711517333984,1209,,,2023-05-24 01:21:00+00:00
80,102.20228576660156,102.20228576660156,102.20228576660156,102.20228576660156,102.20228576660156,0,,,2023-05-24 01:22:00+00:00
81,102.19759368896484,102.19759368896484,102.19759368896484,102.19759368896484,102.19759368896484,139,,,2023-05-24 01:23:00+00:00
82,102.18509674072266,102.18509674072266,102.18509674072266,102.18509674072266,102.18509674072266,0,,,2023-05-24 01:24:00+00:00
83,102.17813110351562,102.17813110351562,102.17813110351562,102.17813110351562,102.17813110351562,0,,,2023-05-24 01:25:00+00:00
84,102.18897247314453,102.18897247314453,102.18897247314453,102.18897247314453,102.18897247314453,7388,,,2023-05-24 01:26:00+00:00
85,102.18518829345703,102.18518829345703,102.18518829345703,102.18518829345703,102.18518829345703,0,,,2023-05-24 01:27:00+00:00
86,102.19029235839844,102.19029235839844,102.19029235839844,102.19029235839844,102.19029235839844,2280,,,2023-05-24 01:28:00+00:00
87,102.20207214355469,102.20207214355469,102.20207214355469,102.20207214355469,102.20207214355469,887,,,2023-05-24 01:29:00+00:00
88,102.20032501220703,102.20032501220703,102.20032501220703,102.20032501220703,102.20032501220703,0,,,2023-05-24 01:30:00+00:00
89,102.18753814697266,102.18753814697266,102.18753814697266,102.18753814697266,102.18753814697266,0,,,2023-05-24 01:31:00+00:00
90,102.16946411132812,102.16946411132812,102.16946411132812,102.16946411132812,102.16946411132812,0,,,2023-05-24 01:32:00+00:00
91,102.1760482788086,102.1760482788086,102.1760482788086,102.1760482788086,102.1760482788086,0,,,2023-05-24 01:33:00+00:00
92,102.1803207397461,102.1803207397461,102.1803207397461,102.1803207397461,102.1803207397461,0,,,2023-05-24 01:34:00+00:00
93,102.18110656738281,102.18110656738281,102.18110656738281,102.18110656738281,102.18110656738281,0,,,2023-05-24 01:35:00+00:00
94,102.17929077148438,102.17929077148438,102.17929077148438,102.17929077148438,102.17929077148438,505,,,2023-05-24 01:36:00+00:00
95,102.13624572753906,102.13624572753906,102.13624572753906,102.13624572753906,102.13624572753906,0,,,2023-05-24 01:37:00+00:00
96,102.12093353271484,102.12093353271484,102.12093353271484,102.12093353271484,102.12093353271484,1688,,,2023-05-24 01:38:00+00:00
97,102.11117553710938,102.11117553710938,102.11117553710938,102.11117553710938,102.11117553710938,83,,,2023-05-24 01:39:00+00:00
98,102.0510482788086,102.0510482788086,102.0510482788086,102.0510482788086,102.0510482788086,0,,,2023-05-24 01:40:00+00:00
99,102.05596923828125,102.05596923828125,102.05596923828125,102.05596923828125,102.05596923828125,0,,,2023-05-24 01:41:00+00:00
100,102.06037902832031,102.06037902832031,102.06037902832031,102.06037902832031,102.06037902832031,0,,,2023-05-24 01:42:00+00:00
101,102.16667175292969,102.16667175292969,102.16667175292969,102.16667175292969,102.16667175292969,1599,,,2023-05-24 01:43:00+00:00
102,102.17660522460938,102.17660522460938,102.17660522460938,102.17660522460938,102.17660522460938,4671,,,2023-05-24 01:44:00+00:00
