Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-12 09:00:00+02:00,75.0,75.0,74.80000305175781,74.80000305175781,74.80000305175781,0
2023-05-12 09:01:00+02:00,74.83999633789062,74.94000244140625,74.83999633789062,74.9000015258789,74.9000015258789,394
2023-05-12 09:02:00+02:00,74.94000244140625,74.94000244140625,74.94000244140625,74.94000244140625,74.94000244140625,9
2023-05-12 09:03:00+02:00,74.95999908447266,75.04000091552734,74.94000244140625,75.0,75.0,2851
2023-05-12 09:04:00+02:00,75.0,75.05999755859375,74.9800033569336,75.0,75.0,1849
2023-05-12 09:05:00+02:00,75.0199966430664,75.04000091552734,75.0,75.0,75.0,406
2023-05-12 09:06:00+02:00,75.0199966430664,75.0199966430664,75.0,75.0199966430664,75.0199966430664,277
2023-05-12 09:07:00+02:00,75.0199966430664,75.0199966430664,75.0199966430664,75.0199966430664,75.0199966430664,78
2023-05-12 09:08:00+02:00,74.9800033569336,75.0199966430664,74.9800033569336,75.0,75.0,753
2023-05-12 09:09:00+02:00,75.0,75.0199966430664,75.0,75.0199966430664,75.0199966430664,325
2023-05-12 09:10:00+02:00,74.95999908447266,75.0,74.94000244140625,75.0,75.0,705
2023-05-12 09:11:00+02:00,75.0,75.04000091552734,75.0,75.04000091552734,75.04000091552734,1090
2023-05-12 09:13:00+02:00,75.0,75.0199966430664,75.0,75.0199966430664,75.0199966430664,235
2023-05-12 09:14:00+02:00,74.95999908447266,74.95999908447266,74.95999908447266,74.95999908447266,74.95999908447266,210
2023-05-12 09:17:00+02:00,75.04000091552734,75.05999755859375,75.04000091552734,75.05999755859375,75.05999755859375,103
2023-05-12 09:18:00+02:00,75.08000183105469,75.12000274658203,75.08000183105469,75.0999984741211,75.0999984741211,2704
2023-05-12 09:19:00+02:00,75.12000274658203,75.12000274658203,75.0999984741211,75.0999984741211,75.0999984741211,188
2023-05-12 09:20:00+02:00,75.08000183105469,75.13999938964844,75.08000183105469,75.13999938964844,75.13999938964844,79
2023-05-12 09:22:00+02:00,75.13999938964844,75.13999938964844,75.05999755859375,75.08000183105469,75.08000183105469,1731
