Date,Open,High,Low,Close,Adj Close,Volume,Date
2023-05-25 09:30:00-04:00,84.0,84.01000213623047,83.30000305175781,83.30000305175781,83.30000305175781,332460,2023-05-25 09:30:00-04:00
2023-05-25 09:31:00-04:00,83.16000366210938,83.23500061035156,83.0,83.0,83.0,10916,2023-05-25 09:31:00-04:00
2023-05-25 09:32:00-04:00,82.9000015258789,83.04000091552734,82.68000030517578,82.73999786376953,82.73999786376953,7921,2023-05-25 09:32:00-04:00
2023-05-25 09:33:00-04:00,82.5,82.71499633789062,82.41500091552734,82.41500091552734,82.41500091552734,17753,2023-05-25 09:33:00-04:00
2023-05-25 09:34:00-04:00,82.48999786376953,82.56999969482422,82.22000122070312,82.25299835205078,82.25299835205078,11220,2023-05-25 09:34:00-04:00
2023-05-25 09:35:00-04:00,82.30999755859375,82.52249908447266,82.25,82.5,82.5,3982,2023-05-25 09:35:00-04:00
2023-05-25 09:36:00-04:00,82.5,82.5,82.07219696044922,82.16000366210938,82.16000366210938,4977,2023-05-25 09:36:00-04:00
2023-05-25 09:37:00-04:00,82.13999938964844,82.20999908447266,82.08000183105469,82.11000061035156,82.11000061035156,11440,2023-05-25 09:37:00-04:00
2023-05-25 09:38:00-04:00,82.11000061035156,82.12000274658203,81.91000366210938,81.96499633789062,81.96499633789062,19534,2023-05-25 09:38:00-04:00
2023-05-25 09:39:00-04:00,81.96499633789062,82.0999984741211,81.93000030517578,81.98999786376953,81.98999786376953,10268,2023-05-25 09:39:00-04:00
2023-05-25 09:40:00-04:00,82.0,82.0999984741211,82.0,82.0999984741211,82.0999984741211,2976,2023-05-25 09:40:00-04:00
2023-05-25 09:41:00-04:00,82.04000091552734,82.09989929199219,82.0,82.0,82.0,5496,2023-05-25 09:41:00-04:00
2023-05-25 09:42:00-04:00,82.08999633789062,82.16999816894531,82.0,82.0,82.0,10650,2023-05-25 09:42:00-04:00
2023-05-25 09:43:00-04:00,82.04000091552734,82.04000091552734,81.81999969482422,81.8550033569336,81.8550033569336,6862,2023-05-25 09:43:00-04:00
2023-05-25 09:44:00-04:00,81.80999755859375,81.91999816894531,81.75,81.88500213623047,81.88500213623047,5148,2023-05-25 09:44:00-04:00
2023-05-25 09:45:00-04:00,81.8499984741211,82.08000183105469,81.8499984741211,81.99449920654297,81.99449920654297,44318,2023-05-25 09:45:00-04:00
2023-05-25 09:46:00-04:00,82.0186996459961,82.0186996459961,81.92749786376953,81.92749786376953,81.92749786376953,1548,2023-05-25 09:46:00-04:00
2023-05-25 09:47:00-04:00,81.95500183105469,82.02999877929688,81.88999938964844,81.95999908447266,81.95999908447266,15956,2023-05-25 09:47:00-04:00
2023-05-25 09:48:00-04:00,81.9000015258789,81.90499877929688,81.75,81.77999877929688,81.77999877929688,4038,2023-05-25 09:48:00-04:00
2023-05-25 09:49:00-04:00,81.75,81.77999877929688,81.61499786376953,81.68000030517578,81.68000030517578,9313,2023-05-25 09:49:00-04:00
2023-05-25 09:50:00-04:00,81.69999694824219,81.76000213623047,81.62999725341797,81.63999938964844,81.63999938964844,4187,2023-05-25 09:50:00-04:00
2023-05-25 09:51:00-04:00,81.58999633789062,81.61000061035156,81.52999877929688,81.52999877929688,81.52999877929688,5403,2023-05-25 09:51:00-04:00
2023-05-25 09:52:00-04:00,81.54000091552734,81.54000091552734,81.4000015258789,81.4000015258789,81.4000015258789,16731,2023-05-25 09:52:00-04:00
2023-05-25 09:53:00-04:00,81.4000015258789,81.40750122070312,81.37000274658203,81.40750122070312,81.40750122070312,2510,2023-05-25 09:53:00-04:00
2023-05-25 09:54:00-04:00,81.4749984741211,81.4800033569336,81.38999938964844,81.4800033569336,81.4800033569336,3488,2023-05-25 09:54:00-04:00
2023-05-25 09:55:00-04:00,81.44499969482422,81.4749984741211,81.44000244140625,81.44000244140625,81.44000244140625,734,2023-05-25 09:55:00-04:00
2023-05-25 09:56:00-04:00,81.44000244140625,81.44999694824219,81.3499984741211,81.38749694824219,81.38749694824219,7050,2023-05-25 09:56:00-04:00
2023-05-25 09:57:00-04:00,81.41000366210938,81.44499969482422,81.37000274658203,81.44000244140625,81.44000244140625,13500,2023-05-25 09:57:00-04:00
2023-05-25 09:58:00-04:00,81.41500091552734,81.41999816894531,81.37999725341797,81.38999938964844,81.38999938964844,3646,2023-05-25 09:58:00-04:00
2023-05-25 09:59:00-04:00,81.41000366210938,81.4800033569336,81.41000366210938,81.45999908447266,81.45999908447266,5517,2023-05-25 09:59:00-04:00
2023-05-25 10:00:00-04:00,81.51499938964844,81.5958023071289,81.51499938964844,81.58000183105469,81.58000183105469,9622,2023-05-25 10:00:00-04:00
2023-05-25 10:01:00-04:00,81.5999984741211,81.75,81.5999984741211,81.62000274658203,81.62000274658203,5052,2023-05-25 10:01:00-04:00
2023-05-25 10:02:00-04:00,81.62000274658203,81.77999877929688,81.62000274658203,81.77999877929688,81.77999877929688,2449,2023-05-25 10:02:00-04:00
2023-05-25 10:03:00-04:00,81.80999755859375,81.80999755859375,81.6500015258789,81.68499755859375,81.68499755859375,10177,2023-05-25 10:03:00-04:00
2023-05-25 10:04:00-04:00,81.68000030517578,81.98999786376953,81.67500305175781,81.88999938964844,81.88999938964844,19134,2023-05-25 10:04:00-04:00
