Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-15 09:30:00-04:00,173.5,173.8300018310547,173.43499755859375,173.8300018310547,173.8300018310547,14319
2023-05-15 09:31:00-04:00,173.44000244140625,173.44500732421875,173.44000244140625,173.44500732421875,173.44500732421875,572
2023-05-15 09:32:00-04:00,173.25,173.25,173.25,173.25,173.25,324
2023-05-15 09:33:00-04:00,173.34500122070312,173.34500122070312,173.34500122070312,173.34500122070312,173.34500122070312,370
2023-05-15 09:35:00-04:00,173.3300018310547,173.5,173.02999877929688,173.49000549316406,173.49000549316406,4395
2023-05-15 09:36:00-04:00,173.23500061035156,173.33999633789062,173.1199951171875,173.33999633789062,173.33999633789062,1982
2023-05-15 09:37:00-04:00,173.46499633789062,173.46499633789062,173.46499633789062,173.46499633789062,173.46499633789062,221
2023-05-15 09:38:00-04:00,173.06500244140625,173.69000244140625,173.06500244140625,173.52999877929688,173.52999877929688,2387
2023-05-15 09:41:00-04:00,173.7100067138672,173.80999755859375,173.50999450683594,173.6750030517578,173.6750030517578,2889
2023-05-15 09:42:00-04:00,173.63999938964844,173.85000610351562,173.6199951171875,173.85000610351562,173.85000610351562,3356
2023-05-15 09:43:00-04:00,173.72500610351562,173.72500610351562,173.4199981689453,173.50999450683594,173.50999450683594,1966
2023-05-15 09:44:00-04:00,173.67999267578125,173.80999755859375,173.6199951171875,173.6699981689453,173.6699981689453,1644
2023-05-15 09:45:00-04:00,173.61090087890625,173.8249969482422,173.61090087890625,173.8249969482422,173.8249969482422,569
2023-05-15 09:46:00-04:00,173.6999969482422,173.6999969482422,173.69500732421875,173.69500732421875,173.69500732421875,396
2023-05-15 09:48:00-04:00,173.60000610351562,173.81500244140625,173.52499389648438,173.81500244140625,173.81500244140625,3302
2023-05-15 09:49:00-04:00,173.65499877929688,173.7449951171875,173.64500427246094,173.7449951171875,173.7449951171875,808
2023-05-15 09:50:00-04:00,173.77000427246094,173.80999755859375,173.58999633789062,173.61000061035156,173.61000061035156,1649
2023-05-15 09:51:00-04:00,173.50999450683594,173.5449981689453,173.5,173.50999450683594,173.50999450683594,518
2023-05-15 09:52:00-04:00,173.46499633789062,173.46499633789062,173.46499633789062,173.46499633789062,173.46499633789062,202
2023-05-15 09:54:00-04:00,173.47000122070312,173.5,173.38499450683594,173.5,173.5,483
2023-05-15 09:55:00-04:00,173.49000549316406,173.5,173.49000549316406,173.5,173.5,398
2023-05-15 09:56:00-04:00,173.47000122070312,173.47000122070312,173.47000122070312,173.47000122070312,173.47000122070312,283
2023-05-15 09:57:00-04:00,173.5399932861328,173.72500610351562,173.52499389648438,173.6199951171875,173.6199951171875,2254
2023-05-15 09:58:00-04:00,173.72999572753906,173.72999572753906,173.72999572753906,173.72999572753906,173.72999572753906,296
2023-05-15 10:00:00-04:00,173.6999969482422,173.72500610351562,173.52000427246094,173.52000427246094,173.52000427246094,1579
2023-05-15 10:01:00-04:00,173.57000732421875,173.57000732421875,173.5399932861328,173.5449981689453,173.5449981689453,515
2023-05-15 10:02:00-04:00,173.5449981689453,173.5449981689453,173.5449981689453,173.5449981689453,173.5449981689453,225
2023-05-15 10:03:00-04:00,173.51499938964844,173.51499938964844,173.47000122070312,173.5,173.5,1178
2023-05-15 10:04:00-04:00,173.55999755859375,173.58999633789062,173.55999755859375,173.5850067138672,173.5850067138672,979
2023-05-15 10:05:00-04:00,173.60000610351562,173.60000610351562,173.59500122070312,173.59500122070312,173.59500122070312,426
2023-05-15 10:06:00-04:00,173.63999938964844,173.7100067138672,173.5,173.5,173.5,2279
2023-05-15 10:07:00-04:00,173.5449981689453,173.6300048828125,173.5449981689453,173.6300048828125,173.6300048828125,469
2023-05-15 10:08:00-04:00,173.5,173.5,173.4499969482422,173.4499969482422,173.4499969482422,3993
2023-05-15 10:09:00-04:00,173.48500061035156,173.48500061035156,173.3625030517578,173.47999572753906,173.47999572753906,3107
2023-05-15 10:11:00-04:00,173.44749450683594,173.52000427246094,173.4199981689453,173.52000427246094,173.52000427246094,1820
2023-05-15 10:12:00-04:00,173.4600067138672,173.6199951171875,173.44000244140625,173.52000427246094,173.52000427246094,6159
2023-05-15 10:13:00-04:00,173.5,173.50999450683594,173.4499969482422,173.50999450683594,173.50999450683594,559
2023-05-15 10:14:00-04:00,173.5800018310547,173.60000610351562,173.55999755859375,173.5749969482422,173.5749969482422,888
2023-05-15 10:16:00-04:00,173.56500244140625,173.61000061035156,173.55499267578125,173.61000061035156,173.61000061035156,511
2023-05-15 10:17:00-04:00,173.63499450683594,173.6999969482422,173.6300048828125,173.6999969482422,173.6999969482422,897
2023-05-15 10:18:00-04:00,173.65499877929688,173.72000122070312,173.57000732421875,173.63999938964844,173.63999938964844,1027
2023-05-15 10:19:00-04:00,173.5800018310547,173.5800018310547,173.44000244140625,173.4600067138672,173.4600067138672,1336
2023-05-15 10:20:00-04:00,173.5,173.5050048828125,173.5,173.5050048828125,173.5050048828125,409
2023-05-15 10:21:00-04:00,173.42999267578125,173.42999267578125,173.42999267578125,173.42999267578125,173.42999267578125,181
2023-05-15 10:22:00-04:00,173.5,173.5050048828125,173.5,173.5050048828125,173.5050048828125,354
2023-05-15 10:23:00-04:00,173.52000427246094,173.52999877929688,173.22999572753906,173.22999572753906,173.22999572753906,4093
2023-05-15 10:24:00-04:00,173.2449951171875,173.38999938964844,173.2449951171875,173.38999938964844,173.38999938964844,1392
2023-05-15 10:25:00-04:00,173.4149932861328,173.5050048828125,173.4149932861328,173.5050048828125,173.5050048828125,1065
2023-05-15 10:26:00-04:00,173.50999450683594,173.60000610351562,173.5,173.5500030517578,173.5500030517578,1221
2023-05-15 10:27:00-04:00,173.52999877929688,173.55999755859375,173.42010498046875,173.55999755859375,173.55999755859375,683
2023-05-15 10:28:00-04:00,173.55999755859375,173.55999755859375,173.55999755859375,173.55999755859375,173.55999755859375,213
2023-05-15 10:29:00-04:00,173.55999755859375,173.55999755859375,173.55999755859375,173.55999755859375,173.55999755859375,279
2023-05-15 10:30:00-04:00,173.5500030517578,173.77999877929688,173.5500030517578,173.77999877929688,173.77999877929688,4391
2023-05-15 10:31:00-04:00,173.73500061035156,173.9499053955078,173.73500061035156,173.8300018310547,173.8300018310547,5985
2023-05-15 10:32:00-04:00,173.83999633789062,173.83999633789062,173.69000244140625,173.6925048828125,173.6925048828125,871
2023-05-15 10:33:00-04:00,173.8300018310547,173.9149932861328,173.8300018310547,173.8800048828125,173.8800048828125,1285
2023-05-15 10:34:00-04:00,173.9149932861328,174.15750122070312,173.88999938964844,174.15750122070312,174.15750122070312,2422
2023-05-15 10:35:00-04:00,174.1699981689453,174.1699981689453,173.9199981689453,173.9499969482422,173.9499969482422,1779
2023-05-15 10:37:00-04:00,173.99729919433594,174.00999450683594,173.99729919433594,174.00999450683594,174.00999450683594,445
2023-05-15 10:38:00-04:00,173.9499969482422,174.00999450683594,173.8000030517578,173.8000030517578,173.8000030517578,1868
2023-05-15 10:40:00-04:00,173.86000061035156,173.86000061035156,173.86000061035156,173.86000061035156,173.86000061035156,100
2023-05-15 10:41:00-04:00,173.80499267578125,173.9250946044922,173.80499267578125,173.80499267578125,173.80499267578125,546
