Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date
0,90.0999984741211,90.0999984741211,89.86000061035156,90.0,90.0,15945,2023-05-24 09:30:00-04:00,,,,
1,89.19999694824219,91.25,89.19999694824219,90.23999786376953,90.23999786376953,139679,,,,,2023-05-25 09:30:00-04:00
2,90.02999877929688,91.7300033569336,90.0,91.33000183105469,91.33000183105469,94343,,,,,2023-05-25 09:31:00-04:00
3,91.41000366210938,91.5,90.8145980834961,90.9749984741211,90.9749984741211,29952,,,,,2023-05-25 09:32:00-04:00
4,90.94499969482422,90.94499969482422,89.5,89.875,89.875,120106,,,,,2023-05-25 09:33:00-04:00
5,89.69999694824219,90.38500213623047,89.5,89.62000274658203,89.62000274658203,53860,,,,,2023-05-25 09:34:00-04:00
6,90.11000061035156,90.11000061035156,89.5199966430664,89.77999877929688,89.77999877929688,55082,,,,,2023-05-25 09:35:00-04:00
7,89.77999877929688,90.01000213623047,89.5,89.93000030517578,89.93000030517578,24002,,,,,2023-05-25 09:36:00-04:00
8,89.93000030517578,90.02999877929688,89.77999877929688,89.82499694824219,89.82499694824219,3493,,,,,2023-05-25 09:37:00-04:00
9,89.93000030517578,90.01000213623047,89.5,89.5,89.5,53594,,,,,2023-05-25 09:38:00-04:00
10,89.5,90.06999969482422,89.5,89.98999786376953,89.98999786376953,51883,,,,,2023-05-25 09:39:00-04:00
11,90.0426025390625,90.08000183105469,89.91000366210938,89.98999786376953,89.98999786376953,10464,,,,,2023-05-25 09:40:00-04:00
12,89.98999786376953,90.08999633789062,89.87999725341797,89.91000366210938,89.91000366210938,18713,,,,,2023-05-25 09:41:00-04:00
13,89.91000366210938,90.48999786376953,89.91000366210938,90.29499816894531,90.29499816894531,44755,,,,,2023-05-25 09:42:00-04:00
14,90.2300033569336,90.5,90.05000305175781,90.31089782714844,90.31089782714844,34181,,,,,2023-05-25 09:43:00-04:00
