Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date.6,Date.7,Date
0,80.22000122070312,80.33000183105469,79.69999694824219,79.97000122070312,79.97000122070312,0,2023-05-24 09:30:00-04:00,,,,,,,
1,78.69999694824219,78.7300033569336,78.5250015258789,78.62999725341797,78.62999725341797,0,,,,,,,,2023-05-31 09:30:00-04:00
2,78.63999938964844,78.63999938964844,78.54000091552734,78.54000091552734,78.54000091552734,765,,,,,,,,2023-05-31 09:31:00-04:00
3,78.52999877929688,78.58999633789062,78.4800033569336,78.58000183105469,78.58000183105469,1664,,,,,,,,2023-05-31 09:32:00-04:00
4,78.33999633789062,78.48999786376953,78.31999969482422,78.4749984741211,78.4749984741211,1354,,,,,,,,2023-05-31 09:33:00-04:00
5,78.29000091552734,78.36000061035156,78.29000091552734,78.36000061035156,78.36000061035156,570,,,,,,,,2023-05-31 09:34:00-04:00
6,78.41999816894531,78.41999816894531,78.36000061035156,78.36000061035156,78.36000061035156,1683,,,,,,,,2023-05-31 09:35:00-04:00
7,78.37999725341797,78.37999725341797,78.37999725341797,78.37999725341797,78.37999725341797,237,,,,,,,,2023-05-31 09:36:00-04:00
8,78.36499786376953,78.36499786376953,78.36000061035156,78.36000061035156,78.36000061035156,472,,,,,,,,2023-05-31 09:37:00-04:00
9,78.38500213623047,78.41999816894531,78.31999969482422,78.36000061035156,78.36000061035156,1465,,,,,,,,2023-05-31 09:38:00-04:00
10,78.2699966430664,78.27999877929688,78.25,78.25,78.25,384,,,,,,,,2023-05-31 09:39:00-04:00
11,78.26499938964844,78.26499938964844,78.24500274658203,78.24500274658203,78.24500274658203,782,,,,,,,,2023-05-31 09:40:00-04:00
12,78.24500274658203,78.33000183105469,78.24500274658203,78.32499694824219,78.32499694824219,2152,,,,,,,,2023-05-31 09:41:00-04:00
13,78.4000015258789,78.41999816894531,78.37999725341797,78.41999816894531,78.41999816894531,2697,,,,,,,,2023-05-31 09:42:00-04:00
14,78.38500213623047,78.41999816894531,78.38500213623047,78.38500213623047,78.38500213623047,2766,,,,,,,,2023-05-31 09:43:00-04:00
15,78.38999938964844,78.51000213623047,78.375,78.48999786376953,78.48999786376953,9505,,,,,,,,2023-05-31 09:44:00-04:00
16,78.48999786376953,78.48999786376953,78.44000244140625,78.44000244140625,78.44000244140625,8007,,,,,,,,2023-05-31 09:45:00-04:00
17,78.45999908447266,78.45999908447266,78.33499908447266,78.33499908447266,78.33499908447266,2925,,,,,,,,2023-05-31 09:46:00-04:00
18,78.29000091552734,78.30999755859375,78.25,78.29669952392578,78.29669952392578,3179,,,,,,,,2023-05-31 09:47:00-04:00
19,78.19999694824219,78.19999694824219,78.16999816894531,78.16999816894531,78.16999816894531,1314,,,,,,,,2023-05-31 09:48:00-04:00
20,78.18000030517578,78.19000244140625,78.18000030517578,78.19000244140625,78.19000244140625,783,,,,,,,,2023-05-31 09:49:00-04:00
21,78.2300033569336,78.33999633789062,78.2300033569336,78.33999633789062,78.33999633789062,1530,,,,,,,,2023-05-31 09:50:00-04:00
22,78.36000061035156,78.36000061035156,78.36000061035156,78.36000061035156,78.36000061035156,226,,,,,,,,2023-05-31 09:51:00-04:00
23,78.36499786376953,78.36499786376953,78.31999969482422,78.31999969482422,78.31999969482422,972,,,,,,,,2023-05-31 09:52:00-04:00
24,78.37999725341797,78.4800033569336,78.37999725341797,78.38999938964844,78.38999938964844,6363,,,,,,,,2023-05-31 09:53:00-04:00
25,78.4800033569336,78.4800033569336,78.4800033569336,78.4800033569336,78.4800033569336,390,,,,,,,,2023-05-31 09:54:00-04:00
26,78.4800033569336,78.48999786376953,78.4800033569336,78.48999786376953,78.48999786376953,1019,,,,,,,,2023-05-31 09:55:00-04:00
27,78.41999816894531,78.47000122070312,78.41999816894531,78.44999694824219,78.44999694824219,5701,,,,,,,,2023-05-31 09:56:00-04:00
28,78.43000030517578,78.43000030517578,78.43000030517578,78.43000030517578,78.43000030517578,436,,,,,,,,2023-05-31 09:57:00-04:00
29,78.42500305175781,78.52999877929688,78.37999725341797,78.5199966430664,78.5199966430664,12269,,,,,,,,2023-05-31 09:58:00-04:00
30,78.52999877929688,78.55000305175781,78.52999877929688,78.55000305175781,78.55000305175781,2036,,,,,,,,2023-05-31 09:59:00-04:00
31,78.55000305175781,78.59500122070312,78.5,78.59500122070312,78.59500122070312,9052,,,,,,,,2023-05-31 10:00:00-04:00
32,78.6050033569336,78.6500015258789,78.6050033569336,78.6500015258789,78.6500015258789,1058,,,,,,,,2023-05-31 10:01:00-04:00
33,78.6500015258789,78.72000122070312,78.61000061035156,78.70999908447266,78.70999908447266,30861,,,,,,,,2023-05-31 10:02:00-04:00
34,78.66500091552734,78.76000213623047,78.61000061035156,78.72000122070312,78.72000122070312,12287,,,,,,,,2023-05-31 10:03:00-04:00
35,78.70500183105469,78.81999969482422,78.70500183105469,78.78500366210938,78.78500366210938,17003,,,,,,,,2023-05-31 10:04:00-04:00
36,78.7699966430664,78.9000015258789,78.76000213623047,78.9000015258789,78.9000015258789,8455,,,,,,,,2023-05-31 10:05:00-04:00
37,78.87000274658203,78.87000274658203,78.80999755859375,78.80999755859375,78.80999755859375,4151,,,,,,,,2023-05-31 10:06:00-04:00
38,78.7750015258789,78.7750015258789,78.66500091552734,78.69000244140625,78.69000244140625,3272,,,,,,,,2023-05-31 10:07:00-04:00
39,78.6500015258789,78.70999908447266,78.54499816894531,78.70999908447266,78.70999908447266,7079,,,,,,,,2023-05-31 10:08:00-04:00
40,78.625,78.66999816894531,78.625,78.66000366210938,78.66000366210938,765,,,,,,,,2023-05-31 10:09:00-04:00
41,78.625,78.63999938964844,78.58000183105469,78.63999938964844,78.63999938964844,3678,,,,,,,,2023-05-31 10:10:00-04:00
42,78.61499786376953,78.61499786376953,78.61499786376953,78.61499786376953,78.61499786376953,556,,,,,,,,2023-05-31 10:11:00-04:00
43,78.61000061035156,78.62999725341797,78.58000183105469,78.61000061035156,78.61000061035156,4588,,,,,,,,2023-05-31 10:12:00-04:00
44,78.5999984741211,78.62000274658203,78.5999984741211,78.62000274658203,78.62000274658203,1098,,,,,,,,2023-05-31 10:13:00-04:00
45,78.5999984741211,78.5999984741211,78.5999984741211,78.5999984741211,78.5999984741211,2336,,,,,,,,2023-05-31 10:14:00-04:00
46,78.61000061035156,78.69000244140625,78.61000061035156,78.69000244140625,78.69000244140625,30717,,,,,,,,2023-05-31 10:15:00-04:00
47,78.66999816894531,78.66999816894531,78.66999816894531,78.66999816894531,78.66999816894531,110,,,,,,,,2023-05-31 10:16:00-04:00
48,78.67500305175781,78.67500305175781,78.67500305175781,78.67500305175781,78.67500305175781,229,,,,,,,,2023-05-31 10:17:00-04:00
49,78.6449966430664,78.73999786376953,78.6449966430664,78.72000122070312,78.72000122070312,3284,,,,,,,,2023-05-31 10:18:00-04:00
50,78.72000122070312,78.7699966430664,78.72000122070312,78.7699966430664,78.7699966430664,1056,,,,,,,,2023-05-31 10:19:00-04:00
51,78.79499816894531,78.79499816894531,78.76000213623047,78.79000091552734,78.79000091552734,737,,,,,,,,2023-05-31 10:20:00-04:00
52,78.7699966430664,78.7699966430664,78.75499725341797,78.75499725341797,78.75499725341797,1092,,,,,,,,2023-05-31 10:21:00-04:00
53,78.74500274658203,78.74500274658203,78.72000122070312,78.7300033569336,78.7300033569336,1477,,,,,,,,2023-05-31 10:22:00-04:00
54,78.69000244140625,78.73999786376953,78.69000244140625,78.7249984741211,78.7249984741211,1062,,,,,,,,2023-05-31 10:23:00-04:00
55,78.72000122070312,78.72000122070312,78.63999938964844,78.69000244140625,78.69000244140625,4406,,,,,,,,2023-05-31 10:24:00-04:00
56,78.65499877929688,78.65499877929688,78.62000274658203,78.63999938964844,78.63999938964844,1373,,,,,,,,2023-05-31 10:25:00-04:00
57,78.61499786376953,78.63999938964844,78.5999984741211,78.63999938964844,78.63999938964844,1675,,,,,,,,2023-05-31 10:26:00-04:00
58,78.65499877929688,78.65499877929688,78.61000061035156,78.62000274658203,78.62000274658203,1937,,,,,,,,2023-05-31 10:27:00-04:00
59,78.61499786376953,78.61499786376953,78.55999755859375,78.58000183105469,78.58000183105469,1617,,,,,,,,2023-05-31 10:28:00-04:00
60,78.56999969482422,78.58999633789062,78.56999969482422,78.58999633789062,78.58999633789062,422,,,,,,,,2023-05-31 10:29:00-04:00
61,78.54000091552734,78.61000061035156,78.54000091552734,78.58999633789062,78.58999633789062,3327,,,,,,,,2023-05-31 10:30:00-04:00
62,78.56999969482422,78.58999633789062,78.56999969482422,78.58000183105469,78.58000183105469,1275,,,,,,,,2023-05-31 10:31:00-04:00
63,78.55999755859375,78.55999755859375,78.55000305175781,78.55000305175781,78.55000305175781,646,,,,,,,,2023-05-31 10:32:00-04:00
64,78.56500244140625,78.56500244140625,78.56500244140625,78.56500244140625,78.56500244140625,256,,,,,,,,2023-05-31 10:33:00-04:00
65,78.58999633789062,78.58999633789062,78.54000091552734,78.56999969482422,78.56999969482422,1499,,,,,,,,2023-05-31 10:34:00-04:00
66,78.54000091552734,78.58999633789062,78.52999877929688,78.58000183105469,78.58000183105469,1758,,,,,,,,2023-05-31 10:35:00-04:00
67,78.58499908447266,78.58499908447266,78.54000091552734,78.54000091552734,78.54000091552734,1972,,,,,,,,2023-05-31 10:36:00-04:00
68,78.54499816894531,78.54499816894531,78.5199966430664,78.53250122070312,78.53250122070312,870,,,,,,,,2023-05-31 10:37:00-04:00
69,78.54499816894531,78.54499816894531,78.54499816894531,78.54499816894531,78.54499816894531,189,,,,,,,,2023-05-31 10:38:00-04:00
70,78.54499816894531,78.54499816894531,78.54499816894531,78.54499816894531,78.54499816894531,545,,,,,,,,2023-05-31 10:39:00-04:00
71,78.54499816894531,78.55000305175781,78.5199966430664,78.5199966430664,78.5199966430664,2986,,,,,,,,2023-05-31 10:40:00-04:00
72,78.5250015258789,78.5250015258789,78.47000122070312,78.48500061035156,78.48500061035156,1358,,,,,,,,2023-05-31 10:41:00-04:00
73,78.5,78.58000183105469,78.48999786376953,78.58000183105469,78.58000183105469,4001,,,,,,,,2023-05-31 10:42:00-04:00
74,78.55999755859375,78.55999755859375,78.55000305175781,78.55000305175781,78.55000305175781,605,,,,,,,,2023-05-31 10:43:00-04:00
75,78.54000091552734,78.61000061035156,78.54000091552734,78.61000061035156,78.61000061035156,1870,,,,,,,,2023-05-31 10:44:00-04:00
76,78.62999725341797,78.69000244140625,78.62999725341797,78.69000244140625,78.69000244140625,1780,,,,,,,,2023-05-31 10:45:00-04:00
77,78.63999938964844,78.63999938964844,78.63999938964844,78.63999938964844,78.63999938964844,497,,,,,,,,2023-05-31 10:46:00-04:00
78,78.625,78.625,78.625,78.625,78.625,203,,,,,,,,2023-05-31 10:47:00-04:00
79,78.58999633789062,78.58999633789062,78.54000091552734,78.54000091552734,78.54000091552734,1922,,,,,,,,2023-05-31 10:48:00-04:00
80,78.55999755859375,78.59500122070312,78.55999755859375,78.59500122070312,78.59500122070312,1298,,,,,,,,2023-05-31 10:49:00-04:00
81,78.6050033569336,78.6050033569336,78.6050033569336,78.6050033569336,78.6050033569336,367,,,,,,,,2023-05-31 10:50:00-04:00
82,78.5999984741211,78.5999984741211,78.5999984741211,78.5999984741211,78.5999984741211,395,,,,,,,,2023-05-31 10:51:00-04:00
83,78.5999984741211,78.5999984741211,78.55500030517578,78.55500030517578,78.55500030517578,1278,,,,,,,,2023-05-31 10:52:00-04:00
84,78.55999755859375,78.56999969482422,78.54000091552734,78.56999969482422,78.56999969482422,1749,,,,,,,,2023-05-31 10:53:00-04:00
85,78.5199966430664,78.5250015258789,78.51000213623047,78.5199966430664,78.5199966430664,1106,,,,,,,,2023-05-31 10:54:00-04:00
