Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date
0,85.79000091552734,86.19000244140625,85.79000091552734,85.91000366210938,85.91000366210938,55198,2023-05-24 09:30:00-04:00,,
1,85.79000091552734,86.19000244140625,85.79000091552734,85.91000366210938,85.91000366210938,55198,,,2023-05-24 09:30:00-04:00
2,85.8499984741211,85.97000122070312,85.70999908447266,85.94000244140625,85.94000244140625,12712,,,2023-05-24 09:31:00-04:00
3,86.0,86.0999984741211,85.98999786376953,86.05999755859375,86.05999755859375,6139,,,2023-05-24 09:32:00-04:00
4,86.08999633789062,86.08999633789062,85.93000030517578,85.93000030517578,85.93000030517578,4575,,,2023-05-24 09:33:00-04:00
5,85.87000274658203,85.94999694824219,85.87000274658203,85.93499755859375,85.93499755859375,2867,,,2023-05-24 09:34:00-04:00
6,85.88999938964844,85.9000015258789,85.73999786376953,85.77999877929688,85.77999877929688,6374,,,2023-05-24 09:35:00-04:00
7,85.75,85.76499938964844,85.69000244140625,85.69499969482422,85.69499969482422,3610,,,2023-05-24 09:36:00-04:00
8,85.72000122070312,85.79499816894531,85.69499969482422,85.79499816894531,85.79499816894531,3919,,,2023-05-24 09:37:00-04:00
9,85.79499816894531,85.83000183105469,85.77999877929688,85.80000305175781,85.80000305175781,2345,,,2023-05-24 09:38:00-04:00
10,85.7699966430664,85.77999877929688,85.70999908447266,85.77999877929688,85.77999877929688,3377,,,2023-05-24 09:39:00-04:00
11,85.77999877929688,85.79239654541016,85.77159881591797,85.77159881591797,85.77159881591797,1896,,,2023-05-24 09:40:00-04:00
12,85.77999877929688,85.83499908447266,85.7699966430664,85.7699966430664,85.7699966430664,1570,,,2023-05-24 09:41:00-04:00
13,85.7699966430664,85.7699966430664,85.73999786376953,85.76000213623047,85.76000213623047,2313,,,2023-05-24 09:42:00-04:00
14,85.78500366210938,85.81999969482422,85.76000213623047,85.76000213623047,85.76000213623047,1107,,,2023-05-24 09:43:00-04:00
15,85.7300033569336,85.84500122070312,85.7300033569336,85.80999755859375,85.80999755859375,2154,,,2023-05-24 09:44:00-04:00
16,85.86000061035156,85.93000030517578,85.86000061035156,85.8949966430664,85.8949966430664,2219,,,2023-05-24 09:45:00-04:00
17,85.92500305175781,86.03500366210938,85.92500305175781,86.03500366210938,86.03500366210938,1444,,,2023-05-24 09:46:00-04:00
18,86.03500366210938,86.05999755859375,85.93000030517578,85.94999694824219,85.94999694824219,4254,,,2023-05-24 09:47:00-04:00
19,85.94499969482422,85.94499969482422,85.77999877929688,85.77999877929688,85.77999877929688,2122,,,2023-05-24 09:48:00-04:00
20,85.75,85.75,85.72000122070312,85.73999786376953,85.73999786376953,1608,,,2023-05-24 09:49:00-04:00
21,85.70999908447266,85.70999908447266,85.70999908447266,85.70999908447266,85.70999908447266,4279,,,2023-05-24 09:50:00-04:00
22,85.81999969482422,85.91000366210938,85.81999969482422,85.91000366210938,85.91000366210938,1483,,,2023-05-24 09:51:00-04:00
23,85.88999938964844,85.88999938964844,85.75,85.81999969482422,85.81999969482422,3076,,,2023-05-24 09:52:00-04:00
24,85.80799865722656,85.81999969482422,85.77999877929688,85.77999877929688,85.77999877929688,2379,,,2023-05-24 09:53:00-04:00
25,85.83000183105469,85.83000183105469,85.72000122070312,85.72000122070312,85.72000122070312,2637,,,2023-05-24 09:54:00-04:00
26,85.70999908447266,85.76300048828125,85.69999694824219,85.75,85.75,2308,,,2023-05-24 09:55:00-04:00
27,85.75,85.75,85.6500015258789,85.70999908447266,85.70999908447266,3542,,,2023-05-24 09:56:00-04:00
28,85.69000244140625,85.72000122070312,85.68000030517578,85.72000122070312,85.72000122070312,2149,,,2023-05-24 09:57:00-04:00
29,85.7300033569336,85.7300033569336,85.6249008178711,85.6249008178711,85.6249008178711,2301,,,2023-05-24 09:58:00-04:00
30,85.69000244140625,85.7300033569336,85.69000244140625,85.7300033569336,85.7300033569336,1461,,,2023-05-24 09:59:00-04:00
31,85.7699966430664,85.8499984741211,85.7699966430664,85.81999969482422,85.81999969482422,3038,,,2023-05-24 10:00:00-04:00
32,85.8499984741211,85.8499984741211,85.77999877929688,85.78500366210938,85.78500366210938,2281,,,2023-05-24 10:01:00-04:00
33,85.77999877929688,85.80999755859375,85.77999877929688,85.77999877929688,85.77999877929688,3414,,,2023-05-24 10:02:00-04:00
34,85.80999755859375,85.87999725341797,85.80999755859375,85.87999725341797,85.87999725341797,1275,,,2023-05-24 10:03:00-04:00
35,85.89009857177734,85.91999816894531,85.87999725341797,85.8949966430664,85.8949966430664,3327,,,2023-05-24 10:04:00-04:00
36,85.88999938964844,85.9697036743164,85.88099670410156,85.91220092773438,85.91220092773438,4563,,,2023-05-24 10:05:00-04:00
37,85.88999938964844,85.88999938964844,85.83999633789062,85.83999633789062,85.83999633789062,1020,,,2023-05-24 10:06:00-04:00
38,85.8499984741211,85.86499786376953,85.8499984741211,85.86499786376953,85.86499786376953,744,,,2023-05-24 10:07:00-04:00
39,85.94999694824219,85.94999694824219,85.91999816894531,85.94000244140625,85.94000244140625,1805,,,2023-05-24 10:08:00-04:00
40,85.9800033569336,86.0199966430664,85.9800033569336,86.0,86.0,2201,,,2023-05-24 10:09:00-04:00
41,86.0,86.0,85.95010375976562,85.95010375976562,85.95010375976562,905,,,2023-05-24 10:10:00-04:00
