Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date
0,155.7899932861328,156.05999755859375,155.47999572753906,155.89999389648438,155.89999389648438,12923,2023-05-24 09:30:00-04:00,,,
1,155.7899932861328,156.05999755859375,155.47999572753906,155.89999389648438,155.89999389648438,12923,,,,2023-05-24 09:30:00-04:00
2,155.50999450683594,155.72999572753906,155.50999450683594,155.72999572753906,155.72999572753906,654,,,,2023-05-24 09:31:00-04:00
3,155.73500061035156,155.73500061035156,155.49000549316406,155.49000549316406,155.49000549316406,2289,,,,2023-05-24 09:32:00-04:00
4,155.50999450683594,155.50999450683594,155.25999450683594,155.34500122070312,155.34500122070312,2440,,,,2023-05-24 09:33:00-04:00
5,155.66000366210938,155.68499755859375,155.54750061035156,155.54750061035156,155.54750061035156,782,,,,2023-05-24 09:34:00-04:00
6,155.5500030517578,155.5500030517578,155.5500030517578,155.5500030517578,155.5500030517578,772,,,,2023-05-24 09:35:00-04:00
7,155.6699981689453,155.72500610351562,155.5500030517578,155.5500030517578,155.5500030517578,2174,,,,2023-05-24 09:36:00-04:00
8,155.55999755859375,155.8300018310547,155.55999755859375,155.8300018310547,155.8300018310547,798,,,,2023-05-24 09:37:00-04:00
9,155.88999938964844,155.88999938964844,155.88999938964844,155.88999938964844,155.88999938964844,310,,,,2023-05-24 09:38:00-04:00
10,155.9499969482422,156.1425018310547,155.89999389648438,156.1425018310547,156.1425018310547,1457,,,,2023-05-24 09:39:00-04:00
11,156.0,156.1199951171875,156.0,156.08999633789062,156.08999633789062,2154,,,,2023-05-24 09:40:00-04:00
12,156.22000122070312,156.26499938964844,156.22000122070312,156.26499938964844,156.26499938964844,2570,,,,2023-05-24 09:41:00-04:00
13,156.26499938964844,156.3800048828125,156.2100067138672,156.2550048828125,156.2550048828125,7299,,,,2023-05-24 09:42:00-04:00
14,156.2100067138672,156.3000030517578,156.2100067138672,156.26499938964844,156.26499938964844,1212,,,,2023-05-24 09:43:00-04:00
15,156.3000030517578,156.3000030517578,156.2899932861328,156.2899932861328,156.2899932861328,852,,,,2023-05-24 09:44:00-04:00
16,156.38999938964844,156.38999938964844,156.38999938964844,156.38999938964844,156.38999938964844,193,,,,2023-05-24 09:45:00-04:00
17,156.2899932861328,156.2899932861328,156.02000427246094,156.05250549316406,156.05250549316406,6652,,,,2023-05-24 09:46:00-04:00
18,155.97000122070312,156.0800018310547,155.97000122070312,156.07000732421875,156.07000732421875,2914,,,,2023-05-24 09:47:00-04:00
19,155.9600067138672,155.9600067138672,155.9600067138672,155.9600067138672,155.9600067138672,231,,,,2023-05-24 09:48:00-04:00
20,155.97500610351562,155.97500610351562,155.97500610351562,155.97500610351562,155.97500610351562,159,,,,2023-05-24 09:50:00-04:00
21,155.97500610351562,155.97500610351562,155.97500610351562,155.97500610351562,155.97500610351562,124,,,,2023-05-24 09:51:00-04:00
22,155.9550018310547,156.00999450683594,155.88999938964844,155.89999389648438,155.89999389648438,2192,,,,2023-05-24 09:52:00-04:00
23,155.89999389648438,156.0,155.89999389648438,155.99000549316406,155.99000549316406,1538,,,,2023-05-24 09:53:00-04:00
24,155.9199981689453,155.9199981689453,155.77000427246094,155.77000427246094,155.77000427246094,2505,,,,2023-05-24 09:54:00-04:00
25,155.83999633789062,155.88999938964844,155.78500366210938,155.88999938964844,155.88999938964844,2911,,,,2023-05-24 09:55:00-04:00
26,155.8574981689453,155.8574981689453,155.84249877929688,155.84249877929688,155.84249877929688,268,,,,2023-05-24 09:56:00-04:00
27,155.88999938964844,155.88999938964844,155.77499389648438,155.77499389648438,155.77499389648438,1508,,,,2023-05-24 09:57:00-04:00
28,155.7899932861328,155.86000061035156,155.7899932861328,155.82749938964844,155.82749938964844,994,,,,2023-05-24 09:58:00-04:00
29,155.72999572753906,155.86000061035156,155.72999572753906,155.78500366210938,155.78500366210938,3975,,,,2023-05-24 09:59:00-04:00
30,155.74249267578125,155.83999633789062,155.69500732421875,155.69500732421875,155.69500732421875,6883,,,,2023-05-24 10:00:00-04:00
31,155.70249938964844,155.70249938964844,155.50999450683594,155.50999450683594,155.50999450683594,4064,,,,2023-05-24 10:01:00-04:00
32,155.52000427246094,155.5399932861328,155.42999267578125,155.47999572753906,155.47999572753906,3961,,,,2023-05-24 10:02:00-04:00
33,155.47999572753906,155.52000427246094,155.47000122070312,155.5,155.5,1365,,,,2023-05-24 10:03:00-04:00
34,155.4949951171875,155.4949951171875,155.31500244140625,155.3300018310547,155.3300018310547,2300,,,,2023-05-24 10:04:00-04:00
35,155.3300018310547,155.4199981689453,155.3000030517578,155.35499572753906,155.35499572753906,2347,,,,2023-05-24 10:05:00-04:00
36,155.35499572753906,155.35499572753906,155.3000030517578,155.3350067138672,155.3350067138672,1535,,,,2023-05-24 10:06:00-04:00
37,155.3350067138672,155.3350067138672,155.3350067138672,155.3350067138672,155.3350067138672,873,,,,2023-05-24 10:07:00-04:00
38,155.3350067138672,155.3350067138672,155.27999877929688,155.2899932861328,155.2899932861328,3194,,,,2023-05-24 10:08:00-04:00
39,155.31500244140625,155.31500244140625,155.2449951171875,155.2449951171875,155.2449951171875,2074,,,,2023-05-24 10:09:00-04:00
40,155.3000030517578,155.36000061035156,155.2899932861328,155.36000061035156,155.36000061035156,1403,,,,2023-05-24 10:10:00-04:00
41,155.27000427246094,155.42999267578125,155.15499877929688,155.42999267578125,155.42999267578125,15759,,,,2023-05-24 10:11:00-04:00
42,155.4600067138672,155.5399932861328,155.4600067138672,155.48500061035156,155.48500061035156,2318,,,,2023-05-24 10:12:00-04:00
43,155.44000244140625,155.44000244140625,155.38999938964844,155.38999938964844,155.38999938964844,267,,,,2023-05-24 10:13:00-04:00
44,155.39500427246094,155.61000061035156,155.35000610351562,155.61000061035156,155.61000061035156,2941,,,,2023-05-24 10:14:00-04:00
45,155.55999755859375,155.5749969482422,155.4113006591797,155.4113006591797,155.4113006591797,3227,,,,2023-05-24 10:15:00-04:00
46,155.4600067138672,155.52999877929688,155.4600067138672,155.52999877929688,155.52999877929688,831,,,,2023-05-24 10:16:00-04:00
47,155.52999877929688,155.60000610351562,155.52000427246094,155.60000610351562,155.60000610351562,3265,,,,2023-05-24 10:17:00-04:00
48,155.58999633789062,155.75999450683594,155.5800018310547,155.72000122070312,155.72000122070312,2151,,,,2023-05-24 10:18:00-04:00
49,155.75,155.75,155.72000122070312,155.72000122070312,155.72000122070312,750,,,,2023-05-24 10:19:00-04:00
50,155.6199951171875,155.6199951171875,155.60000610351562,155.60000610351562,155.60000610351562,563,,,,2023-05-24 10:20:00-04:00
51,155.60000610351562,155.66000366210938,155.58999633789062,155.58999633789062,155.58999633789062,2023,,,,2023-05-24 10:21:00-04:00
52,155.58999633789062,155.60000610351562,155.5399932861328,155.5500030517578,155.5500030517578,2406,,,,2023-05-24 10:22:00-04:00
53,155.60000610351562,155.60000610351562,155.5850067138672,155.5850067138672,155.5850067138672,1204,,,,2023-05-24 10:23:00-04:00
54,155.5850067138672,155.60000610351562,155.5399932861328,155.5850067138672,155.5850067138672,3785,,,,2023-05-24 10:24:00-04:00
55,155.6300048828125,155.63999938964844,155.60000610351562,155.60000610351562,155.60000610351562,2468,,,,2023-05-24 10:25:00-04:00
56,155.60000610351562,155.60000610351562,155.60000610351562,155.60000610351562,155.60000610351562,702,,,,2023-05-24 10:26:00-04:00
57,155.60000610351562,155.6300048828125,155.60000610351562,155.60000610351562,155.60000610351562,2632,,,,2023-05-24 10:27:00-04:00
58,155.6199951171875,155.6699981689453,155.60000610351562,155.6300048828125,155.6300048828125,2802,,,,2023-05-24 10:28:00-04:00
59,155.6300048828125,155.6300048828125,155.5399932861328,155.61000061035156,155.61000061035156,3510,,,,2023-05-24 10:29:00-04:00
