Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date
0,160.5800018310547,160.99000549316406,160.3000030517578,160.30999755859375,160.30999755859375,12844,2023-05-24 09:30:00-04:00,,,,,
1,161.52000427246094,161.74000549316406,160.7899932861328,161.74000549316406,161.74000549316406,11527,,,,,,2023-05-26 09:30:00-04:00
2,161.67999267578125,162.24000549316406,161.25999450683594,162.24000549316406,162.24000549316406,5958,,,,,,2023-05-26 09:31:00-04:00
3,161.97999572753906,162.05499267578125,161.8574981689453,161.86000061035156,161.86000061035156,3420,,,,,,2023-05-26 09:32:00-04:00
4,161.85499572753906,161.9199981689453,161.85499572753906,161.9199981689453,161.9199981689453,521,,,,,,2023-05-26 09:33:00-04:00
5,161.8300018310547,162.14999389648438,161.8300018310547,162.06500244140625,162.06500244140625,5300,,,,,,2023-05-26 09:34:00-04:00
6,162.0800018310547,162.25999450683594,162.0800018310547,162.10499572753906,162.10499572753906,1195,,,,,,2023-05-26 09:35:00-04:00
7,162.26499938964844,162.7100067138672,162.22999572753906,162.6116943359375,162.6116943359375,3754,,,,,,2023-05-26 09:36:00-04:00
8,162.69000244140625,162.69000244140625,162.24000549316406,162.36000061035156,162.36000061035156,5366,,,,,,2023-05-26 09:37:00-04:00
9,162.35499572753906,162.35499572753906,162.35499572753906,162.35499572753906,162.35499572753906,343,,,,,,2023-05-26 09:38:00-04:00
10,162.4600067138672,162.9149932861328,162.4600067138672,162.90499877929688,162.90499877929688,1902,,,,,,2023-05-26 09:39:00-04:00
11,162.8000030517578,162.8000030517578,162.8000030517578,162.8000030517578,162.8000030517578,363,,,,,,2023-05-26 09:40:00-04:00
12,162.88999938964844,162.88999938964844,162.64500427246094,162.64500427246094,162.64500427246094,7435,,,,,,2023-05-26 09:41:00-04:00
13,162.51499938964844,162.51499938964844,162.51499938964844,162.51499938964844,162.51499938964844,154,,,,,,2023-05-26 09:42:00-04:00
14,162.48500061035156,162.8800048828125,162.48500061035156,162.8800048828125,162.8800048828125,3022,,,,,,2023-05-26 09:43:00-04:00
15,162.8800048828125,162.8800048828125,162.77999877929688,162.77999877929688,162.77999877929688,464,,,,,,2023-05-26 09:44:00-04:00
16,162.89999389648438,163.19000244140625,162.89999389648438,163.08999633789062,163.08999633789062,6403,,,,,,2023-05-26 09:45:00-04:00
17,163.0449981689453,163.1300048828125,163.0449981689453,163.07000732421875,163.07000732421875,612,,,,,,2023-05-26 09:46:00-04:00
18,163.07000732421875,163.13999938964844,163.00999450683594,163.13999938964844,163.13999938964844,3304,,,,,,2023-05-26 09:47:00-04:00
19,163.13999938964844,163.14999389648438,163.10000610351562,163.14999389648438,163.14999389648438,674,,,,,,2023-05-26 09:48:00-04:00
20,163.0500030517578,163.1750030517578,162.94000244140625,162.94000244140625,162.94000244140625,3717,,,,,,2023-05-26 09:49:00-04:00
21,163.02589416503906,163.02589416503906,162.88999938964844,162.9600067138672,162.9600067138672,1384,,,,,,2023-05-26 09:50:00-04:00
22,162.8699951171875,163.07000732421875,162.8300018310547,163.02999877929688,163.02999877929688,8005,,,,,,2023-05-26 09:51:00-04:00
23,163.02000427246094,163.02000427246094,162.83999633789062,162.83999633789062,162.83999633789062,4410,,,,,,2023-05-26 09:52:00-04:00
24,162.92999267578125,163.1199951171875,162.92999267578125,163.1199951171875,163.1199951171875,2601,,,,,,2023-05-26 09:53:00-04:00
25,163.09500122070312,163.19000244140625,162.99000549316406,163.19000244140625,163.19000244140625,3625,,,,,,2023-05-26 09:54:00-04:00
26,163.07000732421875,163.10000610351562,163.07000732421875,163.10000610351562,163.10000610351562,916,,,,,,2023-05-26 09:55:00-04:00
27,163.18499755859375,163.18499755859375,163.13999938964844,163.13999938964844,163.13999938964844,682,,,,,,2023-05-26 09:56:00-04:00
28,163.19000244140625,163.22000122070312,163.0449981689453,163.16000366210938,163.16000366210938,1465,,,,,,2023-05-26 09:57:00-04:00
29,163.1999969482422,163.1999969482422,163.09500122070312,163.09500122070312,163.09500122070312,1959,,,,,,2023-05-26 09:58:00-04:00
30,163.1300048828125,163.1649932861328,162.89999389648438,162.89999389648438,162.89999389648438,4600,,,,,,2023-05-26 09:59:00-04:00
31,162.89999389648438,163.2100067138672,162.89999389648438,163.14999389648438,163.14999389648438,4335,,,,,,2023-05-26 10:00:00-04:00
32,163.25999450683594,163.57000732421875,163.25999450683594,163.4600067138672,163.4600067138672,5953,,,,,,2023-05-26 10:01:00-04:00
33,163.41000366210938,163.4199981689453,163.0050048828125,163.1300048828125,163.1300048828125,3937,,,,,,2023-05-26 10:02:00-04:00
34,163.0399932861328,163.06500244140625,162.8699951171875,162.94500732421875,162.94500732421875,3777,,,,,,2023-05-26 10:03:00-04:00
35,163.0399932861328,163.3000030517578,163.02000427246094,163.3000030517578,163.3000030517578,1820,,,,,,2023-05-26 10:04:00-04:00
36,163.3000030517578,163.3000030517578,163.14999389648438,163.1649932861328,163.1649932861328,2145,,,,,,2023-05-26 10:05:00-04:00
