Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date
0,126.62000274658205,126.62000274658205,126.62000274658205,126.62000274658205,126.62000274658205,3932,2023-05-24 09:30:00-04:00,,,,,
1,127.38999938964844,127.38999938964844,127.38999938964844,127.38999938964844,127.38999938964844,0,,,,,,2023-05-26 09:30:00-04:00
2,127.7699966430664,127.7699966430664,127.7699966430664,127.7699966430664,127.7699966430664,133,,,,,,2023-05-26 09:34:00-04:00
3,127.87999725341797,127.87999725341797,127.87999725341797,127.87999725341797,127.87999725341797,453,,,,,,2023-05-26 09:35:00-04:00
4,127.38500213623047,127.38500213623047,127.38500213623047,127.38500213623047,127.38500213623047,105,,,,,,2023-05-26 09:36:00-04:00
5,127.69999694824219,127.69999694824219,127.25499725341797,127.25499725341797,127.25499725341797,550,,,,,,2023-05-26 09:37:00-04:00
6,127.45999908447266,127.45999908447266,127.45999908447266,127.45999908447266,127.45999908447266,1183,,,,,,2023-05-26 09:39:00-04:00
7,127.8550033569336,128.07000732421875,127.8550033569336,128.07000732421875,128.07000732421875,851,,,,,,2023-05-26 09:40:00-04:00
8,127.8499984741211,127.8499984741211,127.8499984741211,127.8499984741211,127.8499984741211,496,,,,,,2023-05-26 09:41:00-04:00
9,128.05999755859375,128.05999755859375,128.0449981689453,128.0449981689453,128.0449981689453,374,,,,,,2023-05-26 09:42:00-04:00
10,127.79000091552734,127.88249969482422,127.79000091552734,127.81999969482422,127.81999969482422,583,,,,,,2023-05-26 09:43:00-04:00
11,127.87999725341797,127.97000122070312,127.87999725341797,127.97000122070312,127.97000122070312,1220,,,,,,2023-05-26 09:44:00-04:00
12,127.68000030517578,127.81999969482422,127.68000030517578,127.75,127.75,5352,,,,,,2023-05-26 09:45:00-04:00
13,127.69000244140625,127.94999694824219,127.69000244140625,127.81999969482422,127.81999969482422,4730,,,,,,2023-05-26 09:46:00-04:00
14,127.94000244140625,127.94000244140625,127.75499725341797,127.81999969482422,127.81999969482422,3721,,,,,,2023-05-26 09:47:00-04:00
15,127.87999725341797,127.87999725341797,127.68000030517578,127.7300033569336,127.7300033569336,1861,,,,,,2023-05-26 09:48:00-04:00
16,127.2699966430664,127.29000091552734,127.25,127.26000213623047,127.26000213623047,1290,,,,,,2023-05-26 09:50:00-04:00
17,127.20999908447266,127.29000091552734,127.20999908447266,127.29000091552734,127.29000091552734,2109,,,,,,2023-05-26 09:51:00-04:00
18,127.31999969482422,127.31999969482422,127.23999786376953,127.23999786376953,127.23999786376953,521,,,,,,2023-05-26 09:53:00-04:00
19,127.37000274658203,127.37000274658203,127.37000274658203,127.37000274658203,127.37000274658203,1070,,,,,,2023-05-26 09:55:00-04:00
20,127.29000091552734,127.29000091552734,127.25,127.25,127.25,1040,,,,,,2023-05-26 10:01:00-04:00
21,127.06999969482422,127.06999969482422,126.91999816894531,126.94999694824219,126.94999694824219,2085,,,,,,2023-05-26 10:02:00-04:00
22,126.80000305175781,126.83999633789062,126.75,126.7699966430664,126.7699966430664,1421,,,,,,2023-05-26 10:03:00-04:00
23,126.86000061035156,126.91999816894531,126.8499984741211,126.88999938964844,126.88999938964844,2376,,,,,,2023-05-26 10:04:00-04:00
24,126.79000091552734,126.79000091552734,126.79000091552734,126.79000091552734,126.79000091552734,141,,,,,,2023-05-26 10:05:00-04:00
25,126.92500305175781,126.98999786376953,126.92500305175781,126.98999786376953,126.98999786376953,1019,,,,,,2023-05-26 10:06:00-04:00
26,127.0,127.19000244140625,126.97000122070312,127.1895980834961,127.1895980834961,2043,,,,,,2023-05-26 10:07:00-04:00
27,127.19000244140625,127.19000244140625,127.19000244140625,127.19000244140625,127.19000244140625,204,,,,,,2023-05-26 10:08:00-04:00
28,127.25499725341797,127.31999969482422,127.25499725341797,127.31999969482422,127.31999969482422,378,,,,,,2023-05-26 10:09:00-04:00
29,127.29000091552734,127.3499984741211,127.28500366210938,127.3499984741211,127.3499984741211,1489,,,,,,2023-05-26 10:10:00-04:00
30,127.58000183105469,127.58000183105469,127.58000183105469,127.58000183105469,127.58000183105469,273,,,,,,2023-05-26 10:11:00-04:00
31,127.5199966430664,127.5199966430664,127.5199966430664,127.5199966430664,127.5199966430664,364,,,,,,2023-05-26 10:12:00-04:00
32,127.33999633789062,127.33999633789062,127.33000183105469,127.33000183105469,127.33000183105469,949,,,,,,2023-05-26 10:14:00-04:00
33,127.18000030517578,127.18000030517578,127.0199966430664,127.0199966430664,127.0199966430664,702,,,,,,2023-05-26 10:16:00-04:00
34,127.01000213623047,127.0199966430664,127.01000213623047,127.0199966430664,127.0199966430664,812,,,,,,2023-05-26 10:17:00-04:00
35,126.94999694824219,126.94999694824219,126.91999816894531,126.91999816894531,126.91999816894531,683,,,,,,2023-05-26 10:18:00-04:00
36,126.86000061035156,127.0,126.86000061035156,127.0,127.0,2634,,,,,,2023-05-26 10:19:00-04:00
37,127.05000305175781,127.22000122070312,127.05000305175781,127.22000122070312,127.22000122070312,1365,,,,,,2023-05-26 10:20:00-04:00
38,127.11000061035156,127.11000061035156,127.08999633789062,127.08999633789062,127.08999633789062,1660,,,,,,2023-05-26 10:21:00-04:00
39,127.16999816894531,127.18000030517578,127.12999725341797,127.12999725341797,127.12999725341797,847,,,,,,2023-05-26 10:22:00-04:00
40,127.2699966430664,127.2699966430664,127.2699966430664,127.2699966430664,127.2699966430664,364,,,,,,2023-05-26 10:23:00-04:00
41,127.13999938964844,127.13999938964844,127.13999938964844,127.13999938964844,127.13999938964844,171,,,,,,2023-05-26 10:24:00-04:00
42,127.30999755859375,127.30999755859375,127.30999755859375,127.30999755859375,127.30999755859375,1161,,,,,,2023-05-26 10:25:00-04:00
43,127.2300033569336,127.2300033569336,127.12000274658203,127.12000274658203,127.12000274658203,684,,,,,,2023-05-26 10:28:00-04:00
44,127.2300033569336,127.2699966430664,127.2300033569336,127.2699966430664,127.2699966430664,1048,,,,,,2023-05-26 10:29:00-04:00
45,127.2300033569336,127.2300033569336,127.2300033569336,127.2300033569336,127.2300033569336,150,,,,,,2023-05-26 10:30:00-04:00
46,127.30999755859375,127.30999755859375,127.30999755859375,127.30999755859375,127.30999755859375,105,,,,,,2023-05-26 10:31:00-04:00
47,127.13999938964844,127.13999938964844,127.0199966430664,127.0199966430664,127.0199966430664,2090,,,,,,2023-05-26 10:33:00-04:00
48,126.97000122070312,126.97000122070312,126.97000122070312,126.97000122070312,126.97000122070312,432,,,,,,2023-05-26 10:34:00-04:00
49,126.87000274658203,126.87000274658203,126.70999908447266,126.79000091552734,126.79000091552734,2378,,,,,,2023-05-26 10:36:00-04:00
50,126.72000122070312,126.79000091552734,126.68000030517578,126.68000030517578,126.68000030517578,937,,,,,,2023-05-26 10:37:00-04:00
51,126.61000061035156,126.61000061035156,126.61000061035156,126.61000061035156,126.61000061035156,462,,,,,,2023-05-26 10:38:00-04:00
52,126.7699966430664,126.7699966430664,126.73999786376953,126.73999786376953,126.73999786376953,1532,,,,,,2023-05-26 10:39:00-04:00
53,126.80999755859375,126.80999755859375,126.80999755859375,126.80999755859375,126.80999755859375,361,,,,,,2023-05-26 10:40:00-04:00
54,126.86000061035156,126.87000274658203,126.86000061035156,126.87000274658203,126.87000274658203,1164,,,,,,2023-05-26 10:41:00-04:00
55,126.80000305175781,126.80999755859375,126.62000274658203,126.62000274658203,126.62000274658203,1868,,,,,,2023-05-26 10:43:00-04:00
56,126.62249755859375,126.62249755859375,126.52999877929688,126.52999877929688,126.52999877929688,560,,,,,,2023-05-26 10:44:00-04:00
57,126.3550033569336,126.48999786376953,126.3550033569336,126.44999694824219,126.44999694824219,1558,,,,,,2023-05-26 10:46:00-04:00
58,126.29000091552734,126.29000091552734,126.29000091552734,126.29000091552734,126.29000091552734,200,,,,,,2023-05-26 10:49:00-04:00
59,126.2699966430664,126.2699966430664,126.26000213623047,126.26000213623047,126.26000213623047,508,,,,,,2023-05-26 10:51:00-04:00
60,126.12000274658203,126.19000244140625,126.02999877929688,126.19000244140625,126.19000244140625,2105,,,,,,2023-05-26 10:52:00-04:00
61,126.16999816894531,126.16999816894531,126.16999816894531,126.16999816894531,126.16999816894531,102,,,,,,2023-05-26 10:53:00-04:00
62,126.16999816894531,126.23999786376953,126.16999816894531,126.19999694824219,126.19999694824219,1242,,,,,,2023-05-26 10:54:00-04:00
63,126.12000274658203,126.12000274658203,126.12000274658203,126.12000274658203,126.12000274658203,328,,,,,,2023-05-26 10:55:00-04:00
64,126.12000274658203,126.12000274658203,126.0999984741211,126.0999984741211,126.0999984741211,696,,,,,,2023-05-26 10:56:00-04:00
65,126.0999984741211,126.0999984741211,126.0999984741211,126.0999984741211,126.0999984741211,654,,,,,,2023-05-26 10:57:00-04:00
66,125.94999694824219,125.9749984741211,125.88999938964844,125.9749984741211,125.9749984741211,973,,,,,,2023-05-26 10:58:00-04:00
67,126.06999969482422,126.1500015258789,126.06999969482422,126.06999969482422,126.06999969482422,2511,,,,,,2023-05-26 10:59:00-04:00
68,126.35990142822266,126.35990142822266,126.35990142822266,126.35990142822266,126.35990142822266,344,,,,,,2023-05-26 11:01:00-04:00
69,126.33999633789062,126.37000274658203,126.33999633789062,126.37000274658203,126.37000274658203,2150,,,,,,2023-05-26 11:04:00-04:00
70,126.19000244140625,126.19000244140625,126.1500015258789,126.1500015258789,126.1500015258789,558,,,,,,2023-05-26 11:06:00-04:00
71,126.1500015258789,126.1500015258789,126.1500015258789,126.1500015258789,126.1500015258789,367,,,,,,2023-05-26 11:07:00-04:00
72,125.88999938964844,125.91999816894531,125.88999938964844,125.91999816894531,125.91999816894531,1222,,,,,,2023-05-26 11:10:00-04:00
73,125.87999725341797,125.87999725341797,125.8499984741211,125.8499984741211,125.8499984741211,1513,,,,,,2023-05-26 11:13:00-04:00
74,126.0,126.0,126.0,126.0,126.0,1352,,,,,,2023-05-26 11:14:00-04:00
75,126.05999755859375,126.20999908447266,126.05999755859375,126.20999908447266,126.20999908447266,1412,,,,,,2023-05-26 11:15:00-04:00
76,126.30000305175781,126.41000366210938,126.30000305175781,126.31999969482422,126.31999969482422,536,,,,,,2023-05-26 11:16:00-04:00
77,126.41000366210938,126.41000366210938,126.31999969482422,126.31999969482422,126.31999969482422,421,,,,,,2023-05-26 11:17:00-04:00
78,126.41000366210938,126.41000366210938,126.31999969482422,126.37999725341797,126.37999725341797,373,,,,,,2023-05-26 11:18:00-04:00
79,126.38999938964844,126.38999938964844,126.38999938964844,126.38999938964844,126.38999938964844,777,,,,,,2023-05-26 11:19:00-04:00
80,126.33000183105469,126.48999786376953,126.33000183105469,126.33999633789062,126.33999633789062,3054,,,,,,2023-05-26 11:20:00-04:00
81,126.2300033569336,126.2300033569336,126.0999984741211,126.12999725341797,126.12999725341797,1154,,,,,,2023-05-26 11:21:00-04:00
82,126.13999938964844,126.13999938964844,126.13999938964844,126.13999938964844,126.13999938964844,769,,,,,,2023-05-26 11:22:00-04:00
83,126.05999755859375,126.12999725341797,126.02999877929688,126.04499816894531,126.04499816894531,973,,,,,,2023-05-26 11:24:00-04:00
84,125.95999908447266,125.95999908447266,125.87999725341797,125.87999725341797,125.87999725341797,542,,,,,,2023-05-26 11:25:00-04:00
85,125.91999816894531,126.0,125.91999816894531,126.0,126.0,1125,,,,,,2023-05-26 11:26:00-04:00
86,126.02999877929688,126.02999877929688,126.02999877929688,126.02999877929688,126.02999877929688,440,,,,,,2023-05-26 11:27:00-04:00
87,125.88999938964844,125.88999938964844,125.88999938964844,125.88999938964844,125.88999938964844,339,,,,,,2023-05-26 11:28:00-04:00
88,125.8499984741211,125.8499984741211,125.8499984741211,125.8499984741211,125.8499984741211,299,,,,,,2023-05-26 11:29:00-04:00
89,125.83000183105469,125.93000030517578,125.83000183105469,125.93000030517578,125.93000030517578,811,,,,,,2023-05-26 11:30:00-04:00
90,125.91000366210938,125.96499633789062,125.73999786376953,125.73999786376953,125.73999786376953,1486,,,,,,2023-05-26 11:31:00-04:00
91,125.74500274658203,125.7750015258789,125.69000244140625,125.7750015258789,125.7750015258789,464,,,,,,2023-05-26 11:32:00-04:00
92,125.69000244140625,125.72000122070312,125.69000244140625,125.72000122070312,125.72000122070312,713,,,,,,2023-05-26 11:33:00-04:00
93,125.74500274658203,125.74500274658203,125.74500274658203,125.74500274658203,125.74500274658203,1878,,,,,,2023-05-26 11:37:00-04:00
94,125.69999694824219,125.69999694824219,125.58999633789062,125.58999633789062,125.58999633789062,343,,,,,,2023-05-26 11:38:00-04:00
95,125.69000244140625,125.75,125.6500015258789,125.75,125.75,1727,,,,,,2023-05-26 11:39:00-04:00
96,125.77999877929688,125.80000305175781,125.7300033569336,125.80000305175781,125.80000305175781,1339,,,,,,2023-05-26 11:40:00-04:00
97,125.8499984741211,125.86000061035156,125.8499984741211,125.86000061035156,125.86000061035156,480,,,,,,2023-05-26 11:41:00-04:00
98,125.8499984741211,125.8499984741211,125.66500091552734,125.66500091552734,125.66500091552734,1687,,,,,,2023-05-26 11:45:00-04:00
99,125.7699966430664,125.7699966430664,125.7699966430664,125.7699966430664,125.7699966430664,330,,,,,,2023-05-26 11:49:00-04:00
