Date,Open,High,Low,Close,Adj Close,Volume,Date
2023-05-23 09:30:00-04:00,128.92999267578125,128.92999267578125,128.92999267578125,128.92999267578125,128.92999267578125,3993,2023-05-23 09:30:00-04:00
2023-05-23 09:31:00-04:00,128.9763946533203,128.9763946533203,128.9763946533203,128.9763946533203,128.9763946533203,270,2023-05-23 09:31:00-04:00
2023-05-23 09:33:00-04:00,129.02999877929688,129.02999877929688,129.02999877929688,129.02999877929688,129.02999877929688,385,2023-05-23 09:33:00-04:00
2023-05-23 09:36:00-04:00,129.07000732421875,129.07000732421875,129.07000732421875,129.07000732421875,129.07000732421875,168,2023-05-23 09:36:00-04:00
2023-05-23 09:37:00-04:00,128.60499572753906,128.98390197753906,128.60499572753906,128.60499572753906,128.60499572753906,737,2023-05-23 09:37:00-04:00
2023-05-23 09:38:00-04:00,128.5800018310547,128.99070739746094,128.5800018310547,128.99070739746094,128.99070739746094,294,2023-05-23 09:38:00-04:00
2023-05-23 09:40:00-04:00,128.93179321289062,129.02499389648438,128.93179321289062,129.02499389648438,129.02499389648438,426,2023-05-23 09:40:00-04:00
2023-05-23 09:42:00-04:00,128.7050018310547,129.47500610351562,128.7050018310547,129.44000244140625,129.44000244140625,6443,2023-05-23 09:42:00-04:00
2023-05-23 09:43:00-04:00,129.1300048828125,129.1300048828125,129.1300048828125,129.1300048828125,129.1300048828125,100,2023-05-23 09:43:00-04:00
2023-05-23 09:44:00-04:00,129.1649932861328,129.40499877929688,129.1649932861328,129.40499877929688,129.40499877929688,717,2023-05-23 09:44:00-04:00
2023-05-23 09:47:00-04:00,129.36000061035156,129.3699951171875,129.33999633789062,129.33999633789062,129.33999633789062,506,2023-05-23 09:47:00-04:00
2023-05-23 09:50:00-04:00,129.41000366210938,129.56500244140625,129.41000366210938,129.56500244140625,129.56500244140625,333,2023-05-23 09:50:00-04:00
2023-05-23 09:51:00-04:00,129.44000244140625,129.57000732421875,129.44000244140625,129.57000732421875,129.57000732421875,1074,2023-05-23 09:51:00-04:00
2023-05-23 09:52:00-04:00,129.52999877929688,129.5800018310547,129.3000030517578,129.3699951171875,129.3699951171875,1924,2023-05-23 09:52:00-04:00
2023-05-23 09:53:00-04:00,129.39999389648438,129.50999450683594,129.24000549316406,129.24000549316406,129.24000549316406,2254,2023-05-23 09:53:00-04:00
2023-05-23 09:54:00-04:00,129.2449951171875,129.25,129.2449951171875,129.25,129.25,547,2023-05-23 09:54:00-04:00
2023-05-23 09:55:00-04:00,129.27000427246094,129.27000427246094,129.27000427246094,129.27000427246094,129.27000427246094,420,2023-05-23 09:55:00-04:00
2023-05-23 09:56:00-04:00,129.2100067138672,129.22999572753906,129.2100067138672,129.22999572753906,129.22999572753906,507,2023-05-23 09:56:00-04:00
2023-05-23 09:57:00-04:00,129.22999572753906,129.22999572753906,129.22999572753906,129.22999572753906,129.22999572753906,221,2023-05-23 09:57:00-04:00
2023-05-23 09:59:00-04:00,129.1699981689453,129.3249969482422,129.07000732421875,129.3249969482422,129.3249969482422,1582,2023-05-23 09:59:00-04:00
2023-05-23 10:00:00-04:00,129.3300018310547,129.33999633789062,129.23500061035156,129.3000030517578,129.3000030517578,1137,2023-05-23 10:00:00-04:00
2023-05-23 10:01:00-04:00,129.4199981689453,129.4199981689453,129.2899932861328,129.2899932861328,129.2899932861328,433,2023-05-23 10:01:00-04:00
2023-05-23 10:02:00-04:00,129.17999267578125,129.17999267578125,129.17999267578125,129.17999267578125,129.17999267578125,598,2023-05-23 10:02:00-04:00
2023-05-23 10:03:00-04:00,129.22999572753906,129.22999572753906,129.17999267578125,129.19000244140625,129.19000244140625,1072,2023-05-23 10:03:00-04:00
2023-05-23 10:04:00-04:00,129.11000061035156,129.27000427246094,129.11000061035156,129.27000427246094,129.27000427246094,773,2023-05-23 10:04:00-04:00
2023-05-23 10:06:00-04:00,129.17999267578125,129.17999267578125,129.17999267578125,129.17999267578125,129.17999267578125,353,2023-05-23 10:06:00-04:00
2023-05-23 10:07:00-04:00,129.25,129.25,129.11500549316406,129.11500549316406,129.11500549316406,1047,2023-05-23 10:07:00-04:00
2023-05-23 10:08:00-04:00,129.1649932861328,129.1649932861328,129.1649932861328,129.1649932861328,129.1649932861328,174,2023-05-23 10:08:00-04:00
