Date,Open,High,Low,Close,Adj Close,Volume
2023-12-05 09:30:00-05:00,227.4199981689453,227.77999877929688,227.4199981689453,227.5850067138672,227.5850067138672,15681
2023-12-05 09:31:00-05:00,227.7333984375,227.7333984375,227.11000061035156,227.11000061035156,227.11000061035156,895
2023-12-05 09:32:00-05:00,227.74659729003906,227.8800048828125,227.22999572753906,227.22999572753906,227.22999572753906,843
2023-12-05 09:33:00-05:00,227.22000122070312,227.7100067138672,227.22000122070312,227.7100067138672,227.7100067138672,831
2023-12-05 09:34:00-05:00,227.73500061035156,227.73500061035156,227.10000610351562,227.10000610351562,227.10000610351562,2670
2023-12-05 09:35:00-05:00,226.85499572753906,227.22000122070312,226.8350067138672,226.85000610351562,226.85000610351562,2371
2023-12-05 09:36:00-05:00,226.47999572753906,226.7550048828125,226.07899475097656,226.56500244140625,226.56500244140625,2401
2023-12-05 09:37:00-05:00,226.27499389648438,226.6800994873047,226.19000244140625,226.6800994873047,226.6800994873047,1349
2023-12-05 09:38:00-05:00,226.47000122070312,226.47000122070312,225.8300018310547,225.97999572753906,225.97999572753906,4261
2023-12-05 09:39:00-05:00,225.97000122070312,226.02999877929688,225.8699951171875,225.8699951171875,225.8699951171875,3922
2023-12-05 09:40:00-05:00,225.88499450683594,226.01499938964844,225.88499450683594,225.88499450683594,225.88499450683594,1596
2023-12-05 09:41:00-05:00,225.875,226.0399932861328,225.6699981689453,225.7550048828125,225.7550048828125,10880
2023-12-05 09:42:00-05:00,225.7550048828125,225.9149932861328,225.67999267578125,225.67999267578125,225.67999267578125,3448
2023-12-05 09:43:00-05:00,225.8350067138672,225.8350067138672,225.73500061035156,225.73500061035156,225.73500061035156,1605
2023-12-05 09:44:00-05:00,225.6999969482422,226.02999877929688,225.52000427246094,225.90499877929688,225.90499877929688,12372
2023-12-05 09:45:00-05:00,225.77000427246094,225.77000427246094,225.00999450683594,225.28500366210938,225.28500366210938,19302
2023-12-05 09:46:00-05:00,225.3350067138672,225.72999572753906,225.3350067138672,225.55499267578125,225.55499267578125,5035
2023-12-05 09:47:00-05:00,225.83999633789062,225.83999633789062,225.60000610351562,225.61000061035156,225.61000061035156,2185
2023-12-05 09:48:00-05:00,225.60000610351562,225.9250030517578,225.60000610351562,225.74000549316406,225.74000549316406,2595
2023-12-05 09:49:00-05:00,225.72999572753906,225.8527069091797,225.50999450683594,225.58999633789062,225.58999633789062,2063
2023-12-05 09:50:00-05:00,225.6699981689453,226.00999450683594,225.58999633789062,226.00999450683594,226.00999450683594,3491
2023-12-05 09:51:00-05:00,226.0,226.21499633789062,226.0,226.01499938964844,226.01499938964844,4296
2023-12-05 09:52:00-05:00,225.9250030517578,226.0749969482422,225.90499877929688,225.90499877929688,225.90499877929688,1027
2023-12-05 09:53:00-05:00,225.91000366210938,226.41000366210938,225.91000366210938,226.41000366210938,226.41000366210938,2021
2023-12-05 09:54:00-05:00,226.09500122070312,226.09500122070312,226.05499267578125,226.06500244140625,226.06500244140625,491
2023-12-05 09:55:00-05:00,226.21499633789062,226.3533935546875,226.21499633789062,226.24000549316406,226.24000549316406,2081
2023-12-05 09:56:00-05:00,226.0800018310547,226.0850067138672,225.92999267578125,226.03500366210938,226.03500366210938,2171
2023-12-05 09:57:00-05:00,225.85000610351562,225.90499877929688,225.7550048828125,225.86000061035156,225.86000061035156,1538
2023-12-05 09:58:00-05:00,225.77999877929688,225.90499877929688,225.77999877929688,225.78500366210938,225.78500366210938,687
2023-12-05 09:59:00-05:00,225.80999755859375,225.88499450683594,225.75,225.75,225.75,1797
2023-12-05 10:00:00-05:00,226.0399932861328,226.43499755859375,225.8300018310547,226.43499755859375,226.43499755859375,3279
2023-12-05 10:01:00-05:00,226.45750427246094,226.49000549316406,226.44500732421875,226.49000549316406,226.49000549316406,514
2023-12-05 10:02:00-05:00,226.60000610351562,226.77999877929688,226.58999633789062,226.76499938964844,226.76499938964844,3106
2023-12-05 10:03:00-05:00,226.5800018310547,226.7899932861328,226.47000122070312,226.47000122070312,226.47000122070312,1497
2023-12-05 10:04:00-05:00,226.55999755859375,226.8800048828125,226.55999755859375,226.71209716796875,226.71209716796875,2415
2023-12-05 10:05:00-05:00,226.60000610351562,226.72500610351562,226.5399932861328,226.61000061035156,226.61000061035156,1622
2023-12-05 10:06:00-05:00,226.48500061035156,226.56500244140625,226.4250030517578,226.56500244140625,226.56500244140625,1509
2023-12-05 10:07:00-05:00,226.5800018310547,226.6699981689453,226.47999572753906,226.66000366210938,226.66000366210938,1588
2023-12-05 10:08:00-05:00,226.67999267578125,226.77000427246094,226.50999450683594,226.6699981689453,226.6699981689453,2364
2023-12-05 10:09:00-05:00,226.57000732421875,226.7899932861328,226.3300018310547,226.35499572753906,226.35499572753906,8627
2023-12-05 10:10:00-05:00,226.52999877929688,226.57000732421875,226.19000244140625,226.23500061035156,226.23500061035156,3469
2023-12-05 10:11:00-05:00,226.22999572753906,226.22999572753906,225.9949951171875,225.9949951171875,225.9949951171875,1624
2023-12-05 10:12:00-05:00,225.8249969482422,226.14999389648438,225.8249969482422,226.14999389648438,226.14999389648438,2341
2023-12-05 10:13:00-05:00,226.14999389648438,226.14999389648438,225.84500122070312,225.84500122070312,225.84500122070312,1800
2023-12-05 10:14:00-05:00,225.8249969482422,226.0,225.8249969482422,225.86000061035156,225.86000061035156,1283
2023-12-05 10:15:00-05:00,225.86199951171875,225.94500732421875,225.80999755859375,225.82000732421875,225.82000732421875,3057
2023-12-05 10:16:00-05:00,225.68499755859375,225.97999572753906,225.68499755859375,225.71499633789062,225.71499633789062,1452
2023-12-05 10:17:00-05:00,225.6999969482422,225.81500244140625,225.6999969482422,225.81500244140625,225.81500244140625,257
2023-12-05 10:18:00-05:00,225.6584930419922,225.74000549316406,225.5731964111328,225.59500122070312,225.59500122070312,1261
2023-12-05 10:19:00-05:00,225.74000549316406,225.89500427246094,225.71499633789062,225.89500427246094,225.89500427246094,5426
2023-12-05 10:20:00-05:00,225.91000366210938,226.14840698242188,225.82650756835938,226.0832977294922,226.0832977294922,4633
2023-12-05 10:21:00-05:00,226.0399932861328,226.05999755859375,225.89500427246094,225.89500427246094,225.89500427246094,2359
2023-12-05 10:22:00-05:00,225.9199981689453,226.0800018310547,225.89999389648438,225.9199981689453,225.9199981689453,5004
2023-12-05 10:23:00-05:00,225.93499755859375,226.00999450683594,225.7899932861328,225.7899932861328,225.7899932861328,1795
2023-12-05 10:24:00-05:00,225.80499267578125,225.91000366210938,225.8000030517578,225.8699951171875,225.8699951171875,1906
2023-12-05 10:25:00-05:00,225.86000061035156,225.96499633789062,225.69000244140625,225.7100067138672,225.7100067138672,2792
2023-12-05 10:26:00-05:00,225.60000610351562,225.75,225.5,225.6699981689453,225.6699981689453,6669
2023-12-05 10:27:00-05:00,225.7050018310547,225.71499633789062,225.2899932861328,225.63999938964844,225.63999938964844,11838
2023-12-05 10:28:00-05:00,225.55430603027344,225.76170349121094,225.44000244140625,225.44000244140625,225.44000244140625,3615
2023-12-05 10:29:00-05:00,225.4250030517578,225.6699981689453,225.4250030517578,225.5449981689453,225.5449981689453,3255
2023-12-05 10:30:00-05:00,225.40499877929688,225.5,225.30499267578125,225.30499267578125,225.30499267578125,1305
2023-12-05 10:31:00-05:00,225.32000732421875,225.39999389648438,225.2550048828125,225.2550048828125,225.2550048828125,1541
2023-12-05 10:32:00-05:00,225.36000061035156,225.375,225.25,225.3699951171875,225.3699951171875,1892
2023-12-05 10:33:00-05:00,225.30499267578125,225.47999572753906,225.1999969482422,225.2050018310547,225.2050018310547,8217
2023-12-05 10:34:00-05:00,225.23500061035156,225.31500244140625,225.0,225.18389892578125,225.18389892578125,4174
2023-12-05 10:35:00-05:00,225.10000610351562,225.10499572753906,225.02000427246094,225.10000610351562,225.10000610351562,3912
2023-12-05 10:36:00-05:00,225.02999877929688,225.02999877929688,224.8350067138672,224.9499969482422,224.9499969482422,9926
2023-12-05 10:37:00-05:00,224.8350067138672,224.9550018310547,224.77499389648438,224.818603515625,224.818603515625,3818
2023-12-05 10:38:00-05:00,224.82000732421875,225.1405029296875,224.80499267578125,224.99000549316406,224.99000549316406,4159
2023-12-05 10:39:00-05:00,225.06500244140625,225.22999572753906,225.06500244140625,225.22999572753906,225.22999572753906,2677
2023-12-05 10:40:00-05:00,225.2050018310547,225.26499938964844,225.11500549316406,225.22000122070312,225.22000122070312,2862
2023-12-05 10:41:00-05:00,225.30999755859375,225.4329071044922,225.22250366210938,225.33999633789062,225.33999633789062,4546
2023-12-05 10:42:00-05:00,225.33999633789062,225.3699951171875,225.33999633789062,225.3699951171875,225.3699951171875,1301
2023-12-05 10:43:00-05:00,225.35000610351562,225.41000366210938,225.24000549316406,225.39419555664062,225.39419555664062,1650
2023-12-05 10:44:00-05:00,225.22999572753906,225.32000732421875,225.2100067138672,225.32000732421875,225.32000732421875,1739
2023-12-05 10:45:00-05:00,225.2100067138672,225.63999938964844,225.17999267578125,225.44000244140625,225.44000244140625,4930
2023-12-05 10:46:00-05:00,225.5,225.64999389648438,225.4600067138672,225.4600067138672,225.4600067138672,819
2023-12-05 10:47:00-05:00,225.4600067138672,225.57000732421875,225.42999267578125,225.42999267578125,225.42999267578125,1562
2023-12-05 10:48:00-05:00,225.53500366210938,225.72000122070312,225.41000366210938,225.69500732421875,225.69500732421875,2537
2023-12-05 10:49:00-05:00,225.72000122070312,225.80499267578125,225.72000122070312,225.80499267578125,225.80499267578125,1590
2023-12-05 10:50:00-05:00,225.8350067138672,225.94000244140625,225.8350067138672,225.94000244140625,225.94000244140625,516
2023-12-05 10:51:00-05:00,225.81500244140625,225.8699951171875,225.7100067138672,225.7100067138672,225.7100067138672,2203
2023-12-05 10:52:00-05:00,225.85000610351562,225.9250030517578,225.6999969482422,225.9250030517578,225.9250030517578,5085
2023-12-05 10:53:00-05:00,225.9250030517578,225.99110412597656,225.9250030517578,225.92999267578125,225.92999267578125,962
2023-12-05 10:54:00-05:00,225.86000061035156,225.93499755859375,225.8000030517578,225.8000030517578,225.8000030517578,3140
2023-12-05 10:55:00-05:00,225.77000427246094,225.9600067138672,225.77000427246094,225.9600067138672,225.9600067138672,2325
2023-12-05 10:56:00-05:00,225.91000366210938,226.10110473632812,225.91000366210938,226.0449981689453,226.0449981689453,1343
2023-12-05 10:57:00-05:00,226.0,226.13999938964844,225.93499755859375,226.0198974609375,226.0198974609375,6830
2023-12-05 10:58:00-05:00,226.02000427246094,226.27999877929688,226.02000427246094,226.11000061035156,226.11000061035156,4034
2023-12-05 10:59:00-05:00,226.17999267578125,226.3699951171875,226.17999267578125,226.3699951171875,226.3699951171875,2565
2023-12-05 11:00:00-05:00,226.38999938964844,226.49000549316406,226.32000732421875,226.39999389648438,226.39999389648438,2303
2023-12-05 11:01:00-05:00,226.34500122070312,226.34500122070312,226.11500549316406,226.34500122070312,226.34500122070312,1896
2023-12-05 11:02:00-05:00,226.34500122070312,226.34500122070312,226.19000244140625,226.19000244140625,226.19000244140625,852
2023-12-05 11:03:00-05:00,226.13499450683594,226.13499450683594,226.0449981689453,226.0449981689453,226.0449981689453,844
2023-12-05 11:04:00-05:00,226.2899932861328,226.2899932861328,226.0800018310547,226.0800018310547,226.0800018310547,1015
2023-12-05 11:05:00-05:00,226.05499267578125,226.1999969482422,226.0500030517578,226.06500244140625,226.06500244140625,1542
2023-12-05 11:06:00-05:00,226.00999450683594,226.1300048828125,226.0,226.0749969482422,226.0749969482422,2468
2023-12-05 11:07:00-05:00,226.07000732421875,226.1199951171875,226.07000732421875,226.1199951171875,226.1199951171875,1398
2023-12-05 11:08:00-05:00,226.05499267578125,226.05499267578125,225.97999572753906,225.9949951171875,225.9949951171875,1653
2023-12-05 11:09:00-05:00,226.0,226.0,225.8000030517578,225.8000030517578,225.8000030517578,3241
2023-12-05 11:10:00-05:00,225.69500732421875,225.73500061035156,225.59500122070312,225.60499572753906,225.60499572753906,1820
2023-12-05 11:11:00-05:00,225.5850067138672,225.68499755859375,225.5449981689453,225.5449981689453,225.5449981689453,892
2023-12-05 11:12:00-05:00,225.75439453125,225.83999633789062,225.65499877929688,225.75999450683594,225.75999450683594,2464
2023-12-05 11:13:00-05:00,225.8249969482422,225.87989807128906,225.6300048828125,225.6300048828125,225.6300048828125,1403
