Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date.6,Date
0,64.98999786376953,65.02999877929688,64.98999786376953,65.0,65.0,13533,2023-05-24 09:30:00-04:00,,,,,,
1,62.25,62.25,62.25,62.25,62.25,4427,,,,,,,2023-05-30 09:30:00-04:00
2,61.88999938964844,62.06999969482422,61.84000015258789,62.040000915527344,62.040000915527344,75930,,,,,,,2023-05-30 09:32:00-04:00
3,62.11000061035156,62.13999938964844,62.0099983215332,62.0099983215332,62.0099983215332,5186,,,,,,,2023-05-30 09:33:00-04:00
4,62.040000915527344,62.13999938964844,61.88999938964844,62.11000061035156,62.11000061035156,7810,,,,,,,2023-05-30 09:34:00-04:00
5,62.20000076293945,62.31999969482422,62.20000076293945,62.29999923706055,62.29999923706055,2928,,,,,,,2023-05-30 09:35:00-04:00
6,62.369998931884766,62.52000045776367,62.35499954223633,62.459999084472656,62.459999084472656,2716,,,,,,,2023-05-30 09:36:00-04:00
7,62.45000076293945,62.47999954223633,62.20000076293945,62.21500015258789,62.21500015258789,18532,,,,,,,2023-05-30 09:37:00-04:00
8,62.16999816894531,62.25,62.099998474121094,62.25,62.25,6573,,,,,,,2023-05-30 09:38:00-04:00
9,62.220001220703125,62.220001220703125,62.03499984741211,62.084999084472656,62.084999084472656,7934,,,,,,,2023-05-30 09:39:00-04:00
10,62.08000183105469,62.150001525878906,62.04999923706055,62.150001525878906,62.150001525878906,11039,,,,,,,2023-05-30 09:40:00-04:00
11,62.15999984741211,62.18000030517578,62.08000183105469,62.18000030517578,62.18000030517578,6360,,,,,,,2023-05-30 09:41:00-04:00
12,62.16999816894531,62.18000030517578,62.150001525878906,62.17499923706055,62.17499923706055,1816,,,,,,,2023-05-30 09:42:00-04:00
13,62.17499923706055,62.27000045776367,62.119998931884766,62.2400016784668,62.2400016784668,11347,,,,,,,2023-05-30 09:43:00-04:00
14,62.23500061035156,62.400001525878906,62.23500061035156,62.31999969482422,62.31999969482422,12733,,,,,,,2023-05-30 09:44:00-04:00
15,62.31999969482422,62.36000061035156,62.279998779296875,62.29999923706055,62.29999923706055,4162,,,,,,,2023-05-30 09:45:00-04:00
16,62.290000915527344,62.5,62.290000915527344,62.5,62.5,8715,,,,,,,2023-05-30 09:46:00-04:00
17,62.52000045776367,62.63999938964844,62.51499938964844,62.54999923706055,62.54999923706055,8883,,,,,,,2023-05-30 09:47:00-04:00
18,62.56999969482422,62.56999969482422,62.52000045776367,62.560001373291016,62.560001373291016,2352,,,,,,,2023-05-30 09:48:00-04:00
19,62.599998474121094,62.63999938964844,62.529998779296875,62.564998626708984,62.564998626708984,5525,,,,,,,2023-05-30 09:49:00-04:00
20,62.540000915527344,62.619998931884766,62.540000915527344,62.61000061035156,62.61000061035156,4024,,,,,,,2023-05-30 09:50:00-04:00
21,62.59000015258789,62.630001068115234,62.4900016784668,62.630001068115234,62.630001068115234,10184,,,,,,,2023-05-30 09:51:00-04:00
22,62.65999984741211,62.709999084472656,62.61000061035156,62.70000076293945,62.70000076293945,10236,,,,,,,2023-05-30 09:52:00-04:00
23,62.709999084472656,62.72999954223633,62.64500045776367,62.66999816894531,62.66999816894531,7666,,,,,,,2023-05-30 09:53:00-04:00
24,62.68000030517578,62.709999084472656,62.66999816894531,62.709999084472656,62.709999084472656,5251,,,,,,,2023-05-30 09:54:00-04:00
25,62.720001220703125,62.880001068115234,62.720001220703125,62.880001068115234,62.880001068115234,2458,,,,,,,2023-05-30 09:55:00-04:00
26,62.86000061035156,62.880001068115234,62.779998779296875,62.779998779296875,62.779998779296875,2580,,,,,,,2023-05-30 09:56:00-04:00
27,62.779998779296875,62.79899978637695,62.64500045776367,62.720001220703125,62.720001220703125,12657,,,,,,,2023-05-30 09:57:00-04:00
28,62.68000030517578,62.77539825439453,62.66999816894531,62.7400016784668,62.7400016784668,2187,,,,,,,2023-05-30 09:58:00-04:00
29,62.70000076293945,62.72999954223633,62.66999816894531,62.69499969482422,62.69499969482422,9440,,,,,,,2023-05-30 09:59:00-04:00
30,62.69499969482422,62.790000915527344,62.63999938964844,62.779998779296875,62.779998779296875,8945,,,,,,,2023-05-30 10:00:00-04:00
31,62.7400016784668,62.810001373291016,62.69499969482422,62.78499984741211,62.78499984741211,9587,,,,,,,2023-05-30 10:01:00-04:00
32,62.77000045776367,62.77000045776367,62.630001068115234,62.630001068115234,62.630001068115234,8709,,,,,,,2023-05-30 10:02:00-04:00
33,62.630001068115234,62.630001068115234,62.470001220703125,62.58000183105469,62.58000183105469,15509,,,,,,,2023-05-30 10:03:00-04:00
34,62.599998474121094,62.625,62.59000015258789,62.599998474121094,62.599998474121094,8112,,,,,,,2023-05-30 10:04:00-04:00
35,62.595001220703125,62.595001220703125,62.470001220703125,62.470001220703125,62.470001220703125,9847,,,,,,,2023-05-30 10:05:00-04:00
36,62.470001220703125,62.47999954223633,62.439998626708984,62.44499969482422,62.44499969482422,3015,,,,,,,2023-05-30 10:06:00-04:00
37,62.43000030517578,62.447898864746094,62.369998931884766,62.369998931884766,62.369998931884766,3166,,,,,,,2023-05-30 10:07:00-04:00
