Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date
0,340.489990234375,340.489990234375,340.489990234375,340.489990234375,340.489990234375,6904,2023-05-24 09:30:00-04:00,,
1,340.489990234375,340.489990234375,340.489990234375,340.489990234375,340.489990234375,6904,,,2023-05-24 09:30:00-04:00
2,341.19000244140625,341.19000244140625,341.0299987792969,341.0299987792969,341.0299987792969,439,,,2023-05-24 09:31:00-04:00
3,341.3976135253906,341.3976135253906,339.55999755859375,339.760009765625,339.760009765625,1155,,,2023-05-24 09:33:00-04:00
4,339.5199890136719,339.5199890136719,338.44000244140625,338.44000244140625,338.44000244140625,1853,,,2023-05-24 09:35:00-04:00
5,338.67999267578125,338.9649963378906,337.1600036621094,337.1600036621094,337.1600036621094,2649,,,2023-05-24 09:36:00-04:00
6,337.0849914550781,337.0849914550781,336.010009765625,336.5299987792969,336.5299987792969,4549,,,2023-05-24 09:37:00-04:00
7,337.01739501953125,337.1600036621094,335.3299865722656,337.1300048828125,337.1300048828125,5012,,,2023-05-24 09:38:00-04:00
8,337.489990234375,337.489990234375,336.5199890136719,336.9847106933594,336.9847106933594,3144,,,2023-05-24 09:39:00-04:00
9,336.5,336.5,335.9100036621094,336.3699951171875,336.3699951171875,2275,,,2023-05-24 09:40:00-04:00
10,336.3699951171875,336.75,336.3699951171875,336.55999755859375,336.55999755859375,2524,,,2023-05-24 09:41:00-04:00
11,336.45001220703125,336.45001220703125,336.45001220703125,336.45001220703125,336.45001220703125,290,,,2023-05-24 09:42:00-04:00
12,336.44000244140625,336.44000244140625,336.1499938964844,336.1499938964844,336.1499938964844,800,,,2023-05-24 09:43:00-04:00
13,336.8999938964844,337.07000732421875,336.6199951171875,336.6199951171875,336.6199951171875,2421,,,2023-05-24 09:44:00-04:00
14,337.18499755859375,337.18499755859375,337.05499267578125,337.05499267578125,337.05499267578125,636,,,2023-05-24 09:45:00-04:00
15,337.07000732421875,337.07000732421875,336.8800048828125,336.94000244140625,336.94000244140625,557,,,2023-05-24 09:46:00-04:00
16,336.6449890136719,336.6449890136719,336.1000061035156,336.1199951171875,336.1199951171875,921,,,2023-05-24 09:47:00-04:00
17,336.0,336.0,335.5799865722656,335.5799865722656,335.5799865722656,2194,,,2023-05-24 09:48:00-04:00
18,335.68499755859375,335.68499755859375,334.4599914550781,334.510009765625,334.510009765625,5305,,,2023-05-24 09:49:00-04:00
19,334.55999755859375,335.07000732421875,334.55999755859375,334.95001220703125,334.95001220703125,4021,,,2023-05-24 09:50:00-04:00
20,334.7799987792969,334.95001220703125,334.75,334.8800048828125,334.8800048828125,4205,,,2023-05-24 09:51:00-04:00
21,334.8599853515625,334.8800048828125,334.0,334.0,334.0,2686,,,2023-05-24 09:52:00-04:00
22,334.0,334.0,333.7099914550781,333.92999267578125,333.92999267578125,3824,,,2023-05-24 09:53:00-04:00
23,334.04998779296875,334.4200134277344,333.9750061035156,334.4200134277344,334.4200134277344,4016,,,2023-05-24 09:54:00-04:00
24,334.3133850097656,335.1499938964844,334.2099914550781,335.1499938964844,335.1499938964844,2413,,,2023-05-24 09:55:00-04:00
25,335.2149963378906,335.2149963378906,335.2149963378906,335.2149963378906,335.2149963378906,155,,,2023-05-24 09:56:00-04:00
26,335.3599853515625,335.3599853515625,334.7799987792969,334.7799987792969,334.7799987792969,2108,,,2023-05-24 09:57:00-04:00
27,334.3900146484375,334.3900146484375,334.1600036621094,334.2300109863281,334.2300109863281,1143,,,2023-05-24 09:58:00-04:00
28,334.49700927734375,334.49700927734375,333.5799865722656,333.5899963378906,333.5899963378906,3072,,,2023-05-24 09:59:00-04:00
29,334.2550048828125,334.5199890136719,333.6499938964844,334.5199890136719,334.5199890136719,3035,,,2023-05-24 10:00:00-04:00
30,334.8500061035156,334.8500061035156,334.8500061035156,334.8500061035156,334.8500061035156,462,,,2023-05-24 10:01:00-04:00
31,334.3299865722656,334.3299865722656,334.3299865722656,334.3299865722656,334.3299865722656,300,,,2023-05-24 10:02:00-04:00
32,334.8900146484375,335.6449890136719,334.8900146484375,335.6449890136719,335.6449890136719,1003,,,2023-05-24 10:03:00-04:00
33,335.510009765625,335.510009765625,335.0899963378906,335.0899963378906,335.0899963378906,1112,,,2023-05-24 10:04:00-04:00
34,334.57000732421875,334.57000732421875,334.55999755859375,334.55999755859375,334.55999755859375,276,,,2023-05-24 10:05:00-04:00
35,334.3800048828125,334.3800048828125,334.05999755859375,334.05999755859375,334.05999755859375,1212,,,2023-05-24 10:06:00-04:00
36,334.3800048828125,334.3900146484375,334.2099914550781,334.2099914550781,334.2099914550781,645,,,2023-05-24 10:07:00-04:00
37,334.1000061035156,334.1000061035156,333.9800109863281,333.9800109863281,333.9800109863281,968,,,2023-05-24 10:08:00-04:00
38,333.989990234375,333.989990234375,333.989990234375,333.989990234375,333.989990234375,309,,,2023-05-24 10:09:00-04:00
39,333.9100036621094,334.3599853515625,333.9100036621094,334.19500732421875,334.19500732421875,2148,,,2023-05-24 10:10:00-04:00
40,334.29998779296875,334.29998779296875,334.1400146484375,334.239990234375,334.239990234375,1964,,,2023-05-24 10:11:00-04:00
41,334.1000061035156,334.25439453125,334.1000061035156,334.25439453125,334.25439453125,777,,,2023-05-24 10:12:00-04:00
42,334.2900085449219,334.385009765625,333.94000244140625,333.95001220703125,333.95001220703125,1929,,,2023-05-24 10:13:00-04:00
43,334.17999267578125,334.67059326171875,334.04998779296875,334.67059326171875,334.67059326171875,3389,,,2023-05-24 10:14:00-04:00
44,334.7699890136719,334.7699890136719,334.1400146484375,334.25,334.25,2122,,,2023-05-24 10:15:00-04:00
45,334.1400146484375,334.70001220703125,334.1400146484375,334.6000061035156,334.6000061035156,3378,,,2023-05-24 10:16:00-04:00
46,334.7699890136719,334.94500732421875,334.6199951171875,334.6199951171875,334.6199951171875,2039,,,2023-05-24 10:17:00-04:00
47,334.6300048828125,335.1000061035156,334.55999755859375,335.1000061035156,335.1000061035156,1427,,,2023-05-24 10:18:00-04:00
48,335.0199890136719,335.45001220703125,334.739990234375,335.3500061035156,335.3500061035156,6859,,,2023-05-24 10:19:00-04:00
49,335.32000732421875,335.3800048828125,334.8599853515625,334.8599853515625,334.8599853515625,1067,,,2023-05-24 10:20:00-04:00
50,335.1899108886719,335.1899108886719,334.760009765625,334.760009765625,334.760009765625,1395,,,2023-05-24 10:21:00-04:00
51,334.2699890136719,334.2699890136719,333.82000732421875,333.82000732421875,333.82000732421875,2473,,,2023-05-24 10:22:00-04:00
52,333.9949951171875,333.9949951171875,333.739990234375,333.75,333.75,1146,,,2023-05-24 10:23:00-04:00
53,333.5950012207031,333.5950012207031,333.1499938964844,333.3800048828125,333.3800048828125,4043,,,2023-05-24 10:24:00-04:00
54,333.3800048828125,333.3800048828125,333.2550048828125,333.30999755859375,333.30999755859375,1153,,,2023-05-24 10:25:00-04:00
55,333.2699890136719,333.7099914550781,333.2699890136719,333.7099914550781,333.7099914550781,925,,,2023-05-24 10:26:00-04:00
56,333.3500061035156,333.3800048828125,333.3500061035156,333.3800048828125,333.3800048828125,646,,,2023-05-24 10:27:00-04:00
57,333.5,333.989990234375,333.2200012207031,333.9100036621094,333.9100036621094,1588,,,2023-05-24 10:28:00-04:00
58,333.6700134277344,333.92999267578125,333.5400085449219,333.5400085449219,333.5400085449219,3765,,,2023-05-24 10:29:00-04:00
59,333.6000061035156,333.82000732421875,333.5,333.6099853515625,333.6099853515625,8317,,,2023-05-24 10:30:00-04:00
60,333.7699890136719,333.7699890136719,333.45001220703125,333.4700012207031,333.4700012207031,1005,,,2023-05-24 10:31:00-04:00
61,333.3500061035156,333.3900146484375,333.29998779296875,333.29998779296875,333.29998779296875,639,,,2023-05-24 10:32:00-04:00
62,333.5950012207031,334.4599914550781,333.5950012207031,334.05999755859375,334.05999755859375,1394,,,2023-05-24 10:33:00-04:00
63,334.0299987792969,334.0299987792969,334.0,334.0,334.0,1009,,,2023-05-24 10:34:00-04:00
64,334.5050048828125,334.5050048828125,334.5050048828125,334.5050048828125,334.5050048828125,511,,,2023-05-24 10:35:00-04:00
65,334.6000061035156,334.6000061035156,334.54998779296875,334.54998779296875,334.54998779296875,440,,,2023-05-24 10:36:00-04:00
66,334.489990234375,335.0350036621094,334.489990234375,335.0350036621094,335.0350036621094,1789,,,2023-05-24 10:37:00-04:00
