Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date.6,Date
0,113.11000061035156,113.16999816894533,112.9613037109375,113.16999816894533,113.16999816894533,40428,2023-05-24 09:30:00-04:00,,,,,,
1,112.7300033569336,112.9000015258789,112.70999908447266,112.9000015258789,112.9000015258789,19780,,,,,,,2023-05-30 09:30:00-04:00
2,113.0,113.8499984741211,112.98999786376953,113.8499984741211,113.8499984741211,16933,,,,,,,2023-05-30 09:31:00-04:00
3,113.83000183105469,114.02999877929688,113.69000244140625,114.0199966430664,114.0199966430664,4019,,,,,,,2023-05-30 09:32:00-04:00
4,113.75,113.87999725341797,113.66000366210938,113.86000061035156,113.86000061035156,6574,,,,,,,2023-05-30 09:33:00-04:00
5,113.66999816894531,113.75,113.48999786376953,113.6500015258789,113.6500015258789,8343,,,,,,,2023-05-30 09:34:00-04:00
6,113.58999633789062,113.77999877929688,113.58000183105469,113.7699966430664,113.7699966430664,4650,,,,,,,2023-05-30 09:35:00-04:00
7,113.56999969482422,113.5999984741211,113.0199966430664,113.1897964477539,113.1897964477539,2485,,,,,,,2023-05-30 09:36:00-04:00
8,113.30999755859375,113.66999816894531,113.30999755859375,113.66999816894531,113.66999816894531,2381,,,,,,,2023-05-30 09:37:00-04:00
9,113.625,113.73999786376953,113.59500122070312,113.69499969482422,113.69499969482422,2678,,,,,,,2023-05-30 09:38:00-04:00
10,113.62999725341797,113.70999908447266,113.52999877929688,113.55999755859375,113.55999755859375,2908,,,,,,,2023-05-30 09:39:00-04:00
11,113.5999984741211,113.73999786376953,113.47000122070312,113.5199966430664,113.5199966430664,6489,,,,,,,2023-05-30 09:40:00-04:00
12,113.5199966430664,113.5199966430664,113.27880096435547,113.27880096435547,113.27880096435547,14994,,,,,,,2023-05-30 09:41:00-04:00
13,113.41000366210938,113.94999694824219,113.41000366210938,113.94999694824219,113.94999694824219,2769,,,,,,,2023-05-30 09:42:00-04:00
14,113.85489654541016,114.05000305175781,113.80000305175781,114.05000305175781,114.05000305175781,4767,,,,,,,2023-05-30 09:43:00-04:00
15,114.1500015258789,114.36499786376953,114.1500015258789,114.3499984741211,114.3499984741211,3564,,,,,,,2023-05-30 09:44:00-04:00
16,114.37000274658203,114.44000244140625,114.16000366210938,114.16000366210938,114.16000366210938,3740,,,,,,,2023-05-30 09:45:00-04:00
17,114.2750015258789,114.4000015258789,114.2300033569336,114.4000015258789,114.4000015258789,2063,,,,,,,2023-05-30 09:46:00-04:00
18,114.33999633789062,114.55500030517578,114.33999633789062,114.52999877929688,114.52999877929688,5746,,,,,,,2023-05-30 09:47:00-04:00
19,114.5250015258789,114.6500015258789,114.5199966430664,114.5999984741211,114.5999984741211,6121,,,,,,,2023-05-30 09:48:00-04:00
20,114.56500244140625,114.56500244140625,114.48500061035156,114.55000305175781,114.55000305175781,2985,,,,,,,2023-05-30 09:49:00-04:00
21,114.45010375976562,114.66000366210938,114.44999694824219,114.61000061035156,114.61000061035156,7804,,,,,,,2023-05-30 09:50:00-04:00
22,114.625,114.75,114.625,114.72000122070312,114.72000122070312,2522,,,,,,,2023-05-30 09:51:00-04:00
23,114.70999908447266,114.86000061035156,114.70999908447266,114.86000061035156,114.86000061035156,2182,,,,,,,2023-05-30 09:52:00-04:00
24,114.86000061035156,114.93000030517578,114.30999755859375,114.38999938964844,114.38999938964844,21063,,,,,,,2023-05-30 09:53:00-04:00
25,114.40499877929688,114.40499877929688,114.27999877929688,114.33000183105469,114.33000183105469,1951,,,,,,,2023-05-30 09:54:00-04:00
26,114.30500030517578,114.35859680175781,114.20999908447266,114.2699966430664,114.2699966430664,7889,,,,,,,2023-05-30 09:55:00-04:00
27,114.33000183105469,114.33000183105469,113.9000015258789,113.93499755859375,113.93499755859375,8484,,,,,,,2023-05-30 09:56:00-04:00
28,113.86000061035156,113.86000061035156,113.80999755859375,113.81999969482422,113.81999969482422,1110,,,,,,,2023-05-30 09:57:00-04:00
29,113.82499694824219,113.8499984741211,113.7300033569336,113.7300033569336,113.7300033569336,4919,,,,,,,2023-05-30 09:58:00-04:00
30,113.72000122070312,114.05000305175781,113.72000122070312,113.98999786376953,113.98999786376953,4829,,,,,,,2023-05-30 09:59:00-04:00
31,114.06999969482422,114.29000091552734,113.97000122070312,114.19999694824219,114.19999694824219,3887,,,,,,,2023-05-30 10:00:00-04:00
32,114.11000061035156,114.11000061035156,113.7699966430664,113.7699966430664,113.7699966430664,4853,,,,,,,2023-05-30 10:01:00-04:00
33,113.68000030517578,113.76000213623047,113.62999725341797,113.67500305175781,113.67500305175781,2573,,,,,,,2023-05-30 10:02:00-04:00
34,113.66999816894531,113.70999908447266,113.62999725341797,113.62999725341797,113.62999725341797,2058,,,,,,,2023-05-30 10:03:00-04:00
35,113.62999725341797,113.83000183105469,113.62999725341797,113.68000030517578,113.68000030517578,3824,,,,,,,2023-05-30 10:04:00-04:00
36,113.6272964477539,113.68000030517578,113.61000061035156,113.61499786376953,113.61499786376953,2528,,,,,,,2023-05-30 10:05:00-04:00
37,113.58000183105469,113.80999755859375,113.58000183105469,113.72730255126953,113.72730255126953,3136,,,,,,,2023-05-30 10:06:00-04:00
38,113.86000061035156,113.98999786376953,113.81999969482422,113.94000244140625,113.94000244140625,3062,,,,,,,2023-05-30 10:07:00-04:00
39,113.87999725341797,114.04000091552734,113.81999969482422,114.04000091552734,114.04000091552734,3056,,,,,,,2023-05-30 10:08:00-04:00
40,114.04000091552734,114.11000061035156,113.94999694824219,114.06999969482422,114.06999969482422,6977,,,,,,,2023-05-30 10:09:00-04:00
41,114.05000305175781,114.05000305175781,113.87999725341797,113.87999725341797,113.87999725341797,2179,,,,,,,2023-05-30 10:10:00-04:00
42,113.97010040283203,113.9800033569336,113.87000274658203,113.92500305175781,113.92500305175781,3042,,,,,,,2023-05-30 10:11:00-04:00
43,113.87000274658203,113.91999816894531,113.66000366210938,113.66999816894531,113.66999816894531,3356,,,,,,,2023-05-30 10:12:00-04:00
44,113.73999786376953,114.02999877929688,113.68000030517578,114.02999877929688,114.02999877929688,5119,,,,,,,2023-05-30 10:13:00-04:00
45,114.04000091552734,114.04000091552734,113.9000015258789,113.94999694824219,113.94999694824219,3545,,,,,,,2023-05-30 10:14:00-04:00
46,114.01000213623047,114.12999725341797,114.01000213623047,114.09500122070312,114.09500122070312,2645,,,,,,,2023-05-30 10:15:00-04:00
47,114.04000091552734,114.11000061035156,113.97000122070312,113.9905014038086,113.9905014038086,15763,,,,,,,2023-05-30 10:16:00-04:00
48,114.12000274658203,114.37999725341797,114.12000274658203,114.3550033569336,114.3550033569336,4206,,,,,,,2023-05-30 10:17:00-04:00
49,114.36000061035156,114.41000366210938,114.30000305175781,114.3550033569336,114.3550033569336,5442,,,,,,,2023-05-30 10:18:00-04:00
50,114.37000274658203,114.37000274658203,114.25,114.30999755859375,114.30999755859375,3134,,,,,,,2023-05-30 10:19:00-04:00
51,114.2750015258789,114.38999938964844,114.25,114.34500122070312,114.34500122070312,3550,,,,,,,2023-05-30 10:20:00-04:00
52,114.33999633789062,114.41999816894531,114.27999877929688,114.4000015258789,114.4000015258789,7502,,,,,,,2023-05-30 10:21:00-04:00
53,114.375,114.43000030517578,114.24079895019531,114.43000030517578,114.43000030517578,38712,,,,,,,2023-05-30 10:22:00-04:00
54,114.43000030517578,114.43000030517578,114.23999786376953,114.29000091552734,114.29000091552734,6909,,,,,,,2023-05-30 10:23:00-04:00
55,114.33000183105469,114.4000015258789,114.30000305175781,114.33000183105469,114.33000183105469,8339,,,,,,,2023-05-30 10:24:00-04:00
56,114.33000183105469,114.33000183105469,114.00789642333984,114.09500122070312,114.09500122070312,4784,,,,,,,2023-05-30 10:25:00-04:00
57,114.09500122070312,114.1500015258789,114.02999877929688,114.0999984741211,114.0999984741211,2830,,,,,,,2023-05-30 10:26:00-04:00
58,114.06999969482422,114.18000030517578,114.03500366210938,114.03500366210938,114.03500366210938,23768,,,,,,,2023-05-30 10:27:00-04:00
59,114.03500366210938,114.03500366210938,113.70999908447266,113.71499633789062,113.71499633789062,5285,,,,,,,2023-05-30 10:28:00-04:00
60,113.72000122070312,114.0,113.68499755859375,113.93000030517578,113.93000030517578,4308,,,,,,,2023-05-30 10:29:00-04:00
61,113.87999725341797,113.97000122070312,113.82499694824219,113.97000122070312,113.97000122070312,5318,,,,,,,2023-05-30 10:30:00-04:00
62,113.98999786376953,114.18000030517578,113.98999786376953,114.18000030517578,114.18000030517578,3206,,,,,,,2023-05-30 10:31:00-04:00
63,114.18000030517578,114.19000244140625,113.87000274658203,113.94000244140625,113.94000244140625,5700,,,,,,,2023-05-30 10:32:00-04:00
64,113.87999725341797,113.87999725341797,113.5,113.5,113.5,5743,,,,,,,2023-05-30 10:33:00-04:00
65,113.45999908447266,113.4800033569336,113.45999908447266,113.47000122070312,113.47000122070312,1445,,,,,,,2023-05-30 10:34:00-04:00
66,113.4363021850586,113.4800033569336,113.36000061035156,113.36000061035156,113.36000061035156,6211,,,,,,,2023-05-30 10:35:00-04:00
67,113.37999725341797,113.45500183105469,113.30000305175781,113.4000015258789,113.4000015258789,7719,,,,,,,2023-05-30 10:36:00-04:00
68,113.37519836425781,113.55000305175781,113.27249908447266,113.55000305175781,113.55000305175781,21978,,,,,,,2023-05-30 10:37:00-04:00
69,113.51000213623047,113.51000213623047,113.33999633789062,113.43499755859375,113.43499755859375,4079,,,,,,,2023-05-30 10:38:00-04:00
70,113.42500305175781,113.42500305175781,113.42500305175781,113.42500305175781,113.42500305175781,789,,,,,,,2023-05-30 10:39:00-04:00
71,113.42500305175781,113.50499725341797,113.37999725341797,113.45999908447266,113.45999908447266,2798,,,,,,,2023-05-30 10:40:00-04:00
72,113.51000213623047,113.62999725341797,113.51000213623047,113.62999725341797,113.62999725341797,2736,,,,,,,2023-05-30 10:41:00-04:00
73,113.57499694824219,113.69999694824219,113.52999877929688,113.56999969482422,113.56999969482422,3872,,,,,,,2023-05-30 10:42:00-04:00
74,113.58000183105469,113.65249633789062,113.5199966430664,113.63999938964844,113.63999938964844,4710,,,,,,,2023-05-30 10:43:00-04:00
75,113.61499786376953,113.61499786376953,113.44999694824219,113.46499633789062,113.46499633789062,18289,,,,,,,2023-05-30 10:44:00-04:00
76,113.44999694824219,113.46499633789062,113.2300033569336,113.2750015258789,113.2750015258789,2483,,,,,,,2023-05-30 10:45:00-04:00
77,113.25499725341797,113.3499984741211,113.25499725341797,113.26000213623047,113.26000213623047,1975,,,,,,,2023-05-30 10:46:00-04:00
78,113.2300033569336,113.2300033569336,113.15499877929688,113.15499877929688,113.15499877929688,1691,,,,,,,2023-05-30 10:47:00-04:00
79,113.08999633789062,113.08999633789062,112.98999786376953,113.04000091552734,113.04000091552734,1514,,,,,,,2023-05-30 10:48:00-04:00
80,112.94000244140625,113.11000061035156,112.93000030517578,113.02999877929688,113.02999877929688,9318,,,,,,,2023-05-30 10:49:00-04:00
81,113.05999755859375,113.05999755859375,112.94999694824219,112.9800033569336,112.9800033569336,3808,,,,,,,2023-05-30 10:50:00-04:00
82,113.0,113.0,113.0,113.0,113.0,278,,,,,,,2023-05-30 10:51:00-04:00
83,112.8550033569336,112.87999725341797,112.80000305175781,112.87999725341797,112.87999725341797,12830,,,,,,,2023-05-30 10:53:00-04:00
84,112.5999984741211,112.61489868164062,112.56999969482422,112.56999969482422,112.56999969482422,4254,,,,,,,2023-05-30 10:54:00-04:00
85,112.6406021118164,112.6406021118164,112.56999969482422,112.62000274658203,112.62000274658203,2714,,,,,,,2023-05-30 10:55:00-04:00
86,112.5999984741211,112.5999984741211,112.58000183105469,112.58049774169922,112.58049774169922,717,,,,,,,2023-05-30 10:56:00-04:00
87,112.55999755859375,112.55999755859375,112.45999908447266,112.45999908447266,112.45999908447266,1314,,,,,,,2023-05-30 10:57:00-04:00
88,112.36000061035156,112.375,112.32499694824219,112.32499694824219,112.32499694824219,1809,,,,,,,2023-05-30 10:58:00-04:00
