Open,High,Low,Close,Adj Close,Volume
85.0999984741211,85.0999984741211,85.08999633789062,85.08999633789062,85.08999633789062,6912
85.0,85.2249984741211,85.0,85.2249984741211,85.2249984741211,293
85.15499877929688,85.15499877929688,85.15499877929688,85.15499877929688,85.15499877929688,141
85.1500015258789,85.1500015258789,85.1500015258789,85.1500015258789,85.1500015258789,335
85.11499786376953,85.11499786376953,84.7699966430664,85.0,85.0,3308
84.62999725341797,85.04989624023438,84.62999725341797,85.04989624023438,85.04989624023438,200
84.80000305175781,84.94000244140625,84.62999725341797,84.62999725341797,84.62999725341797,801
85.01000213623047,85.05999755859375,85.01000213623047,85.05999755859375,85.05999755859375,563
85.1500015258789,85.1500015258789,85.1500015258789,85.1500015258789,85.1500015258789,1343
85.1500015258789,85.19999694824219,85.0999984741211,85.0999984741211,85.0999984741211,3800
85.01000213623047,85.01000213623047,84.91000366210938,84.91000366210938,84.91000366210938,398
84.94999694824219,84.9800033569336,84.94000244140625,84.94000244140625,84.94000244140625,582
85.08999633789062,85.08999633789062,85.08999633789062,85.08999633789062,85.08999633789062,1630
84.97000122070312,84.97000122070312,84.97000122070312,84.97000122070312,84.97000122070312,260
85.00129699707031,85.06999969482422,85.00129699707031,85.06999969482422,85.06999969482422,763
85.08000183105469,85.08000183105469,85.08000183105469,85.08000183105469,85.08000183105469,285
85.11000061035156,85.11000061035156,85.11000061035156,85.11000061035156,85.11000061035156,454
85.19000244140625,85.19000244140625,85.05000305175781,85.05000305175781,85.05000305175781,1415
85.09500122070312,85.09500122070312,85.09500122070312,85.09500122070312,85.09500122070312,1389
85.13999938964844,85.25,85.0999984741211,85.25,85.25,2866
85.3499984741211,85.3499984741211,85.3499984741211,85.3499984741211,85.3499984741211,646
85.33999633789062,85.33999633789062,85.33999633789062,85.33999633789062,85.33999633789062,499
85.2699966430664,85.2699966430664,85.2699966430664,85.2699966430664,85.2699966430664,739
85.23999786376953,85.23999786376953,85.18000030517578,85.18000030517578,85.18000030517578,1390
85.26950073242188,85.26950073242188,85.081298828125,85.18509674072266,85.18509674072266,7652
85.17500305175781,85.23999786376953,85.17500305175781,85.23999786376953,85.23999786376953,660
85.12000274658203,85.12999725341797,85.11000061035156,85.12999725341797,85.12999725341797,555
85.08499908447266,85.1449966430664,85.06999969482422,85.1449966430664,85.1449966430664,830
85.12000274658203,85.1500015258789,85.12000274658203,85.1500015258789,85.1500015258789,298
85.19999694824219,85.19999694824219,85.19999694824219,85.19999694824219,85.19999694824219,307
85.2300033569336,85.2300033569336,85.2300033569336,85.2300033569336,85.2300033569336,552
85.28309631347656,85.33000183105469,85.27999877929688,85.27999877929688,85.27999877929688,1170
85.26000213623047,85.26000213623047,85.2300033569336,85.2300033569336,85.2300033569336,1127
85.29000091552734,85.37999725341797,85.2750015258789,85.32499694824219,85.32499694824219,2041
85.33000183105469,85.34500122070312,85.33000183105469,85.34500122070312,85.34500122070312,227
85.3499984741211,85.3499984741211,85.19999694824219,85.2699966430664,85.2699966430664,1670
85.29000091552734,85.36000061035156,85.29000091552734,85.36000061035156,85.36000061035156,855
85.33999633789062,85.33999633789062,85.31999969482422,85.31999969482422,85.31999969482422,632
85.4000015258789,85.44999694824219,85.4000015258789,85.41000366210938,85.41000366210938,836
85.37999725341797,85.37999725341797,85.37999725341797,85.37999725341797,85.37999725341797,499
85.37999725341797,85.37999725341797,85.37999725341797,85.37999725341797,85.37999725341797,442
85.33999633789062,85.37000274658203,85.33999633789062,85.33999633789062,85.33999633789062,1201
85.37999725341797,85.37999725341797,85.30999755859375,85.30999755859375,85.30999755859375,1606
85.45999908447266,85.45999908447266,85.38999938964844,85.38999938964844,85.38999938964844,1736
85.44000244140625,85.44000244140625,85.4000015258789,85.4000015258789,85.4000015258789,614
85.33000183105469,85.33000183105469,85.33000183105469,85.33000183105469,85.33000183105469,271
85.33999633789062,85.33999633789062,85.33999633789062,85.33999633789062,85.33999633789062,133
85.44000244140625,85.5,85.44000244140625,85.5,85.5,1768
85.4800033569336,85.48999786376953,85.4800033569336,85.48999786376953,85.48999786376953,1034
85.51000213623047,85.55000305175781,85.51000213623047,85.55000305175781,85.55000305175781,1238
85.53500366210938,85.54000091552734,85.48999786376953,85.5,85.5,1302
85.44000244140625,85.47000122070312,85.44000244140625,85.47000122070312,85.47000122070312,290
85.4749984741211,85.4749984741211,85.36000061035156,85.41000366210938,85.41000366210938,6148
85.42500305175781,85.50499725341797,85.42500305175781,85.50499725341797,85.50499725341797,3697
85.55999755859375,85.5999984741211,85.55000305175781,85.5999984741211,85.5999984741211,905
85.58000183105469,85.58000183105469,85.58000183105469,85.58000183105469,85.58000183105469,116
85.62000274658203,85.63500213623047,85.62000274658203,85.63500213623047,85.63500213623047,424
85.66999816894531,85.66999816894531,85.62550354003906,85.62550354003906,85.62550354003906,1724
85.61499786376953,85.70999908447266,85.5999984741211,85.69000244140625,85.69000244140625,3008
85.69000244140625,85.70999908447266,85.66999816894531,85.66999816894531,85.66999816894531,2310
85.70999908447266,85.7300033569336,85.63999938964844,85.6500015258789,85.6500015258789,2420
85.61000061035156,85.6500015258789,85.5999984741211,85.6500015258789,85.6500015258789,1206
85.58999633789062,85.6500015258789,85.58000183105469,85.58000183105469,85.58000183105469,12881
85.58000183105469,85.62000274658203,85.55500030517578,85.61000061035156,85.61000061035156,667
85.61489868164062,85.66000366210938,85.56999969482422,85.56999969482422,85.56999969482422,4159
85.56009674072266,85.59500122070312,85.55999755859375,85.59500122070312,85.59500122070312,1157
85.59500122070312,85.61000061035156,85.5199966430664,85.54000091552734,85.54000091552734,2699
85.58000183105469,85.5999984741211,85.55000305175781,85.58000183105469,85.58000183105469,2363
85.57499694824219,85.57499694824219,85.55999755859375,85.55999755859375,85.55999755859375,423
85.57499694824219,85.63999938964844,85.57499694824219,85.5999984741211,85.5999984741211,3633
85.62000274658203,85.63999938964844,85.58999633789062,85.58999633789062,85.58999633789062,3902
85.58999633789062,85.58999633789062,85.55999755859375,85.56999969482422,85.56999969482422,857
85.55999755859375,85.58000183105469,85.55000305175781,85.58000183105469,85.58000183105469,1327
85.55000305175781,85.55000305175781,85.48999786376953,85.48999786376953,85.48999786376953,1039
85.5,85.52999877929688,85.5,85.51000213623047,85.51000213623047,2161
85.4800033569336,85.4800033569336,85.47000122070312,85.4749984741211,85.4749984741211,643
85.4800033569336,85.4800033569336,85.4800033569336,85.4800033569336,85.4800033569336,100
85.4800033569336,85.55000305175781,85.4800033569336,85.5199966430664,85.5199966430664,2611
85.54000091552734,85.55000305175781,85.54000091552734,85.55000305175781,85.55000305175781,2244
85.58000183105469,85.58000183105469,85.5636978149414,85.5636978149414,85.5636978149414,828
85.5999984741211,85.61000061035156,85.58000183105469,85.58999633789062,85.58999633789062,854
