Date,Open,High,Low,Close,Adj Close,Volume,Date
2023-05-24 09:00:00+02:00,825.0,825.0,818.7999877929688,819.5999755859375,819.5999755859375,0,2023-05-24 09:00:00+02:00
2023-05-24 09:01:00+02:00,820.2000122070312,820.4000244140625,817.0,818.2999877929688,818.2999877929688,3421,2023-05-24 09:01:00+02:00
2023-05-24 09:02:00+02:00,818.7000122070312,818.7000122070312,816.4000244140625,816.7999877929688,816.7999877929688,1477,2023-05-24 09:02:00+02:00
2023-05-24 09:03:00+02:00,816.5999755859375,817.2999877929688,813.5,814.7999877929688,814.7999877929688,5513,2023-05-24 09:03:00+02:00
2023-05-24 09:04:00+02:00,815.0,817.5,814.2999877929688,815.4000244140625,815.4000244140625,1618,2023-05-24 09:04:00+02:00
2023-05-24 09:05:00+02:00,815.4000244140625,817.7999877929688,815.4000244140625,817.7000122070312,817.7000122070312,1556,2023-05-24 09:05:00+02:00
2023-05-24 09:06:00+02:00,817.7000122070312,819.4000244140625,817.5999755859375,818.0999755859375,818.0999755859375,3477,2023-05-24 09:06:00+02:00
2023-05-24 09:07:00+02:00,818.2000122070312,820.0,817.7000122070312,818.2999877929688,818.2999877929688,1809,2023-05-24 09:07:00+02:00
2023-05-24 09:08:00+02:00,818.2999877929688,819.2999877929688,817.2000122070312,817.4000244140625,817.4000244140625,1043,2023-05-24 09:08:00+02:00
2023-05-24 09:09:00+02:00,817.2999877929688,818.4000244140625,817.0999755859375,817.5999755859375,817.5999755859375,1040,2023-05-24 09:09:00+02:00
2023-05-24 09:10:00+02:00,817.7000122070312,820.2000122070312,817.7000122070312,820.2000122070312,820.2000122070312,802,2023-05-24 09:10:00+02:00
2023-05-24 09:11:00+02:00,820.0999755859375,821.0,820.0,820.7000122070312,820.7000122070312,647,2023-05-24 09:11:00+02:00
2023-05-24 09:12:00+02:00,820.7999877929688,821.7999877929688,819.2999877929688,819.2999877929688,819.2999877929688,1434,2023-05-24 09:12:00+02:00
2023-05-24 09:13:00+02:00,819.5,819.5,818.0,818.7999877929688,818.7999877929688,1646,2023-05-24 09:13:00+02:00
2023-05-24 09:14:00+02:00,818.7000122070312,820.0,818.2999877929688,819.7999877929688,819.7999877929688,1290,2023-05-24 09:14:00+02:00
2023-05-24 09:15:00+02:00,819.5999755859375,819.5999755859375,819.0,819.0,819.0,1085,2023-05-24 09:15:00+02:00
2023-05-24 09:16:00+02:00,819.0,819.0,818.2000122070312,818.5,818.5,955,2023-05-24 09:16:00+02:00
2023-05-24 09:17:00+02:00,818.5,819.0,817.9000244140625,819.0,819.0,1154,2023-05-24 09:17:00+02:00
2023-05-24 09:18:00+02:00,818.7999877929688,818.9000244140625,817.7000122070312,818.2000122070312,818.2000122070312,743,2023-05-24 09:18:00+02:00
2023-05-24 09:19:00+02:00,818.2000122070312,818.4000244140625,816.2999877929688,816.7999877929688,816.7999877929688,1551,2023-05-24 09:19:00+02:00
2023-05-24 09:20:00+02:00,816.7000122070312,818.5,816.5999755859375,818.5,818.5,1117,2023-05-24 09:20:00+02:00
2023-05-24 09:21:00+02:00,818.5,818.5,817.7000122070312,818.0999755859375,818.0999755859375,627,2023-05-24 09:21:00+02:00
2023-05-24 09:22:00+02:00,818.0999755859375,819.9000244140625,818.0999755859375,819.2000122070312,819.2000122070312,1182,2023-05-24 09:22:00+02:00
2023-05-24 09:23:00+02:00,819.2999877929688,821.5,819.2000122070312,820.7999877929688,820.7999877929688,1382,2023-05-24 09:23:00+02:00
2023-05-24 09:24:00+02:00,820.7999877929688,820.9000244140625,819.2000122070312,819.5,819.5,1469,2023-05-24 09:24:00+02:00
2023-05-24 09:25:00+02:00,819.4000244140625,819.4000244140625,817.9000244140625,818.0999755859375,818.0999755859375,813,2023-05-24 09:25:00+02:00
2023-05-24 09:26:00+02:00,818.2000122070312,818.7000122070312,818.2000122070312,818.5999755859375,818.5999755859375,1464,2023-05-24 09:26:00+02:00
2023-05-24 09:27:00+02:00,818.4000244140625,818.4000244140625,817.5999755859375,817.7999877929688,817.7999877929688,1410,2023-05-24 09:27:00+02:00
2023-05-24 09:28:00+02:00,817.9000244140625,818.2999877929688,817.2999877929688,817.5999755859375,817.5999755859375,646,2023-05-24 09:28:00+02:00
2023-05-24 09:29:00+02:00,817.5,819.0,817.5,818.5999755859375,818.5999755859375,1109,2023-05-24 09:29:00+02:00
2023-05-24 09:30:00+02:00,818.4000244140625,818.5,817.9000244140625,817.9000244140625,817.9000244140625,533,2023-05-24 09:30:00+02:00
2023-05-24 09:31:00+02:00,817.7999877929688,819.2999877929688,817.7999877929688,818.7999877929688,818.7999877929688,1278,2023-05-24 09:31:00+02:00
2023-05-24 09:32:00+02:00,818.5999755859375,818.5999755859375,817.5999755859375,817.5999755859375,817.5999755859375,383,2023-05-24 09:32:00+02:00
2023-05-24 09:33:00+02:00,817.5,817.7000122070312,817.0,817.0999755859375,817.0999755859375,1478,2023-05-24 09:33:00+02:00
2023-05-24 09:34:00+02:00,817.0999755859375,817.5999755859375,817.0,817.5999755859375,817.5999755859375,741,2023-05-24 09:34:00+02:00
2023-05-24 09:35:00+02:00,817.5999755859375,818.0999755859375,817.4000244140625,818.0,818.0,658,2023-05-24 09:35:00+02:00
