Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date.6,Date.7,Date
0,54.0099983215332,54.08000183105469,53.98500061035156,53.98500061035156,53.98500061035156,33617,2023-05-24 09:30:00-04:00,,,,,,,
1,54.91999816894531,54.93000030517578,54.88999938964844,54.900001525878906,54.900001525878906,31842,,,,,,,,2023-05-31 09:30:00-04:00
2,54.81999969482422,54.880001068115234,54.76499938964844,54.779998779296875,54.779998779296875,11647,,,,,,,,2023-05-31 09:31:00-04:00
3,54.790000915527344,54.869998931884766,54.77000045776367,54.790000915527344,54.790000915527344,17262,,,,,,,,2023-05-31 09:32:00-04:00
4,54.76499938964844,54.779998779296875,54.709999084472656,54.7400016784668,54.7400016784668,5253,,,,,,,,2023-05-31 09:33:00-04:00
5,54.744998931884766,54.75,54.65999984741211,54.70000076293945,54.70000076293945,27566,,,,,,,,2023-05-31 09:34:00-04:00
6,54.720001220703125,54.779998779296875,54.720001220703125,54.77000045776367,54.77000045776367,24597,,,,,,,,2023-05-31 09:35:00-04:00
7,54.76499938964844,54.77000045776367,54.7599983215332,54.7599983215332,54.7599983215332,10305,,,,,,,,2023-05-31 09:36:00-04:00
8,54.7599983215332,54.779998779296875,54.7400016784668,54.76499938964844,54.76499938964844,9889,,,,,,,,2023-05-31 09:37:00-04:00
9,54.75,54.7599983215332,54.724998474121094,54.75,54.75,9459,,,,,,,,2023-05-31 09:38:00-04:00
10,54.755001068115234,54.85499954223633,54.75,54.85499954223633,54.85499954223633,8792,,,,,,,,2023-05-31 09:39:00-04:00
11,54.84000015258789,54.88999938964844,54.81999969482422,54.869998931884766,54.869998931884766,9575,,,,,,,,2023-05-31 09:40:00-04:00
12,54.880001068115234,54.90999984741211,54.84000015258789,54.880001068115234,54.880001068115234,13738,,,,,,,,2023-05-31 09:41:00-04:00
13,54.88999938964844,54.915000915527344,54.88999938964844,54.900001525878906,54.900001525878906,4772,,,,,,,,2023-05-31 09:42:00-04:00
14,54.89500045776367,54.89500045776367,54.86000061035156,54.86000061035156,54.86000061035156,2244,,,,,,,,2023-05-31 09:43:00-04:00
15,54.86000061035156,54.869998931884766,54.814998626708984,54.86000061035156,54.86000061035156,5908,,,,,,,,2023-05-31 09:44:00-04:00
