Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date
0,356.92999267578125,359.7699890136719,356.625,359.2099914550781,359.2099914550781,166111,2023-05-24 09:30:00-04:00,
1,356.92999267578125,359.7699890136719,356.625,359.2099914550781,359.2099914550781,166111,,2023-05-24 09:30:00-04:00
2,359.2099914550781,359.2099914550781,358.0610046386719,358.3450012207031,358.3450012207031,36409,,2023-05-24 09:31:00-04:00
3,358.70001220703125,359.3800048828125,358.1099853515625,359.3800048828125,359.3800048828125,41012,,2023-05-24 09:32:00-04:00
4,359.3500061035156,360.6499938964844,358.8756103515625,359.8699951171875,359.8699951171875,70374,,2023-05-24 09:33:00-04:00
5,360.1000061035156,361.15130615234375,359.62310791015625,360.8349914550781,360.8349914550781,43274,,2023-05-24 09:34:00-04:00
6,361.17999267578125,361.6300048828125,360.1199951171875,361.3299865722656,361.3299865722656,79322,,2023-05-24 09:35:00-04:00
7,361.0299987792969,362.29998779296875,360.80999755859375,362.1650085449219,362.1650085449219,68093,,2023-05-24 09:36:00-04:00
8,362.2947082519531,362.9200134277344,361.94000244140625,362.6296081542969,362.6296081542969,74548,,2023-05-24 09:37:00-04:00
9,362.5201110839844,363.7900085449219,362.5,362.6000061035156,362.6000061035156,91257,,2023-05-24 09:38:00-04:00
10,362.7749938964844,363.17999267578125,361.31988525390625,361.4200134277344,361.4200134277344,53851,,2023-05-24 09:39:00-04:00
11,361.6507873535156,363.5,361.44378662109375,362.5799865722656,362.5799865722656,47795,,2023-05-24 09:40:00-04:00
12,362.6099853515625,363.0423889160156,362.2410888671875,363.0,363.0,32161,,2023-05-24 09:41:00-04:00
13,362.9949951171875,362.9949951171875,361.29998779296875,361.92999267578125,361.92999267578125,27785,,2023-05-24 09:42:00-04:00
14,362.0299987792969,362.2027893066406,361.42999267578125,361.5000915527344,361.5000915527344,21923,,2023-05-24 09:43:00-04:00
15,361.67999267578125,361.7900085449219,360.4541931152344,360.79998779296875,360.79998779296875,29138,,2023-05-24 09:44:00-04:00
16,360.79998779296875,361.9200134277344,360.4100036621094,361.8634948730469,361.8634948730469,45825,,2023-05-24 09:45:00-04:00
17,361.84991455078125,361.8999938964844,360.6400146484375,360.8800048828125,360.8800048828125,30441,,2023-05-24 09:46:00-04:00
18,360.5799865722656,361.3900146484375,360.4599914550781,361.2749938964844,361.2749938964844,23199,,2023-05-24 09:47:00-04:00
19,361.2749938964844,362.2117004394531,361.05010986328125,361.8999938964844,361.8999938964844,42565,,2023-05-24 09:48:00-04:00
20,362.1300048828125,362.39990234375,361.0400085449219,361.0400085449219,361.0400085449219,32791,,2023-05-24 09:49:00-04:00
21,361.25,361.9100036621094,360.7799987792969,361.9100036621094,361.9100036621094,30054,,2023-05-24 09:50:00-04:00
22,361.6000061035156,362.239990234375,361.2792053222656,361.375,361.375,33950,,2023-05-24 09:51:00-04:00
23,361.20001220703125,361.4700012207031,360.7864074707031,361.4700012207031,361.4700012207031,34265,,2023-05-24 09:52:00-04:00
24,361.4818115234375,361.489990234375,360.8599853515625,360.9750061035156,360.9750061035156,20626,,2023-05-24 09:53:00-04:00
25,360.79998779296875,361.3599853515625,360.6099853515625,361.32501220703125,361.32501220703125,21824,,2023-05-24 09:54:00-04:00
26,361.239990234375,361.6099853515625,361.0899963378906,361.3114929199219,361.3114929199219,21957,,2023-05-24 09:55:00-04:00
27,361.55499267578125,361.7298889160156,361.29010009765625,361.5,361.5,19352,,2023-05-24 09:56:00-04:00
