Datetime,Open,High,Low,Close,Adj Close,Volume
2023-05-15 00:00:00+00:00,1.000287413597107,1.000287413597107,1.000287413597107,1.000287413597107,1.000287413597107,0
2023-05-15 00:05:00+00:00,1.0002999305725098,1.0002999305725098,1.0002999305725098,1.0002999305725098,1.0002999305725098,0
2023-05-15 00:10:00+00:00,1.0002634525299072,1.0002634525299072,1.0002634525299072,1.0002634525299072,1.0002634525299072,0
2023-05-15 00:15:00+00:00,1.0002541542053223,1.0002541542053223,1.0002541542053223,1.0002541542053223,1.0002541542053223,0
2023-05-15 00:20:00+00:00,1.0000039339065552,1.0000039339065552,1.0000039339065552,1.0000039339065552,1.0000039339065552,8056192
2023-05-15 00:25:00+00:00,1.0004563331604004,1.0004563331604004,1.0004563331604004,1.0004563331604004,1.0004563331604004,1430400
2023-05-15 00:30:00+00:00,1.0002405643463135,1.0002405643463135,1.0002405643463135,1.0002405643463135,1.0002405643463135,2124672
2023-05-15 00:35:00+00:00,1.0003811120986938,1.0003811120986938,1.0003811120986938,1.0003811120986938,1.0003811120986938,662272
2023-05-15 00:40:00+00:00,1.0004652738571167,1.0004652738571167,1.0004652738571167,1.0004652738571167,1.0004652738571167,8867712
2023-05-15 00:45:00+00:00,1.0004907846450806,1.0004907846450806,1.0004907846450806,1.0004907846450806,1.0004907846450806,0
2023-05-15 00:50:00+00:00,1.0002678632736206,1.0002678632736206,1.0002678632736206,1.0002678632736206,1.0002678632736206,189824
2023-05-15 00:55:00+00:00,1.0006070137023926,1.0006070137023926,1.0006070137023926,1.0006070137023926,1.0006070137023926,5361280
2023-05-15 01:00:00+00:00,1.0003879070281982,1.0003879070281982,1.0003879070281982,1.0003879070281982,1.0003879070281982,4287104
2023-05-15 01:05:00+00:00,1.0002304315567017,1.0002304315567017,1.0002304315567017,1.0002304315567017,1.0002304315567017,0
2023-05-15 01:10:00+00:00,1.000472903251648,1.000472903251648,1.000472903251648,1.000472903251648,1.000472903251648,0
2023-05-15 01:15:00+00:00,1.0002645254135132,1.0002645254135132,1.0002645254135132,1.0002645254135132,1.0002645254135132,1150592
2023-05-15 01:20:00+00:00,1.0004422664642334,1.0004422664642334,1.0004422664642334,1.0004422664642334,1.0004422664642334,0
2023-05-15 01:25:00+00:00,1.0003976821899414,1.0003976821899414,1.0003976821899414,1.0003976821899414,1.0003976821899414,96768
2023-05-15 01:30:00+00:00,1.000457525253296,1.000457525253296,1.000457525253296,1.000457525253296,1.000457525253296,15069184
2023-05-15 01:35:00+00:00,1.0004041194915771,1.0004041194915771,1.0004041194915771,1.0004041194915771,1.0004041194915771,11393024
2023-05-15 01:40:00+00:00,1.0005141496658325,1.0005141496658325,1.0005141496658325,1.0005141496658325,1.0005141496658325,14302848
2023-05-15 01:45:00+00:00,1.0002782344818115,1.0002782344818115,1.0002782344818115,1.0002782344818115,1.0002782344818115,4959488
2023-05-15 01:50:00+00:00,1.0004513263702393,1.0004513263702393,1.0004513263702393,1.0004513263702393,1.0004513263702393,3680384
