Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date
0,52.220001220703125,52.380001068115234,52.15999984741211,52.25,52.25,272168,2023-05-23 09:30:00-04:00,
1,52.25,52.380001068115234,52.15999984741211,52.25,52.25,272168,,2023-05-23 09:30:00-04:00
2,52.22999954223633,52.540000915527344,52.189998626708984,52.52000045776367,52.52000045776367,108288,,2023-05-23 09:31:00-04:00
3,52.52000045776367,52.66999816894531,52.51060104370117,52.60810089111328,52.60810089111328,91616,,2023-05-23 09:32:00-04:00
4,52.595001220703125,52.630001068115234,52.54999923706055,52.595001220703125,52.595001220703125,25008,,2023-05-23 09:33:00-04:00
5,52.59000015258789,52.59000015258789,52.4900016784668,52.53499984741211,52.53499984741211,57532,,2023-05-23 09:34:00-04:00
6,52.54999923706055,52.55500030517578,52.36000061035156,52.39870071411133,52.39870071411133,60487,,2023-05-23 09:35:00-04:00
7,52.380001068115234,52.41999816894531,52.27000045776367,52.349998474121094,52.349998474121094,60452,,2023-05-23 09:36:00-04:00
8,52.375,52.43000030517578,52.29999923706055,52.40999984741211,52.40999984741211,25779,,2023-05-23 09:37:00-04:00
9,52.41999816894531,52.43000030517578,52.290000915527344,52.291500091552734,52.291500091552734,25330,,2023-05-23 09:38:00-04:00
10,52.310001373291016,52.380001068115234,52.29999923706055,52.34000015258789,52.34000015258789,31202,,2023-05-23 09:39:00-04:00
11,52.33000183105469,52.369998931884766,52.279998779296875,52.33000183105469,52.33000183105469,39254,,2023-05-23 09:40:00-04:00
12,52.32849884033203,52.32849884033203,52.250099182128906,52.27880096435547,52.27880096435547,53528,,2023-05-23 09:41:00-04:00
13,52.279998779296875,52.34000015258789,52.22999954223633,52.31999969482422,52.31999969482422,40171,,2023-05-23 09:42:00-04:00
14,52.30500030517578,52.3650016784668,52.279998779296875,52.33000183105469,52.33000183105469,22920,,2023-05-23 09:43:00-04:00
15,52.327598571777344,52.34000015258789,52.290000915527344,52.290000915527344,52.290000915527344,16024,,2023-05-23 09:44:00-04:00
16,52.290000915527344,52.439998626708984,52.279998779296875,52.40999984741211,52.40999984741211,64137,,2023-05-23 09:45:00-04:00
17,52.38999938964844,52.470001220703125,52.37409973144531,52.37459945678711,52.37459945678711,36270,,2023-05-23 09:46:00-04:00
18,52.38999938964844,52.400001525878906,52.31999969482422,52.380001068115234,52.380001068115234,42177,,2023-05-23 09:47:00-04:00
19,52.38999938964844,52.43000030517578,52.349998474121094,52.39500045776367,52.39500045776367,54413,,2023-05-23 09:48:00-04:00
20,52.400001525878906,52.560001373291016,52.400001525878906,52.54999923706055,52.54999923706055,67612,,2023-05-23 09:49:00-04:00
21,52.54999923706055,52.689998626708984,52.5099983215332,52.689998626708984,52.689998626708984,93850,,2023-05-23 09:50:00-04:00
22,52.665000915527344,52.81999969482422,52.65999984741211,52.689998626708984,52.689998626708984,113177,,2023-05-23 09:51:00-04:00
23,52.689998626708984,52.79999923706055,52.66999816894531,52.779701232910156,52.779701232910156,36279,,2023-05-23 09:52:00-04:00
24,52.779998779296875,52.88999938964844,52.72999954223633,52.86000061035156,52.86000061035156,111906,,2023-05-23 09:53:00-04:00
25,52.85499954223633,53.040000915527344,52.85499954223633,53.040000915527344,53.040000915527344,123939,,2023-05-23 09:54:00-04:00
