Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date.5,Date.6,Date.7,Date.8,Date
0,26.63999938964844,26.68000030517578,26.21999931335449,26.68000030517578,26.68000030517578,0,2023-05-24 09:00:00+02:00,,,,,,,,
1,26.0,26.030000686645508,25.530000686645508,25.979999542236328,25.979999542236328,0,,,,,,,,,2023-05-31 09:00:00+02:00
2,25.959999084472656,25.979999542236328,25.8799991607666,25.920000076293945,25.920000076293945,2864,,,,,,,,,2023-05-31 09:01:00+02:00
3,25.899999618530273,25.899999618530273,25.760000228881836,25.760000228881836,25.760000228881836,1533,,,,,,,,,2023-05-31 09:02:00+02:00
4,25.739999771118164,25.799999237060547,25.709999084472656,25.719999313354492,25.719999313354492,5472,,,,,,,,,2023-05-31 09:03:00+02:00
5,25.780000686645508,25.799999237060547,25.75,25.799999237060547,25.799999237060547,2664,,,,,,,,,2023-05-31 09:04:00+02:00
6,25.790000915527344,25.790000915527344,25.700000762939453,25.729999542236328,25.729999542236328,2399,,,,,,,,,2023-05-31 09:05:00+02:00
7,25.739999771118164,25.739999771118164,25.709999084472656,25.719999313354492,25.719999313354492,1664,,,,,,,,,2023-05-31 09:06:00+02:00
8,25.719999313354492,25.719999313354492,25.690000534057617,25.719999313354492,25.719999313354492,2381,,,,,,,,,2023-05-31 09:07:00+02:00
9,25.690000534057617,25.700000762939453,25.649999618530273,25.649999618530273,25.649999618530273,1015,,,,,,,,,2023-05-31 09:08:00+02:00
10,25.649999618530273,25.65999984741211,25.6200008392334,25.649999618530273,25.649999618530273,1487,,,,,,,,,2023-05-31 09:09:00+02:00
11,25.639999389648438,25.690000534057617,25.6299991607666,25.68000030517578,25.68000030517578,2168,,,,,,,,,2023-05-31 09:10:00+02:00
12,25.65999984741211,25.68000030517578,25.610000610351562,25.6299991607666,25.6299991607666,2677,,,,,,,,,2023-05-31 09:11:00+02:00
13,25.6200008392334,25.6299991607666,25.600000381469727,25.6299991607666,25.6299991607666,2231,,,,,,,,,2023-05-31 09:12:00+02:00
14,25.649999618530273,25.670000076293945,25.639999389648438,25.639999389648438,25.639999389648438,1409,,,,,,,,,2023-05-31 09:13:00+02:00
15,25.6299991607666,25.6299991607666,25.600000381469727,25.6200008392334,25.6200008392334,2481,,,,,,,,,2023-05-31 09:14:00+02:00
16,25.649999618530273,25.780000686645508,25.649999618530273,25.760000228881836,25.760000228881836,5742,,,,,,,,,2023-05-31 09:15:00+02:00
17,25.75,25.790000915527344,25.75,25.790000915527344,25.790000915527344,1038,,,,,,,,,2023-05-31 09:16:00+02:00
18,25.790000915527344,25.799999237060547,25.780000686645508,25.780000686645508,25.780000686645508,2990,,,,,,,,,2023-05-31 09:17:00+02:00
19,25.770000457763672,25.81999969482422,25.760000228881836,25.81999969482422,25.81999969482422,1780,,,,,,,,,2023-05-31 09:18:00+02:00
20,25.809999465942383,25.84000015258789,25.780000686645508,25.84000015258789,25.84000015258789,2705,,,,,,,,,2023-05-31 09:19:00+02:00
21,25.850000381469727,25.860000610351562,25.84000015258789,25.84000015258789,25.84000015258789,2018,,,,,,,,,2023-05-31 09:20:00+02:00
22,25.829999923706055,25.829999923706055,25.790000915527344,25.790000915527344,25.790000915527344,2119,,,,,,,,,2023-05-31 09:21:00+02:00
23,25.760000228881836,25.790000915527344,25.739999771118164,25.760000228881836,25.760000228881836,1078,,,,,,,,,2023-05-31 09:22:00+02:00
24,25.760000228881836,25.790000915527344,25.75,25.790000915527344,25.790000915527344,1643,,,,,,,,,2023-05-31 09:23:00+02:00
25,25.790000915527344,25.799999237060547,25.790000915527344,25.799999237060547,25.799999237060547,979,,,,,,,,,2023-05-31 09:24:00+02:00
26,25.809999465942383,25.809999465942383,25.809999465942383,25.809999465942383,25.809999465942383,187,,,,,,,,,2023-05-31 09:25:00+02:00
27,25.81999969482422,25.829999923706055,25.81999969482422,25.829999923706055,25.829999923706055,960,,,,,,,,,2023-05-31 09:26:00+02:00
28,25.81999969482422,25.84000015258789,25.81999969482422,25.84000015258789,25.84000015258789,831,,,,,,,,,2023-05-31 09:27:00+02:00
29,25.84000015258789,25.860000610351562,25.84000015258789,25.860000610351562,25.860000610351562,1477,,,,,,,,,2023-05-31 09:28:00+02:00
30,25.8700008392334,25.90999984741211,25.8700008392334,25.90999984741211,25.90999984741211,480,,,,,,,,,2023-05-31 09:29:00+02:00
31,25.889999389648438,25.920000076293945,25.8799991607666,25.889999389648438,25.889999389648438,3607,,,,,,,,,2023-05-31 09:30:00+02:00
32,25.950000762939453,25.950000762939453,25.93000030517578,25.93000030517578,25.93000030517578,1550,,,,,,,,,2023-05-31 09:32:00+02:00
33,26.0,26.020000457763672,26.0,26.020000457763672,26.020000457763672,1849,,,,,,,,,2023-05-31 09:35:00+02:00
34,26.020000457763672,26.049999237060547,26.020000457763672,26.049999237060547,26.049999237060547,199,,,,,,,,,2023-05-31 09:36:00+02:00
35,26.049999237060547,26.049999237060547,26.030000686645508,26.030000686645508,26.030000686645508,158,,,,,,,,,2023-05-31 09:37:00+02:00
36,26.030000686645508,26.049999237060547,26.020000457763672,26.049999237060547,26.049999237060547,904,,,,,,,,,2023-05-31 09:38:00+02:00
37,26.059999465942383,26.059999465942383,26.059999465942383,26.059999465942383,26.059999465942383,1003,,,,,,,,,2023-05-31 09:39:00+02:00
38,26.059999465942383,26.059999465942383,26.049999237060547,26.049999237060547,26.049999237060547,85,,,,,,,,,2023-05-31 09:40:00+02:00
39,26.040000915527344,26.049999237060547,26.030000686645508,26.049999237060547,26.049999237060547,846,,,,,,,,,2023-05-31 09:41:00+02:00
40,26.049999237060547,26.049999237060547,26.020000457763672,26.020000457763672,26.020000457763672,588,,,,,,,,,2023-05-31 09:42:00+02:00
41,26.030000686645508,26.030000686645508,26.010000228881836,26.020000457763672,26.020000457763672,493,,,,,,,,,2023-05-31 09:43:00+02:00
42,26.030000686645508,26.030000686645508,25.979999542236328,25.979999542236328,25.979999542236328,934,,,,,,,,,2023-05-31 09:44:00+02:00
43,25.979999542236328,25.979999542236328,25.950000762939453,25.950000762939453,25.950000762939453,1271,,,,,,,,,2023-05-31 09:45:00+02:00
44,25.950000762939453,25.950000762939453,25.940000534057617,25.940000534057617,25.940000534057617,890,,,,,,,,,2023-05-31 09:46:00+02:00
45,25.950000762939453,25.950000762939453,25.940000534057617,25.940000534057617,25.940000534057617,521,,,,,,,,,2023-05-31 09:47:00+02:00
46,25.979999542236328,25.989999771118164,25.979999542236328,25.979999542236328,25.979999542236328,636,,,,,,,,,2023-05-31 09:48:00+02:00
47,25.979999542236328,25.979999542236328,25.969999313354492,25.969999313354492,25.969999313354492,1032,,,,,,,,,2023-05-31 09:50:00+02:00
48,25.989999771118164,25.989999771118164,25.989999771118164,25.989999771118164,25.989999771118164,250,,,,,,,,,2023-05-31 09:53:00+02:00
49,25.989999771118164,25.989999771118164,25.979999542236328,25.979999542236328,25.979999542236328,1710,,,,,,,,,2023-05-31 09:54:00+02:00
50,25.979999542236328,25.979999542236328,25.969999313354492,25.969999313354492,25.969999313354492,673,,,,,,,,,2023-05-31 09:55:00+02:00
51,25.979999542236328,26.0,25.969999313354492,25.989999771118164,25.989999771118164,1600,,,,,,,,,2023-05-31 09:56:00+02:00
52,26.010000228881836,26.010000228881836,26.010000228881836,26.010000228881836,26.010000228881836,835,,,,,,,,,2023-05-31 09:57:00+02:00
53,26.010000228881836,26.010000228881836,26.010000228881836,26.010000228881836,26.010000228881836,3,,,,,,,,,2023-05-31 09:58:00+02:00
54,26.030000686645508,26.030000686645508,26.020000457763672,26.030000686645508,26.030000686645508,957,,,,,,,,,2023-05-31 09:59:00+02:00
55,26.030000686645508,26.030000686645508,26.0,26.0,26.0,177,,,,,,,,,2023-05-31 10:00:00+02:00
56,26.0,26.0,25.969999313354492,26.0,26.0,635,,,,,,,,,2023-05-31 10:01:00+02:00
57,26.0,26.0,25.989999771118164,25.989999771118164,25.989999771118164,314,,,,,,,,,2023-05-31 10:02:00+02:00
58,25.969999313354492,25.969999313354492,25.950000762939453,25.950000762939453,25.950000762939453,1259,,,,,,,,,2023-05-31 10:03:00+02:00
59,25.959999084472656,25.989999771118164,25.93000030517578,25.989999771118164,25.989999771118164,1173,,,,,,,,,2023-05-31 10:04:00+02:00
60,25.989999771118164,25.989999771118164,25.989999771118164,25.989999771118164,25.989999771118164,321,,,,,,,,,2023-05-31 10:06:00+02:00
61,26.0,26.010000228881836,26.0,26.010000228881836,26.010000228881836,291,,,,,,,,,2023-05-31 10:07:00+02:00
62,26.010000228881836,26.010000228881836,26.010000228881836,26.010000228881836,26.010000228881836,108,,,,,,,,,2023-05-31 10:08:00+02:00
63,26.0,26.0,26.0,26.0,26.0,50,,,,,,,,,2023-05-31 10:09:00+02:00
64,26.0,26.010000228881836,25.989999771118164,25.989999771118164,25.989999771118164,649,,,,,,,,,2023-05-31 10:10:00+02:00
65,26.0,26.0,26.0,26.0,26.0,860,,,,,,,,,2023-05-31 10:11:00+02:00
66,26.0,26.0,25.989999771118164,25.989999771118164,25.989999771118164,133,,,,,,,,,2023-05-31 10:12:00+02:00
67,25.989999771118164,25.989999771118164,25.979999542236328,25.979999542236328,25.979999542236328,1049,,,,,,,,,2023-05-31 10:14:00+02:00
68,25.989999771118164,26.0,25.989999771118164,26.0,26.0,417,,,,,,,,,2023-05-31 10:15:00+02:00
69,26.040000915527344,26.040000915527344,26.030000686645508,26.030000686645508,26.030000686645508,1222,,,,,,,,,2023-05-31 10:16:00+02:00
70,26.030000686645508,26.049999237060547,26.030000686645508,26.049999237060547,26.049999237060547,785,,,,,,,,,2023-05-31 10:17:00+02:00
71,26.030000686645508,26.030000686645508,26.030000686645508,26.030000686645508,26.030000686645508,240,,,,,,,,,2023-05-31 10:18:00+02:00
72,26.020000457763672,26.020000457763672,26.0,26.010000228881836,26.010000228881836,1855,,,,,,,,,2023-05-31 10:20:00+02:00
73,26.010000228881836,26.010000228881836,26.0,26.0,26.0,538,,,,,,,,,2023-05-31 10:21:00+02:00
74,25.989999771118164,25.989999771118164,25.989999771118164,25.989999771118164,25.989999771118164,61,,,,,,,,,2023-05-31 10:22:00+02:00
75,25.989999771118164,25.989999771118164,25.979999542236328,25.979999542236328,25.979999542236328,783,,,,,,,,,2023-05-31 10:23:00+02:00
76,25.969999313354492,25.969999313354492,25.969999313354492,25.969999313354492,25.969999313354492,10,,,,,,,,,2023-05-31 10:24:00+02:00
77,25.969999313354492,25.969999313354492,25.959999084472656,25.969999313354492,25.969999313354492,368,,,,,,,,,2023-05-31 10:26:00+02:00
