Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date.2,Date.3,Date.4,Date
0,395.260009765625,395.260009765625,395.260009765625,395.260009765625,395.260009765625,0,2023-05-24 09:30:00-04:00,,,,
1,396.25,396.25,396.25,396.25,396.25,2453,,,,,2023-05-25 09:30:00-04:00
2,395.25,395.25,395.25,395.25,395.25,186,,,,,2023-05-25 09:32:00-04:00
3,395.82000732421875,395.82501220703125,395.82000732421875,395.82501220703125,395.82501220703125,386,,,,,2023-05-25 09:34:00-04:00
4,396.25,396.25,396.25,396.25,396.25,877,,,,,2023-05-25 09:35:00-04:00
5,395.6650085449219,395.6650085449219,395.6650085449219,395.6650085449219,395.6650085449219,115,,,,,2023-05-25 09:43:00-04:00
6,395.57000732421875,396.29998779296875,395.57000732421875,395.9599914550781,395.9599914550781,761,,,,,2023-05-25 09:45:00-04:00
7,396.9100036621094,396.9100036621094,396.9100036621094,396.9100036621094,396.9100036621094,777,,,,,2023-05-25 09:48:00-04:00
8,397.0400085449219,397.1600036621094,396.8599853515625,396.92498779296875,396.92498779296875,1688,,,,,2023-05-25 09:56:00-04:00
9,398.0799865722656,398.0799865722656,398.0799865722656,398.0799865722656,398.0799865722656,661,,,,,2023-05-25 10:01:00-04:00
10,397.0400085449219,397.0400085449219,397.0400085449219,397.0400085449219,397.0400085449219,575,,,,,2023-05-25 10:05:00-04:00
11,397.20001220703125,397.42999267578125,396.95001220703125,396.95001220703125,396.95001220703125,750,,,,,2023-05-25 10:06:00-04:00
12,396.95001220703125,396.95001220703125,396.760009765625,396.760009765625,396.760009765625,722,,,,,2023-05-25 10:07:00-04:00
13,396.4930114746094,396.4930114746094,396.4930114746094,396.4930114746094,396.4930114746094,307,,,,,2023-05-25 10:09:00-04:00
14,396.489990234375,396.489990234375,396.489990234375,396.489990234375,396.489990234375,697,,,,,2023-05-25 10:10:00-04:00
15,396.0899963378906,396.0899963378906,396.0899963378906,396.0899963378906,396.0899963378906,686,,,,,2023-05-25 10:12:00-04:00
16,396.19000244140625,396.7250061035156,395.75,396.364990234375,396.364990234375,1692,,,,,2023-05-25 10:15:00-04:00
17,396.2900085449219,396.2900085449219,396.2900085449219,396.2900085449219,396.2900085449219,294,,,,,2023-05-25 10:16:00-04:00
18,396.1449890136719,396.1449890136719,395.9700012207031,395.9700012207031,395.9700012207031,984,,,,,2023-05-25 10:19:00-04:00
19,395.8599853515625,395.8599853515625,395.7300109863281,395.7300109863281,395.7300109863281,824,,,,,2023-05-25 10:20:00-04:00
20,395.4800109863281,395.4800109863281,395.4800109863281,395.4800109863281,395.4800109863281,378,,,,,2023-05-25 10:21:00-04:00
21,395.1700134277344,395.1700134277344,394.75,395.04998779296875,395.04998779296875,2341,,,,,2023-05-25 10:23:00-04:00
22,394.7300109863281,394.7300109863281,394.67999267578125,394.67999267578125,394.67999267578125,459,,,,,2023-05-25 10:24:00-04:00
23,395.3399963378906,395.510009765625,395.30499267578125,395.510009765625,395.510009765625,2061,,,,,2023-05-25 10:25:00-04:00
24,395.54998779296875,395.57501220703125,395.54998779296875,395.57501220703125,395.57501220703125,1160,,,,,2023-05-25 10:26:00-04:00
25,395.8999938964844,395.8999938964844,395.8999938964844,395.8999938964844,395.8999938964844,948,,,,,2023-05-25 10:28:00-04:00
26,395.7149963378906,395.7149963378906,395.7149963378906,395.7149963378906,395.7149963378906,730,,,,,2023-05-25 10:29:00-04:00
27,395.69000244140625,395.69500732421875,395.6700134277344,395.6700134277344,395.6700134277344,1299,,,,,2023-05-25 10:31:00-04:00
28,395.4599914550781,396.3399963378906,395.3599853515625,396.3399963378906,396.3399963378906,3084,,,,,2023-05-25 10:32:00-04:00
29,396.4150085449219,396.4150085449219,395.75,395.75,395.75,1817,,,,,2023-05-25 10:33:00-04:00
30,396.00750732421875,396.00750732421875,396.00750732421875,396.00750732421875,396.00750732421875,323,,,,,2023-05-25 10:34:00-04:00
31,395.8800048828125,396.2900085449219,395.54998779296875,396.2900085449219,396.2900085449219,1408,,,,,2023-05-25 10:36:00-04:00
32,396.1400146484375,396.1400146484375,396.04998779296875,396.135009765625,396.135009765625,1154,,,,,2023-05-25 10:39:00-04:00
33,395.7799987792969,395.7799987792969,395.32000732421875,395.69500732421875,395.69500732421875,2217,,,,,2023-05-25 10:42:00-04:00
34,395.614990234375,395.6499938964844,395.57000732421875,395.57000732421875,395.57000732421875,674,,,,,2023-05-25 10:43:00-04:00
35,395.8312072753906,395.8312072753906,395.3699951171875,395.6025085449219,395.6025085449219,892,,,,,2023-05-25 10:44:00-04:00
36,396.0799865722656,396.0799865722656,396.0799865722656,396.0799865722656,396.0799865722656,1891,,,,,2023-05-25 10:45:00-04:00
37,395.8500061035156,395.8500061035156,395.8500061035156,395.8500061035156,395.8500061035156,515,,,,,2023-05-25 10:46:00-04:00
38,395.1199951171875,395.1199951171875,395.0,395.0,395.0,847,,,,,2023-05-25 10:48:00-04:00
39,394.6199951171875,394.6199951171875,394.6199951171875,394.6199951171875,394.6199951171875,189,,,,,2023-05-25 10:55:00-04:00
40,394.44000244140625,394.44000244140625,394.44000244140625,394.44000244140625,394.44000244140625,735,,,,,2023-05-25 10:57:00-04:00
41,394.19000244140625,394.19000244140625,394.19000244140625,394.19000244140625,394.19000244140625,502,,,,,2023-05-25 11:00:00-04:00
42,394.6700134277344,394.7200012207031,394.4949951171875,394.7049865722656,394.7049865722656,5820,,,,,2023-05-25 11:02:00-04:00
43,394.5,394.5,394.5,394.5,394.5,230,,,,,2023-05-25 11:03:00-04:00
44,394.5299987792969,394.5299987792969,394.5299987792969,394.5299987792969,394.5299987792969,222,,,,,2023-05-25 11:05:00-04:00
45,394.7449951171875,394.8299865722656,394.7449951171875,394.8299865722656,394.8299865722656,689,,,,,2023-05-25 11:06:00-04:00
46,394.8699951171875,395.385009765625,394.7699890136719,395.385009765625,395.385009765625,2628,,,,,2023-05-25 11:09:00-04:00
47,395.2049865722656,395.54998779296875,395.2049865722656,395.54998779296875,395.54998779296875,861,,,,,2023-05-25 11:11:00-04:00
48,395.2099914550781,395.2099914550781,395.010009765625,395.17999267578125,395.17999267578125,1531,,,,,2023-05-25 11:12:00-04:00
49,395.1700134277344,395.1700134277344,395.1700134277344,395.1700134277344,395.1700134277344,874,,,,,2023-05-25 11:14:00-04:00
50,394.9100036621094,394.9100036621094,394.5799865722656,394.5799865722656,394.5799865722656,682,,,,,2023-05-25 11:16:00-04:00
51,394.30999755859375,394.4800109863281,394.2900085449219,394.4200134277344,394.4200134277344,723,,,,,2023-05-25 11:17:00-04:00
52,394.2200012207031,394.2200012207031,394.2200012207031,394.2200012207031,394.2200012207031,922,,,,,2023-05-25 11:19:00-04:00
53,393.8450012207031,393.8450012207031,393.8450012207031,393.8450012207031,393.8450012207031,650,,,,,2023-05-25 11:25:00-04:00
54,393.6050109863281,393.6700134277344,393.6050109863281,393.6600036621094,393.6600036621094,427,,,,,2023-05-25 11:26:00-04:00
55,393.8999938964844,394.0,393.8999938964844,394.0,394.0,1063,,,,,2023-05-25 11:27:00-04:00
56,393.8399963378906,393.8399963378906,393.8399963378906,393.8399963378906,393.8399963378906,605,,,,,2023-05-25 11:28:00-04:00
57,393.8262023925781,393.8262023925781,393.7699890136719,393.7699890136719,393.7699890136719,567,,,,,2023-05-25 11:31:00-04:00
58,393.7799987792969,393.7799987792969,393.7799987792969,393.7799987792969,393.7799987792969,241,,,,,2023-05-25 11:33:00-04:00
59,393.6499938964844,393.6499938964844,393.4800109863281,393.4800109863281,393.4800109863281,940,,,,,2023-05-25 11:34:00-04:00
60,393.510009765625,393.8599853515625,393.510009765625,393.8599853515625,393.8599853515625,848,,,,,2023-05-25 11:35:00-04:00
61,393.75,393.989990234375,393.70001220703125,393.989990234375,393.989990234375,797,,,,,2023-05-25 11:36:00-04:00
62,393.989990234375,393.989990234375,393.885009765625,393.885009765625,393.885009765625,600,,,,,2023-05-25 11:37:00-04:00
63,394.0299987792969,394.0299987792969,394.0299987792969,394.0299987792969,394.0299987792969,351,,,,,2023-05-25 11:38:00-04:00
64,394.0,394.0,394.0,394.0,394.0,465,,,,,2023-05-25 11:39:00-04:00
65,393.92498779296875,393.92498779296875,393.69500732421875,393.69500732421875,393.69500732421875,420,,,,,2023-05-25 11:40:00-04:00
66,393.9800109863281,393.9800109863281,393.9800109863281,393.9800109863281,393.9800109863281,373,,,,,2023-05-25 11:41:00-04:00
67,394.1549987792969,394.1549987792969,394.1549987792969,394.1549987792969,394.1549987792969,241,,,,,2023-05-25 11:43:00-04:00
68,393.989990234375,393.989990234375,393.93060302734375,393.93060302734375,393.93060302734375,1224,,,,,2023-05-25 11:44:00-04:00
69,394.010009765625,394.010009765625,394.010009765625,394.010009765625,394.010009765625,638,,,,,2023-05-25 11:45:00-04:00
70,394.1700134277344,394.19000244140625,394.1000061035156,394.19000244140625,394.19000244140625,1144,,,,,2023-05-25 11:46:00-04:00
