Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date
0,136.1999969482422,136.1999969482422,135.80999755859375,135.80999755859375,135.80999755859375,25204,2023-05-24 09:30:00-04:00,
1,136.1999969482422,136.1999969482422,135.80999755859375,135.80999755859375,135.80999755859375,25204,,2023-05-24 09:30:00-04:00
2,135.71499633789062,135.71499633789062,135.5749969482422,135.5749969482422,135.5749969482422,1518,,2023-05-24 09:31:00-04:00
3,135.7100067138672,135.91000366210938,135.61749267578125,135.72000122070312,135.72000122070312,2611,,2023-05-24 09:32:00-04:00
4,135.72000122070312,135.72000122070312,135.25,135.25,135.25,3178,,2023-05-24 09:33:00-04:00
5,135.25,135.5500030517578,135.22000122070312,135.5500030517578,135.5500030517578,710,,2023-05-24 09:34:00-04:00
6,135.4550018310547,135.4600067138672,135.32000732421875,135.39999389648438,135.39999389648438,4640,,2023-05-24 09:35:00-04:00
7,135.375,135.375,134.80999755859375,134.8800048828125,134.8800048828125,6215,,2023-05-24 09:36:00-04:00
8,134.75999450683594,134.85000610351562,134.6199951171875,134.85000610351562,134.85000610351562,3080,,2023-05-24 09:37:00-04:00
9,134.6699981689453,134.80999755859375,134.57269287109375,134.80999755859375,134.80999755859375,1740,,2023-05-24 09:38:00-04:00
10,134.9499969482422,134.97999572753906,134.92999267578125,134.96499633789062,134.96499633789062,1183,,2023-05-24 09:39:00-04:00
11,134.97999572753906,135.08999633789062,134.85000610351562,135.08999633789062,135.08999633789062,11929,,2023-05-24 09:40:00-04:00
12,135.23500061035156,135.23500061035156,135.23500061035156,135.23500061035156,135.23500061035156,342,,2023-05-24 09:41:00-04:00
13,135.25999450683594,135.3000030517578,135.1750030517578,135.27000427246094,135.27000427246094,6110,,2023-05-24 09:42:00-04:00
14,135.28500366210938,135.50909423828125,135.24009704589844,135.50909423828125,135.50909423828125,4619,,2023-05-24 09:43:00-04:00
15,135.55999755859375,135.75999450683594,135.55999755859375,135.75999450683594,135.75999450683594,2075,,2023-05-24 09:44:00-04:00
16,135.66000366210938,135.66000366210938,135.64999389648438,135.64999389648438,135.64999389648438,1526,,2023-05-24 09:45:00-04:00
17,135.61500549316406,135.61500549316406,135.49000549316406,135.51499938964844,135.51499938964844,2193,,2023-05-24 09:46:00-04:00
18,135.41000366210938,135.41000366210938,135.25,135.25,135.25,1584,,2023-05-24 09:47:00-04:00
19,135.10000610351562,135.13999938964844,135.02999877929688,135.13999938964844,135.13999938964844,1858,,2023-05-24 09:48:00-04:00
20,134.88499450683594,135.02499389648438,134.7899932861328,135.02499389648438,135.02499389648438,2540,,2023-05-24 09:49:00-04:00
21,134.99769592285156,135.24000549316406,134.95010375976562,134.95010375976562,134.95010375976562,11467,,2023-05-24 09:50:00-04:00
22,135.03770446777344,135.03770446777344,134.9250030517578,134.9499969482422,134.9499969482422,2349,,2023-05-24 09:51:00-04:00
23,135.0,135.0,134.9250030517578,134.9250030517578,134.9250030517578,706,,2023-05-24 09:52:00-04:00
24,134.7899932861328,134.80999755859375,134.4199981689453,134.4199981689453,134.4199981689453,3270,,2023-05-24 09:53:00-04:00
25,134.41000366210938,134.44000244140625,134.33999633789062,134.44000244140625,134.44000244140625,1458,,2023-05-24 09:54:00-04:00
26,134.2740936279297,134.75,134.2740936279297,134.75,134.75,2090,,2023-05-24 09:55:00-04:00
27,134.72970581054688,134.72970581054688,134.47999572753906,134.47999572753906,134.47999572753906,1294,,2023-05-24 09:56:00-04:00
28,134.61500549316406,134.61500549316406,134.39999389648438,134.39999389648438,134.39999389648438,1129,,2023-05-24 09:57:00-04:00
29,134.42999267578125,134.52999877929688,134.42999267578125,134.47970581054688,134.47970581054688,3190,,2023-05-24 09:58:00-04:00
30,134.39999389648438,134.44000244140625,134.1300048828125,134.24000549316406,134.24000549316406,8570,,2023-05-24 09:59:00-04:00
31,134.25,134.75999450683594,134.25,134.74000549316406,134.74000549316406,2482,,2023-05-24 10:00:00-04:00
32,134.85000610351562,134.8699951171875,134.7100067138672,134.86000061035156,134.86000061035156,2728,,2023-05-24 10:01:00-04:00
33,134.83999633789062,134.9499969482422,134.75,134.92999267578125,134.92999267578125,2697,,2023-05-24 10:02:00-04:00
