Date,Open,High,Low,Close,Adj Close,Volume,Date.1,Date
0,81.43000030517578,81.5,81.29000091552734,81.38249969482422,81.38249969482422,0,2023-05-23 09:30:00-04:00,
1,81.43000030517578,81.5,81.29000091552734,81.38249969482422,81.38249969482422,0,,2023-05-23 09:30:00-04:00
2,81.0999984741211,81.13999938964844,81.04000091552734,81.04000091552734,81.04000091552734,2532,,2023-05-23 09:31:00-04:00
3,81.16999816894531,81.2300033569336,81.05000305175781,81.11499786376953,81.11499786376953,2866,,2023-05-23 09:32:00-04:00
4,81.13400268554688,81.28500366210938,81.13400268554688,81.28500366210938,81.28500366210938,942,,2023-05-23 09:33:00-04:00
5,81.38999938964844,81.38999938964844,81.22000122070312,81.22000122070312,81.22000122070312,2063,,2023-05-23 09:34:00-04:00
6,81.25,81.25,81.0999984741211,81.0999984741211,81.0999984741211,683,,2023-05-23 09:35:00-04:00
7,81.12000274658203,81.12000274658203,81.11000061035156,81.11000061035156,81.11000061035156,1623,,2023-05-23 09:36:00-04:00
8,81.07499694824219,81.16000366210938,81.07499694824219,81.16000366210938,81.16000366210938,2090,,2023-05-23 09:37:00-04:00
9,81.12999725341797,81.25,81.12999725341797,81.25,81.25,863,,2023-05-23 09:38:00-04:00
10,81.19499969482422,81.25,81.19499969482422,81.19499969482422,81.19499969482422,852,,2023-05-23 09:39:00-04:00
11,81.19999694824219,81.22000122070312,81.12999725341797,81.12999725341797,81.12999725341797,1929,,2023-05-23 09:40:00-04:00
12,81.26000213623047,81.29000091552734,81.19499969482422,81.27999877929688,81.27999877929688,2326,,2023-05-23 09:41:00-04:00
13,81.25,81.25,81.25,81.25,81.25,398,,2023-05-23 09:42:00-04:00
14,81.29000091552734,81.30999755859375,81.25,81.30999755859375,81.30999755859375,1107,,2023-05-23 09:43:00-04:00
15,81.30999755859375,81.30999755859375,81.30500030517578,81.30500030517578,81.30500030517578,950,,2023-05-23 09:44:00-04:00
16,81.30999755859375,81.3499984741211,81.30999755859375,81.3499984741211,81.3499984741211,1800,,2023-05-23 09:45:00-04:00
17,81.43499755859375,81.4800033569336,81.43499755859375,81.47000122070312,81.47000122070312,1325,,2023-05-23 09:47:00-04:00
18,81.47000122070312,81.47000122070312,81.44000244140625,81.44000244140625,81.44000244140625,1891,,2023-05-23 09:48:00-04:00
19,81.44999694824219,81.44999694824219,81.44000244140625,81.44999694824219,81.44999694824219,1555,,2023-05-23 09:49:00-04:00
20,81.44999694824219,81.44999694824219,81.43299865722656,81.43299865722656,81.43299865722656,1035,,2023-05-23 09:50:00-04:00
21,81.43000030517578,81.43000030517578,81.41999816894531,81.43000030517578,81.43000030517578,2427,,2023-05-23 09:52:00-04:00
22,81.43499755859375,81.47000122070312,81.38999938964844,81.38999938964844,81.38999938964844,37015,,2023-05-23 09:53:00-04:00
23,81.41000366210938,81.41000366210938,81.30999755859375,81.36000061035156,81.36000061035156,9891,,2023-05-23 09:54:00-04:00
24,81.37000274658203,81.37000274658203,81.27999877929688,81.27999877929688,81.27999877929688,5705,,2023-05-23 09:55:00-04:00
