Open,High,Low,Close,Adj Close,Volume
299.1300048828125,300.0,298.6600036621094,300.0,300.0,3458
297.9700012207031,299.0050048828125,297.9700012207031,299.0050048828125,299.0050048828125,507
298.0,298.9750061035156,298.0,298.9750061035156,298.9750061035156,551
299.05999755859375,299.05999755859375,298.010009765625,298.6449890136719,298.6449890136719,452
299.25,300.1400146484375,299.25,300.1400146484375,300.1400146484375,1221
299.82000732421875,299.82000732421875,299.04998779296875,299.04998779296875,299.04998779296875,8340
298.6400146484375,299.3399963378906,298.6400146484375,299.1199951171875,299.1199951171875,736
298.7950134277344,298.7950134277344,298.7950134277344,298.7950134277344,298.7950134277344,8109
298.6499938964844,298.6499938964844,298.5,298.5,298.5,621
298.2300109863281,298.2300109863281,296.6700134277344,296.8299865722656,296.8299865722656,1655
295.94000244140625,297.69000244140625,295.94000244140625,297.69000244140625,297.69000244140625,463
297.760009765625,297.760009765625,297.70001220703125,297.760009765625,297.760009765625,1423
297.135009765625,297.135009765625,297.135009765625,297.135009765625,297.135009765625,345
296.00750732421875,296.00750732421875,296.00750732421875,296.00750732421875,296.00750732421875,432
295.80999755859375,295.80999755859375,295.80999755859375,295.80999755859375,295.80999755859375,161
295.3299865722656,295.5899963378906,294.8900146484375,295.2699890136719,295.2699890136719,1681
295.0799865722656,295.70001220703125,294.7300109863281,294.7900085449219,294.7900085449219,2115
295.3949890136719,296.8500061035156,295.3949890136719,295.95001220703125,295.95001220703125,4617
296.0780944824219,296.0780944824219,295.95001220703125,295.95001220703125,295.95001220703125,833
295.260009765625,295.95001220703125,295.19000244140625,295.95001220703125,295.95001220703125,616
295.9049987792969,295.9049987792969,295.9049987792969,295.9049987792969,295.9049987792969,172
295.9049987792969,295.9049987792969,295.9049987792969,295.9049987792969,295.9049987792969,245
295.4200134277344,295.4200134277344,295.04998779296875,295.04998779296875,295.04998779296875,705
295.04998779296875,295.9049987792969,295.04998779296875,295.05999755859375,295.05999755859375,3993
295.6300048828125,295.6300048828125,294.3500061035156,294.3500061035156,294.3500061035156,4855
295.4700012207031,295.4700012207031,294.75,294.75,294.75,659
294.79998779296875,294.79998779296875,293.9700012207031,294.1300048828125,294.1300048828125,527
294.2900085449219,294.2900085449219,294.2900085449219,294.2900085449219,294.2900085449219,748
294.0806884765625,294.0806884765625,294.0806884765625,294.0806884765625,294.0806884765625,267
293.94000244140625,293.94000244140625,293.94000244140625,293.94000244140625,293.94000244140625,102
294.7250061035156,295.4800109863281,294.2900085449219,294.760009765625,294.760009765625,1511
294.2300109863281,294.7200012207031,294.2300109863281,294.7200012207031,294.7200012207031,271
294.6400146484375,295.32000732421875,294.6400146484375,295.30999755859375,295.30999755859375,2429
294.864990234375,294.864990234375,294.864990234375,294.864990234375,294.864990234375,107
295.114990234375,295.114990234375,295.114990234375,295.114990234375,295.114990234375,251
294.94000244140625,295.0,294.3599853515625,294.9549865722656,294.9549865722656,5036
294.57000732421875,294.57000732421875,294.0,294.25,294.25,1912
294.17999267578125,294.6549987792969,294.1600036621094,294.1600036621094,294.1600036621094,2521
294.17999267578125,294.17999267578125,294.17999267578125,294.17999267578125,294.17999267578125,1101
294.20001220703125,294.20001220703125,294.0,294.0,294.0,1707
293.7850036621094,293.7850036621094,293.3500061035156,293.3550109863281,293.3550109863281,1277
293.6700134277344,293.6700134277344,293.6700134277344,293.6700134277344,293.6700134277344,710
293.6700134277344,294.4549865722656,293.6600036621094,294.4549865722656,294.4549865722656,2130
293.9220886230469,293.9220886230469,293.9220886230469,293.9220886230469,293.9220886230469,149
294.42999267578125,294.79998779296875,294.42999267578125,294.79998779296875,294.79998779296875,465
294.9150085449219,294.9150085449219,294.9150085449219,294.9150085449219,294.9150085449219,284
294.927490234375,294.927490234375,294.510009765625,294.510009765625,294.510009765625,2657
294.4200134277344,294.5199890136719,294.4200134277344,294.4200134277344,294.4200134277344,5052
293.8500061035156,293.9200134277344,293.45001220703125,293.4800109863281,293.4800109863281,1899
293.7300109863281,293.7300109863281,293.5899963378906,293.5899963378906,293.5899963378906,1026
292.95001220703125,292.95001220703125,292.70001220703125,292.70001220703125,292.70001220703125,390
292.7250061035156,293.07000732421875,292.69000244140625,292.7650146484375,292.7650146484375,1387
292.7349853515625,293.0400085449219,292.70098876953125,292.70098876953125,292.70098876953125,1882
293.010009765625,293.1499938964844,293.0,293.1499938964844,293.1499938964844,1525
293.1499938964844,293.1499938964844,293.0,293.0,293.0,639
292.8800048828125,293.1499938964844,292.8800048828125,293.1499938964844,293.1499938964844,1450
293.135009765625,293.135009765625,293.135009765625,293.135009765625,293.135009765625,1247
293.135009765625,293.135009765625,292.9700012207031,293.0,293.0,2019
293.0,293.25,292.8800048828125,292.885009765625,292.885009765625,4424
292.95001220703125,293.2250061035156,292.95001220703125,293.0799865722656,293.0799865722656,2334
293.2349853515625,293.364990234375,292.989990234375,293.010009765625,293.010009765625,4907
292.9800109863281,293.0299987792969,292.82000732421875,292.9700012207031,292.9700012207031,1943
292.4700012207031,292.4700012207031,292.4700012207031,292.4700012207031,292.4700012207031,288
292.1300048828125,292.1300048828125,292.1300048828125,292.1300048828125,292.1300048828125,435
291.8399963378906,291.8399963378906,291.79998779296875,291.79998779296875,291.79998779296875,710
291.8768005371094,291.8768005371094,291.8768005371094,291.8768005371094,291.8768005371094,170
291.8399963378906,291.8399963378906,291.8399963378906,291.8399963378906,291.8399963378906,579
291.8699951171875,291.8699951171875,291.8699951171875,291.8699951171875,291.8699951171875,764
291.8699951171875,291.8699951171875,291.8699951171875,291.8699951171875,291.8699951171875,737
292.07000732421875,292.07000732421875,292.07000732421875,292.07000732421875,292.07000732421875,918
291.8699951171875,291.8699951171875,291.8699951171875,291.8699951171875,291.8699951171875,308
291.7300109863281,291.7300109863281,291.3500061035156,291.3500061035156,291.3500061035156,1909
291.6300048828125,291.7300109863281,291.3900146484375,291.4700012207031,291.4700012207031,1506
291.7300109863281,291.7300109863281,291.2900085449219,291.3299865722656,291.3299865722656,2145
291.2900085449219,291.2900085449219,290.69000244140625,290.69000244140625,290.69000244140625,1202
290.75,291.1700134277344,290.75,291.1700134277344,291.1700134277344,1035
290.92498779296875,291.3500061035156,290.92498779296875,291.1600036621094,291.1600036621094,1658
291.3500061035156,291.3500061035156,291.00048828125,291.00048828125,291.00048828125,816
290.8999938964844,290.8999938964844,290.8999938964844,290.8999938964844,290.8999938964844,433
290.69000244140625,290.739990234375,290.67999267578125,290.7300109863281,290.7300109863281,1037
290.6449890136719,290.6449890136719,290.6449890136719,290.6449890136719,290.6449890136719,681
290.2200012207031,290.3800048828125,290.2200012207031,290.3800048828125,290.3800048828125,974
290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,290.2799987792969,1503
290.2349853515625,290.2349853515625,290.2349853515625,290.2349853515625,290.2349853515625,776
290.0199890136719,290.20001220703125,289.5849914550781,289.8500061035156,289.8500061035156,2308
289.760009765625,289.760009765625,289.55999755859375,289.55999755859375,289.55999755859375,1145
289.42999267578125,289.42999267578125,288.9700012207031,288.9700012207031,288.9700012207031,2224
289.5199890136719,289.9750061035156,289.3800048828125,289.9750061035156,289.9750061035156,3079
289.9549865722656,289.9549865722656,289.9549865722656,289.9549865722656,289.9549865722656,512
289.7699890136719,289.7699890136719,289.760009765625,289.760009765625,289.760009765625,505
289.875,289.875,289.875,289.875,289.875,1266
289.42999267578125,289.7049865722656,289.42999267578125,289.7049865722656,289.7049865722656,585
289.4200134277344,289.7250061035156,289.4100036621094,289.7250061035156,289.7250061035156,1759
289.7290954589844,289.7290954589844,288.94000244140625,288.94000244140625,288.94000244140625,1800
288.92999267578125,288.92999267578125,288.92999267578125,288.92999267578125,288.92999267578125,848
289.0799865722656,289.0799865722656,289.0799865722656,289.0799865722656,289.0799865722656,322
289.1000061035156,289.3699951171875,289.1000061035156,289.3299865722656,289.3299865722656,1416
289.3299865722656,289.3299865722656,289.3299865722656,289.3299865722656,289.3299865722656,105
289.1600036621094,289.1600036621094,289.1600036621094,289.1600036621094,289.1600036621094,897
289.0400085449219,289.05499267578125,288.94000244140625,288.94000244140625,288.94000244140625,1324
289.2099914550781,289.57501220703125,289.07000732421875,289.57501220703125,289.57501220703125,2378
289.57501220703125,289.57501220703125,289.57501220703125,289.57501220703125,289.57501220703125,532
289.3599853515625,289.3800048828125,289.3599853515625,289.3800048828125,289.3800048828125,895
289.6499938964844,289.95001220703125,289.6050109863281,289.6050109863281,289.6050109863281,1784
289.5899963378906,289.5899963378906,289.239990234375,289.239990234375,289.239990234375,2161
289.239990234375,289.25,289.2250061035156,289.25,289.25,1668
289.29998779296875,289.3299865722656,289.29998779296875,289.31500244140625,289.31500244140625,902
289.5199890136719,289.5199890136719,289.18499755859375,289.18499755859375,289.18499755859375,572
289.4100036621094,289.5849914550781,289.4100036621094,289.5849914550781,289.5849914550781,497
289.54998779296875,289.54998779296875,289.54998779296875,289.54998779296875,289.54998779296875,682
289.6050109863281,289.6050109863281,289.6050109863281,289.6050109863281,289.6050109863281,776
289.5450134277344,290.0150146484375,289.5450134277344,290.0150146484375,290.0150146484375,728
290.010009765625,290.010009765625,290.010009765625,290.010009765625,290.010009765625,117
290.010009765625,290.010009765625,290.010009765625,290.010009765625,290.010009765625,333
290.07501220703125,291.1549987792969,290.07501220703125,290.9750061035156,290.9750061035156,3173
291.489990234375,291.8800048828125,291.489990234375,291.5,291.5,1815
291.3800048828125,291.3800048828125,291.3800048828125,291.3800048828125,291.3800048828125,440
291.3500061035156,291.3500061035156,291.2799987792969,291.2799987792969,291.2799987792969,906
291.6499938964844,291.6499938964844,291.6499938964844,291.6499938964844,291.6499938964844,228
291.6650085449219,291.6650085449219,291.6650085449219,291.6650085449219,291.6650085449219,152
291.3800048828125,291.3800048828125,291.0,291.0,291.0,1019
291.239990234375,291.239990234375,291.239990234375,291.239990234375,291.239990234375,135
291.4700012207031,291.4700012207031,291.4700012207031,291.4700012207031,291.4700012207031,974
